210913_Cbl-b_A03-H11 Fc=2-1 - 1_X	210913_Cbl-b_A03-H11 Fc=2-1 - 1_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 2_X	210913_Cbl-b_A03-H11 Fc=2-1 - 2_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 3_X	210913_Cbl-b_A03-H11 Fc=2-1 - 3_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 4_X	210913_Cbl-b_A03-H11 Fc=2-1 - 4_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 5_X	210913_Cbl-b_A03-H11 Fc=2-1 - 5_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 6_X	210913_Cbl-b_A03-H11 Fc=2-1 - 6_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 7_X	210913_Cbl-b_A03-H11 Fc=2-1 - 7_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 8_X	210913_Cbl-b_A03-H11 Fc=2-1 - 8_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 9_X	210913_Cbl-b_A03-H11 Fc=2-1 - 9_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 10_X	210913_Cbl-b_A03-H1 Fc=2-1 - 10_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 11_X	210913_Cbl-b_A03-H1 Fc=2-1 - 11_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 12_X	210913_Cbl-b_A03-H1 Fc=2-1 - 12_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 13_X	210913_Cbl-b_A03-H1 Fc=2-1 - 13_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 14_X	210913_Cbl-b_A03-H1 Fc=2-1 - 14_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 15_X	210913_Cbl-b_A03-H1 Fc=2-1 - 15_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 16_X	210913_Cbl-b_A03-H1 Fc=2-1 - 16_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 17_X	210913_Cbl-b_A03-H1 Fc=2-1 - 17_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 18_X	210913_Cbl-b_A03-H1 Fc=2-1 - 18_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 19_X	210913_Cbl-b_A03-H1 Fc=2-1 - 19_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 20_X	210913_Cbl-b_A03-H1 Fc=2-1 - 20_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 21_X	210913_Cbl-b_A03-H1 Fc=2-1 - 21_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 22_X	210913_Cbl-b_A03-H1 Fc=2-1 - 22_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 23_X	210913_Cbl-b_A03-H1 Fc=2-1 - 23_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 24_X	210913_Cbl-b_A03-H1 Fc=2-1 - 24_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 25_X	210913_Cbl-b_A03-H1 Fc=2-1 - 25_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 26_X	210913_Cbl-b_A03-H1 Fc=2-1 - 26_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 27_X	210913_Cbl-b_A03-H1 Fc=2-1 - 27_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 28_X	210913_Cbl-b_A03-H1 Fc=2-1 - 28_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 29_X	210913_Cbl-b_A03-H1 Fc=2-1 - 29_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 30_X	210913_Cbl-b_A03-H1 Fc=2-1 - 30_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 31_X	210913_Cbl-b_A03-H1 Fc=2-1 - 31_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 32_X	210913_Cbl-b_A03-H1 Fc=2-1 - 32_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 33_X	210913_Cbl-b_A03-H1 Fc=2-1 - 33_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 34_X	210913_Cbl-b_A03-H1 Fc=2-1 - 34_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 35_X	210913_Cbl-b_A03-H1 Fc=2-1 - 35_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 36_X	210913_Cbl-b_A03-H1 Fc=2-1 - 36_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 37_X	210913_Cbl-b_A03-H1 Fc=2-1 - 37_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 38_X	210913_Cbl-b_A03-H1 Fc=2-1 - 38_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 39_X	210913_Cbl-b_A03-H1 Fc=2-1 - 39_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 40_X	210913_Cbl-b_A03-H1 Fc=2-1 - 40_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 41_X	210913_Cbl-b_A03-H1 Fc=2-1 - 41_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 42_X	210913_Cbl-b_A03-H1 Fc=2-1 - 42_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 43_X	210913_Cbl-b_A03-H1 Fc=2-1 - 43_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 44_X	210913_Cbl-b_A03-H1 Fc=2-1 - 44_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 45_X	210913_Cbl-b_A03-H1 Fc=2-1 - 45_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 46_X	210913_Cbl-b_A03-H1 Fc=2-1 - 46_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 47_X	210913_Cbl-b_A03-H1 Fc=2-1 - 47_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 48_X	210913_Cbl-b_A03-H1 Fc=2-1 - 48_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 49_X	210913_Cbl-b_A03-H1 Fc=2-1 - 49_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 50_X	210913_Cbl-b_A03-H1 Fc=2-1 - 50_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 51_X	210913_Cbl-b_A03-H1 Fc=2-1 - 51_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 52_X	210913_Cbl-b_A03-H1 Fc=2-1 - 52_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 53_X	210913_Cbl-b_A03-H1 Fc=2-1 - 53_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 54_X	210913_Cbl-b_A03-H1 Fc=2-1 - 54_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 55_X	210913_Cbl-b_A03-H1 Fc=2-1 - 55_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 56_X	210913_Cbl-b_A03-H1 Fc=2-1 - 56_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 57_X	210913_Cbl-b_A03-H1 Fc=2-1 - 57_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 58_X	210913_Cbl-b_A03-H1 Fc=2-1 - 58_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 59_X	210913_Cbl-b_A03-H1 Fc=2-1 - 59_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 60_X	210913_Cbl-b_A03-H1 Fc=2-1 - 60_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 61_X	210913_Cbl-b_A03-H1 Fc=2-1 - 61_Y
300.6	7982.25	300.6	7970.5	300.6	7961.08	300.6	7956.74	300.6	7958.31	300.6	7951.94	300.6	7950.76	300.6	7945.17	300.6	7963.49	300.6	7956.85	300.6	7949.48	300.6	7945.84	300.6	7945.81	300.6	7943.1	300.6	7942.56	300.6	7940.35	300.6	7940.99	300.6	7956.4	300.6	7945.88	300.6	7948.2	300.6	7947.8	300.6	7943.56	300.6	7943.58	300.6	7947.3	300.6	7947.19	300.6	7948.73	300.6	7961.1	300.6	7952.5	300.6	7952.76	300.6	7955.9	300.6	7953.41	300.6	7955.7	300.6	7959.4	300.6	7959.2	300.6	7958.77	300.6	7967.79	300.6	7963.63	300.6	7967.67	300.6	7967.78	300.6	7963.47	300.6	7967.14	300.6	7970.31	300.6	7971.26	300.6	7971.67	300.6	7978.14	300.6	7974.57	300.6	7974.85	300.6	7975.89	300.6	7975.55	300.6	7977.84	300.6	7977.77	300.6	7978.67	300.6	7978.73	300.6	7983.33	300.6	7985.19	300.6	7984.42	300.6	7984.55	300.6	7985.01	300.6	7984.67	300.6	7984.79	300.6	7984.1
301.6	7978.96	301.6	7970.36	301.6	7962.29	301.6	7957.45	301.6	7957.2	301.6	7952.76	301.6	7949.75	301.6	7944.97	301.6	7964.05	301.6	7954.87	301.6	7949.43	301.6	7946.39	301.6	7944.44	301.6	7942.77	301.6	7943.25	301.6	7942.81	301.6	7940.91	301.6	7953.86	301.6	7948.72	301.6	7949.57	301.6	7947.02	301.6	7945.9	301.6	7943.18	301.6	7944.93	301.6	7946.26	301.6	7947.37	301.6	7959.79	301.6	7954.44	301.6	7954.81	301.6	7956.13	301.6	7953.25	301.6	7957.74	301.6	7959.12	301.6	7958.62	301.6	7958.44	301.6	7967.28	301.6	7964.72	301.6	7967.21	301.6	7964.68	301.6	7961.69	301.6	7968.09	301.6	7969.27	301.6	7970.99	301.6	7972.88	301.6	7977.14	301.6	7974.72	301.6	7975.73	301.6	7975.1	301.6	7977.18	301.6	7977.93	301.6	7978.56	301.6	7979.43	301.6	7977.88	301.6	7986.67	301.6	7983.67	301.6	7984.73	301.6	7983.62	301.6	7984.57	301.6	7984.78	301.6	7984.42	301.6	7982.64
302.6	7981.19	302.6	7970.59	302.6	7964.39	302.6	7958.98	302.6	7954.85	302.6	7954.1	302.6	7949.72	302.6	7946.32	302.6	7963.91	302.6	7955.26	302.6	7947.07	302.6	7945.4	302.6	7945.89	302.6	7942.97	302.6	7944.96	302.6	7941.59	302.6	7941.39	302.6	7955.27	302.6	7947.13	302.6	7946.31	302.6	7947.86	302.6	7945.44	302.6	7942.13	302.6	7945.25	302.6	7945.88	302.6	7947.83	302.6	7958.89	302.6	7953.96	302.6	7954.69	302.6	7956.62	302.6	7954.6	302.6	7959.18	302.6	7960.95	302.6	7959.71	302.6	7960.38	302.6	7968.41	302.6	7965.45	302.6	7966.77	302.6	7965.29	302.6	7965.49	302.6	7968.13	302.6	7971.75	302.6	7971.61	302.6	7971.99	302.6	7978.81	302.6	7973.95	302.6	7977.79	302.6	7975.09	302.6	7975.96	302.6	7976.33	302.6	7976.81	302.6	7979.18	302.6	7979.72	302.6	7987.02	302.6	7985.11	302.6	7985.5	302.6	7983.8	302.6	7984.61	302.6	7986.28	302.6	7983.48	302.6	7983.86
303.6	7980.39	303.6	7969.03	303.6	7963.49	303.6	7957.07	303.6	7956.28	303.6	7953.47	303.6	7947.97	303.6	7944.69	303.6	7966.24	303.6	7953.67	303.6	7947.67	303.6	7947.78	303.6	7946.36	303.6	7942.43	303.6	7946.35	303.6	7942.21	303.6	7942.74	303.6	7955.82	303.6	7946.11	303.6	7946.25	303.6	7947.25	303.6	7946.63	303.6	7943.46	303.6	7946.54	303.6	7944.73	303.6	7947	303.6	7958.04	303.6	7953.87	303.6	7956.01	303.6	7955.41	303.6	7954.33	303.6	7956.88	303.6	7958.52	303.6	7959.52	303.6	7961.31	303.6	7965.9	303.6	7966.62	303.6	7968.2	303.6	7967.39	303.6	7964.98	303.6	7969.17	303.6	7969.15	303.6	7970.38	303.6	7971.57	303.6	7977.04	303.6	7975.37	303.6	7975.47	303.6	7977.53	303.6	7975	303.6	7975.53	303.6	7977.71	303.6	7979.14	303.6	7978.07	303.6	7986.17	303.6	7985.84	303.6	7985.61	303.6	7982.92	303.6	7983.67	303.6	7985.66	303.6	7984.63	303.6	7983.89
304.6	7982.36	304.6	7968.33	304.6	7964.65	304.6	7956.63	304.6	7954.42	304.6	7952.78	304.6	7950.54	304.6	7945.43	304.6	7965.23	304.6	7953.69	304.6	7949.44	304.6	7944.96	304.6	7943.26	304.6	7943.3	304.6	7943.5	304.6	7943.21	304.6	7941	304.6	7954.54	304.6	7946.5	304.6	7944.44	304.6	7945.5	304.6	7944.83	304.6	7942.28	304.6	7947.66	304.6	7943.25	304.6	7949.4	304.6	7958.36	304.6	7954.53	304.6	7955.03	304.6	7955.51	304.6	7956.17	304.6	7958.31	304.6	7961.46	304.6	7956.94	304.6	7960.1	304.6	7967.04	304.6	7966.05	304.6	7966.9	304.6	7964.48	304.6	7965.27	304.6	7967.7	304.6	7969.38	304.6	7971.14	304.6	7970.97	304.6	7977.35	304.6	7975.01	304.6	7976.97	304.6	7976.97	304.6	7976.6	304.6	7975.85	304.6	7979.86	304.6	7979.83	304.6	7979.18	304.6	7985.35	304.6	7985.44	304.6	7983.47	304.6	7985.83	304.6	7985.5	304.6	7984.19	304.6	7985.99	304.6	7983.41
305.6	7978.95	305.6	7968.47	305.6	7963.18	305.6	7957.25	305.6	7956.1	305.6	7952.18	305.6	7949.73	305.6	7946.69	305.6	7964.85	305.6	7953.76	305.6	7948.38	305.6	7947.08	305.6	7944.23	305.6	7944.74	305.6	7944.63	305.6	7942.71	305.6	7940.01	305.6	7954.75	305.6	7946.2	305.6	7948.07	305.6	7947.14	305.6	7945.24	305.6	7943.55	305.6	7946.5	305.6	7946.42	305.6	7948.55	305.6	7959.09	305.6	7956.33	305.6	7953.71	305.6	7953.36	305.6	7953.01	305.6	7957.64	305.6	7957.99	305.6	7958.93	305.6	7960.43	305.6	7966.73	305.6	7966.41	305.6	7967.42	305.6	7966.65	305.6	7964.37	305.6	7967.7	305.6	7969.92	305.6	7970.43	305.6	7971.13	305.6	7980.18	305.6	7976.94	305.6	7973.44	305.6	7976.91	305.6	7975.31	305.6	7975.31	305.6	7979.19	305.6	7979.27	305.6	7978.49	305.6	7985.88	305.6	7986.89	305.6	7984.14	305.6	7985.88	305.6	7987.51	305.6	7985.32	305.6	7985.56	305.6	7984.9
306.6	7979.94	306.6	7969.38	306.6	7963.49	306.6	7956.95	306.6	7954.36	306.6	7951.94	306.6	7948.83	306.6	7946.24	306.6	7966.62	306.6	7954.43	306.6	7948.42	306.6	7944.78	306.6	7944.86	306.6	7940.66	306.6	7942.57	306.6	7945.64	306.6	7940.57	306.6	7954.98	306.6	7948.77	306.6	7946.82	306.6	7948.23	306.6	7944.78	306.6	7943.38	306.6	7947.54	306.6	7947.73	306.6	7948.54	306.6	7960.11	306.6	7955.01	306.6	7954.68	306.6	7953.86	306.6	7953.53	306.6	7959.3	306.6	7959.3	306.6	7959.81	306.6	7958.51	306.6	7967.77	306.6	7966.11	306.6	7966.66	306.6	7966.54	306.6	7961.74	306.6	7967.74	306.6	7969.92	306.6	7970.27	306.6	7972.45	306.6	7979.66	306.6	7973.51	306.6	7976.12	306.6	7976.2	306.6	7975.84	306.6	7976.03	306.6	7976.15	306.6	7979.67	306.6	7978.83	306.6	7988.12	306.6	7987.27	306.6	7984.51	306.6	7985.25	306.6	7984.59	306.6	7985.2	306.6	7984	306.6	7986.55
307.6	7980.98	307.6	7968.94	307.6	7961.85	307.6	7958.2	307.6	7956.19	307.6	7953.08	307.6	7948.23	307.6	7945.63	307.6	7968.78	307.6	7954.29	307.6	7947.91	307.6	7944.62	307.6	7945.64	307.6	7943.18	307.6	7944.46	307.6	7943.12	307.6	7941.51	307.6	7953.7	307.6	7949.35	307.6	7945.24	307.6	7947.15	307.6	7942.9	307.6	7943.73	307.6	7946.48	307.6	7945.09	307.6	7947.56	307.6	7960.35	307.6	7955.01	307.6	7953.45	307.6	7953.9	307.6	7954.54	307.6	7957.64	307.6	7959.61	307.6	7959.17	307.6	7959.17	307.6	7968.52	307.6	7966.6	307.6	7967.26	307.6	7967.11	307.6	7964.17	307.6	7966.31	307.6	7969.53	307.6	7972.59	307.6	7972.48	307.6	7980.68	307.6	7975.23	307.6	7976.64	307.6	7975.8	307.6	7976.72	307.6	7976.93	307.6	7977.19	307.6	7981.15	307.6	7977.29	307.6	7986.15	307.6	7982.92	307.6	7985.86	307.6	7984.07	307.6	7985.66	307.6	7984.69	307.6	7985.18	307.6	7984.22
308.6	7982.52	308.6	7969.85	308.6	7962.38	308.6	7957.53	308.6	7955.42	308.6	7952.47	308.6	7948.63	308.6	7946.45	308.6	7965.73	308.6	7955.52	308.6	7949.55	308.6	7946.95	308.6	7946.76	308.6	7942.22	308.6	7942.95	308.6	7941.51	308.6	7940.87	308.6	7952.94	308.6	7951.04	308.6	7946.24	308.6	7945.28	308.6	7946.37	308.6	7945	308.6	7945.18	308.6	7946.93	308.6	7948.63	308.6	7958.19	308.6	7953.23	308.6	7952.49	308.6	7953.45	308.6	7956.33	308.6	7955.76	308.6	7959.6	308.6	7959.23	308.6	7960.53	308.6	7967.38	308.6	7967.3	308.6	7968.17	308.6	7965.33	308.6	7964.48	308.6	7968.89	308.6	7970.57	308.6	7970.2	308.6	7972.19	308.6	7979.26	308.6	7975.61	308.6	7976.73	308.6	7976.32	308.6	7976.56	308.6	7976.3	308.6	7977.71	308.6	7981.3	308.6	7979.43	308.6	7986.43	308.6	7985.24	308.6	7987.35	308.6	7985.87	308.6	7985.02	308.6	7985.45	308.6	7984.53	308.6	7984.09
309.6	7981.55	309.6	7969.02	309.6	7963.29	309.6	7956	309.6	7955.06	309.6	7951.18	309.6	7951.52	309.6	7945.57	309.6	7966.17	309.6	7953.54	309.6	7949.77	309.6	7945.29	309.6	7945.44	309.6	7941.06	309.6	7943.11	309.6	7942.82	309.6	7939.37	309.6	7952.98	309.6	7947.47	309.6	7946.57	309.6	7947.89	309.6	7945.08	309.6	7945.15	309.6	7945.89	309.6	7946.23	309.6	7947.97	309.6	7960.99	309.6	7955.54	309.6	7953.3	309.6	7953.47	309.6	7953.57	309.6	7956.51	309.6	7959.02	309.6	7958.65	309.6	7961.08	309.6	7969.19	309.6	7966.76	309.6	7966.66	309.6	7965.15	309.6	7965.09	309.6	7967.31	309.6	7971.47	309.6	7971.99	309.6	7970.78	309.6	7978.11	309.6	7974.25	309.6	7975.46	309.6	7977.01	309.6	7975.53	309.6	7977.25	309.6	7976.53	309.6	7983.79	309.6	7979.03	309.6	7986.68	309.6	7984.78	309.6	7985.51	309.6	7986.76	309.6	7982.69	309.6	7983.65	309.6	7983.85	309.6	7982.43
310.6	7980.25	310.6	7971.81	310.6	7961.97	310.6	7955.81	310.6	7954	310.6	7950.4	310.6	7949.12	310.6	7948.66	310.6	7965	310.6	7954.87	310.6	7948.59	310.6	7944.73	310.6	7945.1	310.6	7941.48	310.6	7943.11	310.6	7942.64	310.6	7940.42	310.6	7955.92	310.6	7947.66	310.6	7945.55	310.6	7946.35	310.6	7942.79	310.6	7945.46	310.6	7947.16	310.6	7945.06	310.6	7946.93	310.6	7960.12	310.6	7954.2	310.6	7955.27	310.6	7953.22	310.6	7954.31	310.6	7957.29	310.6	7958.98	310.6	7960.04	310.6	7961.29	310.6	7969.27	310.6	7966.48	310.6	7966.89	310.6	7967.03	310.6	7964.34	310.6	7970.16	310.6	7971.57	310.6	7970.18	310.6	7969.32	310.6	7977.17	310.6	7976.44	310.6	7974.19	310.6	7974.64	310.6	7974.8	310.6	7977.3	310.6	7975.8	310.6	7981.45	310.6	7981.17	310.6	7985.83	310.6	7985.8	310.6	7983.8	310.6	7987.36	310.6	7987.15	310.6	7986.08	310.6	7982.08	310.6	7982.93
311.6	7980.78	311.6	7968.11	311.6	7962.27	311.6	7958.7	311.6	7953.58	311.6	7951.96	311.6	7948.96	311.6	7945.44	311.6	7966.35	311.6	7953.71	311.6	7948.27	311.6	7945.67	311.6	7943.95	311.6	7940.89	311.6	7942.81	311.6	7942.74	311.6	7940.26	311.6	7953.53	311.6	7949.78	311.6	7944.43	311.6	7946.91	311.6	7945.36	311.6	7944.04	311.6	7945.22	311.6	7946.45	311.6	7944.84	311.6	7958.52	311.6	7953.01	311.6	7953.42	311.6	7952.09	311.6	7954.73	311.6	7957.31	311.6	7958.68	311.6	7958.41	311.6	7961.44	311.6	7968.09	311.6	7964.48	311.6	7967.2	311.6	7968.2	311.6	7965.25	311.6	7968.52	311.6	7969.21	311.6	7973.15	311.6	7971.14	311.6	7977.2	311.6	7975.06	311.6	7974.94	311.6	7975.52	311.6	7976.24	311.6	7978.09	311.6	7979.48	311.6	7980.14	311.6	7980.57	311.6	7985.19	311.6	7984.67	311.6	7984.72	311.6	7984.5	311.6	7986.16	311.6	7984.47	311.6	7984.36	311.6	7982.71
312.6	7983.34	312.6	7969.28	312.6	7960.98	312.6	7956.86	312.6	7952.97	312.6	7952.03	312.6	7948.68	312.6	7948.86	312.6	7966.25	312.6	7955.59	312.6	7947.95	312.6	7944.88	312.6	7944.87	312.6	7941.64	312.6	7942.45	312.6	7943.01	312.6	7939.75	312.6	7953.46	312.6	7947.94	312.6	7947.33	312.6	7949.06	312.6	7944.69	312.6	7942.58	312.6	7944.77	312.6	7945.37	312.6	7946.35	312.6	7958.22	312.6	7955.1	312.6	7953.34	312.6	7954.54	312.6	7955.33	312.6	7957.9	312.6	7958.03	312.6	7959.32	312.6	7959.02	312.6	7966.45	312.6	7965.16	312.6	7966.64	312.6	7966.26	312.6	7966.94	312.6	7969.14	312.6	7967.92	312.6	7969.46	312.6	7971.68	312.6	7976.75	312.6	7978.3	312.6	7975.88	312.6	7976.74	312.6	7975.73	312.6	7978.53	312.6	7976.67	312.6	7978.28	312.6	7980.07	312.6	7985.8	312.6	7983.44	312.6	7985.48	312.6	7986.12	312.6	7987.17	312.6	7986.32	312.6	7984.99	312.6	7983.31
313.6	7979.62	313.6	7968.73	313.6	7960.68	313.6	7956.77	313.6	7955.62	313.6	7952.6	313.6	7949.91	313.6	7946.43	313.6	7965.03	313.6	7955.45	313.6	7949.61	313.6	7946.64	313.6	7944.59	313.6	7939.92	313.6	7944.14	313.6	7942.77	313.6	7940.57	313.6	7953.7	313.6	7948.39	313.6	7946.83	313.6	7947.09	313.6	7945.39	313.6	7944.57	313.6	7945.93	313.6	7945.78	313.6	7948.27	313.6	7959.28	313.6	7953.13	313.6	7952.06	313.6	7954.77	313.6	7956.41	313.6	7959.05	313.6	7958.79	313.6	7958.13	313.6	7961.61	313.6	7969.04	313.6	7963.22	313.6	7965.21	313.6	7967.48	313.6	7966.23	313.6	7966.99	313.6	7968.51	313.6	7972.84	313.6	7971.77	313.6	7978.78	313.6	7974.71	313.6	7974.96	313.6	7977.04	313.6	7973.56	313.6	7976.84	313.6	7976.31	313.6	7979.82	313.6	7980.75	313.6	7985.01	313.6	7983.64	313.6	7985.65	313.6	7986.19	313.6	7986.26	313.6	7986.47	313.6	7985.61	313.6	7982.26
314.6	7980.92	314.6	7970.65	314.6	7962.58	314.6	7955.59	314.6	7953.6	314.6	7950.96	314.6	7948.66	314.6	7946.11	314.6	7964.69	314.6	7953.9	314.6	7947.71	314.6	7945.62	314.6	7944.11	314.6	7939.93	314.6	7943.11	314.6	7942.47	314.6	7941.01	314.6	7951.76	314.6	7946.39	314.6	7945.97	314.6	7948.68	314.6	7946	314.6	7944.46	314.6	7946.09	314.6	7946.24	314.6	7948.43	314.6	7961.2	314.6	7953.8	314.6	7951.9	314.6	7952.93	314.6	7956.81	314.6	7955.43	314.6	7957.41	314.6	7957.54	314.6	7961.97	314.6	7969.15	314.6	7965.33	314.6	7967	314.6	7966.21	314.6	7964.39	314.6	7966.51	314.6	7970.24	314.6	7972.79	314.6	7971.38	314.6	7978.03	314.6	7975.82	314.6	7974.27	314.6	7976.05	314.6	7974.27	314.6	7977.04	314.6	7977.18	314.6	7979.16	314.6	7981.01	314.6	7983.4	314.6	7981.06	314.6	7984.99	314.6	7985.22	314.6	7985.3	314.6	7987.63	314.6	7982.29	314.6	7981.36
315.6	7980.89	315.6	7971.25	315.6	7960.75	315.6	7956.54	315.6	7954.08	315.6	7951.44	315.6	7948.34	315.6	7947.36	315.6	7966.34	315.6	7953.85	315.6	7949.88	315.6	7944.91	315.6	7945.18	315.6	7940.76	315.6	7944.51	315.6	7943.06	315.6	7941.11	315.6	7956.03	315.6	7948.94	315.6	7945.46	315.6	7948.55	315.6	7945.63	315.6	7942.34	315.6	7947.03	315.6	7947.48	315.6	7948.06	315.6	7958.49	315.6	7954.9	315.6	7952.31	315.6	7953.61	315.6	7954.68	315.6	7956.27	315.6	7959.87	315.6	7959.46	315.6	7961.87	315.6	7968.88	315.6	7962.74	315.6	7967.37	315.6	7968.86	315.6	7966.51	315.6	7967.77	315.6	7970.43	315.6	7971.81	315.6	7971.14	315.6	7978.9	315.6	7972.91	315.6	7975.6	315.6	7974.61	315.6	7974.83	315.6	7976.79	315.6	7974.64	315.6	7980.25	315.6	7980.07	315.6	7983.17	315.6	7983.7	315.6	7985.23	315.6	7984.57	315.6	7984.45	315.6	7987.13	315.6	7984.22	315.6	7982.49
316.6	7978.32	316.6	7970.08	316.6	7959.59	316.6	7955.29	316.6	7954.03	316.6	7955.15	316.6	7951.36	316.6	7948.12	316.6	7967.1	316.6	7954.61	316.6	7949.97	316.6	7946.78	316.6	7946.21	316.6	7940.85	316.6	7946.24	316.6	7944.02	316.6	7940.21	316.6	7955.79	316.6	7946.89	316.6	7944.36	316.6	7946.47	316.6	7944.78	316.6	7944.47	316.6	7947.64	316.6	7947.23	316.6	7948.72	316.6	7959.67	316.6	7955.06	316.6	7954.04	316.6	7952.1	316.6	7957.96	316.6	7955.67	316.6	7958.28	316.6	7961	316.6	7961.55	316.6	7967.76	316.6	7966.5	316.6	7965.38	316.6	7967.25	316.6	7966.07	316.6	7967.32	316.6	7969.66	316.6	7972.9	316.6	7971.59	316.6	7976.86	316.6	7973.62	316.6	7975.54	316.6	7975.63	316.6	7975.02	316.6	7976.22	316.6	7975.56	316.6	7978.62	316.6	7980.05	316.6	7984.53	316.6	7983.39	316.6	7984.76	316.6	7986.77	316.6	7985.26	316.6	7986.92	316.6	7983.37	316.6	7982.87
317.6	7980.26	317.6	7970.39	317.6	7961.54	317.6	7957.31	317.6	7956.03	317.6	7952.47	317.6	7949.25	317.6	7947.87	317.6	7962.74	317.6	7955.72	317.6	7948.94	317.6	7943.28	317.6	7947.15	317.6	7941.77	317.6	7942.82	317.6	7944.98	317.6	7939.83	317.6	7955.01	317.6	7945.48	317.6	7946.34	317.6	7948.58	317.6	7944.58	317.6	7943.78	317.6	7947.74	317.6	7944.51	317.6	7946.16	317.6	7959.8	317.6	7954.86	317.6	7952.56	317.6	7953.36	317.6	7955.6	317.6	7956.94	317.6	7959.97	317.6	7959.48	317.6	7961.19	317.6	7966.48	317.6	7964.9	317.6	7966.73	317.6	7967.78	317.6	7964.55	317.6	7969.04	317.6	7968.54	317.6	7971.72	317.6	7970.39	317.6	7979.99	317.6	7973.2	317.6	7975.57	317.6	7976.31	317.6	7977.15	317.6	7976.38	317.6	7976.72	317.6	7978.97	317.6	7979.41	317.6	7983.79	317.6	7982.82	317.6	7984.23	317.6	7985.88	317.6	7985.44	317.6	7984.12	317.6	7986.03	317.6	7983.93
