211202_kinetic_519, 00 Fc=3 - 1_X	211202_kinetic_519, 00 Fc=3 - 1_Y	211202_kinetic_519, 00 Fc=3 - 2_X	211202_kinetic_519, 00 Fc=3 - 2_Y	211202_kinetic_519, 00 Fc=3 - 3_X	211202_kinetic_519, 00 Fc=3 - 3_Y	211202_kinetic_519, 00 Fc=3 - 4_X	211202_kinetic_519, 00 Fc=3 - 4_Y	211202_kinetic_519, 00 Fc=3 - 5_X	211202_kinetic_519, 00 Fc=3 - 5_Y	211202_kinetic_519, 00 Fc=3 - 6_X	211202_kinetic_519, 00 Fc=3 - 6_Y	211202_kinetic_519, 00 Fc=4 - 1_X	211202_kinetic_519, 00 Fc=4 - 1_Y	211202_kinetic_519, 00 Fc=4 - 2_X	211202_kinetic_519, 00 Fc=4 - 2_Y	211202_kinetic_519, 00 Fc=4 - 3_X	211202_kinetic_519, 00 Fc=4 - 3_Y	211202_kinetic_519, 00 Fc=4 - 4_X	211202_kinetic_519, 00 Fc=4 - 4_Y	211202_kinetic_519, 00 Fc=4 - 5_X	211202_kinetic_519, 00 Fc=4 - 5_Y	211202_kinetic_519, 00 Fc=4 - 6_X	211202_kinetic_519, 00 Fc=4 - 6_Y
330.7	-2.57422	330.7	-1.78125	330.7	-1.75	330.7	-1.42578	330.7	-0.601563	330.7	1.88672	330.8	28.4609	330.8	10.3398	330.8	2.07813	330.8	4.55859	330.8	1.60547	330.8	-0.3125
331.7	-3.125	331.7	-1.9375	331.7	-1.63672	331.7	-1.21875	331.7	-0.230469	331.7	1.84766	331.8	26.2148	331.8	12.2227	331.8	2.34766	331.8	3.61328	331.8	-0.496094	331.8	0.730469
332.7	-2.79297	332.7	-1.35156	332.7	-1.53516	332.7	-1.79297	332.7	0.0664063	332.7	1.86719	332.8	26.1484	332.8	9.80469	332.8	2.92578	332.8	3.68359	332.8	1.4375	332.8	0.722656
333.7	-2.83984	333.7	-1.91797	333.7	-1.65625	333.7	-1.28516	333.7	-0.890625	333.7	1.49219	333.8	27.332	333.8	11.582	333.8	2.42188	333.8	2.875	333.8	0.863281	333.8	-0.738281
334.7	-2.82031	334.7	-1.98047	334.7	-1.43359	334.7	-1.48047	334.7	-0.175781	334.7	1.58594	334.8	26.6367	334.8	10.1563	334.8	2.92969	334.8	2.75391	334.8	-0.328125	334.8	1.42188
335.7	-2.79297	335.7	-2.07813	335.7	-1.62891	335.7	-1.20313	335.7	-0.734375	335.7	2.05859	335.8	25.4492	335.8	8.98438	335.8	2.26563	335.8	3.875	335.8	-0.0585938	335.8	0.777344
336.7	-3.30078	336.7	-2.48828	336.7	-1.66016	336.7	-1.08594	336.7	-0.1875	336.7	1.61719	336.8	26.7695	336.8	10.1445	336.8	1.91406	336.8	4.32813	336.8	-0.09375	336.8	0.0195313
337.7	-3.48438	337.7	-2.05859	337.7	-1.41016	337.7	-1.48438	337.7	0.0546875	337.7	1.76563	337.8	27.6406	337.8	11.0859	337.8	1.13281	337.8	3.93359	337.8	-0.25	337.8	0.453125
338.7	-2.75781	338.7	-2.23047	338.7	-1.66016	338.7	-1.40234	338.7	-0.214844	338.7	1.24219	338.8	26.7852	338.8	10.0898	338.8	2.26563	338.8	4.42188	338.8	-0.597656	338.8	0.253906
339.7	-2.5625	339.7	-1.84375	339.7	-1.64063	339.7	-1.22266	339.7	-0.175781	339.7	1.80469	339.8	25.8086	339.8	11.5469	339.8	1.46094	339.8	3.12891	339.8	0.371094	339.8	0.214844
340.7	-2.99609	340.7	-1.77734	340.7	-1.46094	340.7	-1.14453	340.7	-0.304688	340.7	1.64063	340.8	25.543	340.8	10.207	340.8	1.90625	340.8	4.41016	340.8	-0.640625	340.8	-0.242188
341.7	-2.89453	341.7	-1.74609	341.7	-1.6875	341.7	-1.19922	341.7	-0.488281	341.7	2.38281	341.8	26.3672	341.8	9.85938	341.8	2.03125	341.8	3.76953	341.8	-0.355469	341.8	0.183594
342.7	-3.36328	342.7	-1.83984	342.7	-1.90234	342.7	-0.890625	342.7	-0.128906	342.7	1.80078	342.8	24.5859	342.8	11.5703	342.8	2.55078	342.8	2.78516	342.8	0.171875	342.8	-0.167969
343.7	-3.47656	343.7	-2.25391	343.7	-1.57031	343.7	-1.45313	343.7	-0.0585938	343.7	1.75391	343.8	24.2305	343.8	10.8359	343.8	2.85156	343.8	2.11328	343.8	-0.691406	343.8	-0.925781
344.7	-2.91016	344.7	-1.84375	344.7	-1.46094	344.7	-1.1875	344.7	-0.289063	344.7	1.50391	344.8	24.5117	344.8	11.6133	344.8	1.23828	344.8	3.06641	344.8	-0.695313	344.8	0.351563
345.7	-2.84766	345.7	-2.35156	345.7	-1.46875	345.7	-1.41016	345.7	-0.839844	345.7	1.67578	345.8	25.5273	345.8	11.7813	345.8	2.94922	345.8	2.49219	345.8	-0.605469	345.8	-0.59375
346.7	-2.57031	346.7	-2.01563	346.7	-1.94531	346.7	-1.27344	346.7	-0.871094	346.7	1.27344	346.8	24.5391	346.8	9.95313	346.8	1.62109	346.8	1.78516	346.8	-1.24219	346.8	-1.27734
347.7	-2.96484	347.7	-2.55078	347.7	-1.625	347.7	-0.992188	347.7	-0.652344	347.7	1.22656	347.8	24.6289	347.8	10.207	347.8	2.23828	347.8	2.25781	347.8	-1.34766	347.8	-0.863281
348.7	-2.64844	348.7	-2.04297	348.7	-1.48047	348.7	-1.41797	348.7	-0.242188	348.7	1.79688	348.8	23.5078	348.8	9.9375	348.8	0.851563	348.8	2.09375	348.8	-0.386719	348.8	-0.453125
349.7	-3.02734	349.7	-1.86719	349.7	-1.64844	349.7	-1.30469	349.7	-0.378906	349.7	1.07031	349.8	24.1875	349.8	9.76172	349.8	1.27344	349.8	2.1875	349.8	-1.04688	349.8	-0.996094
350.7	-2.82813	350.7	-2.1875	350.7	-2.51563	350.7	-1.87109	350.7	-0.570313	350.7	2.02344	350.8	24.7969	350.8	10.3945	350.8	0.636719	350.8	1.75391	350.8	0.625	350.8	-0.300781
351.7	-3.22266	351.7	-1.94531	351.7	-2.02344	351.7	-1.22656	351.7	-0.144531	351.7	1.82422	351.8	24.8359	351.8	9.08594	351.8	0.730469	351.8	1.70703	351.8	-1.11719	351.8	-1.14453
352.7	-2.91406	352.7	-2.33203	352.7	-1.92188	352.7	-1.19531	352.7	-0.402344	352.7	1.40625	352.8	23.2266	352.8	10.9688	352.8	1.91797	352.8	2.73047	352.8	-0.0820313	352.8	-1.67188
353.7	-3.27734	353.7	-1.85938	353.7	-1.70313	353.7	-1.18359	353.7	-0.335938	353.7	1.32031	353.8	24.1992	353.8	10.5508	353.8	1.27344	353.8	2.56641	353.8	-0.140625	353.8	0.0898438
354.7	-3.22656	354.7	-2.29688	354.7	-2.29688	354.7	-0.917969	354.7	-0.554688	354.7	1.625	354.8	22.7031	354.8	9.625	354.8	1.11328	354.8	2.09375	354.8	-1.12109	354.8	-1.73828
355.7	-2.96094	355.7	-2.32031	355.7	-1.71875	355.7	-1.79688	355.7	-0.613281	355.7	1.60938	355.8	23.4258	355.8	10.5195	355.8	0.789063	355.8	2.46484	355.8	0.3125	355.8	-0.730469
356.7	-3.11328	356.7	-2.67969	356.7	-1.92578	356.7	-1.52734	356.7	-0.496094	356.7	1.44922	356.8	23.5625	356.8	7.98047	356.8	1.20313	356.8	2.07422	356.8	-2.87891	356.8	-1.00391
357.7	-3.41406	357.7	-2.17188	357.7	-1.69922	357.7	-1.32031	357.7	-0.871094	357.7	1.58203	357.8	24.5625	357.8	10.8438	357.8	1.30078	357.8	2.86328	357.8	-0.402344	357.8	0.273438
358.7	-3.29297	358.7	-2.26563	358.7	-1.74219	358.7	-1.16797	358.7	-0.613281	358.7	1.72656	358.8	23.6055	358.8	10.1523	358.8	1.17578	358.8	2.03516	358.8	-1.80078	358.8	-1.09375
359.7	-3.24219	359.7	-2.27344	359.7	-1.83984	359.7	-1.1875	359.7	-0.515625	359.7	1.63281	359.8	24.0742	359.8	10.1992	359.8	2.57422	359.8	2.90234	359.8	-2.16406	359.8	-0.726563
360.7	-2.84766	360.7	-2.60938	360.7	-1.96484	360.7	-1.26172	360.7	-0.28125	360.7	1.50781	360.8	24.7344	360.8	9.55469	360.8	0.867188	360.8	2.73828	360.8	-1.53125	360.8	-1.32031
361.7	-2.88672	361.7	-2.39063	361.7	-2.25781	361.7	-1.15234	361.7	-0.441406	361.7	1.26172	361.8	24.0039	361.8	9.91016	361.8	0.800781	361.8	3.12891	361.8	-2.80859	361.8	-1.16406
362.7	-3.15625	362.7	-1.86719	362.7	-1.62891	362.7	-1.38672	362.7	-0.722656	362.7	1.625	362.8	23.5195	362.8	9.95313	362.8	0.46875	362.8	2.0625	362.8	-1.48047	362.8	-0.800781
363.7	-3.07031	363.7	-2.37891	363.7	-1.96094	363.7	-0.964844	363.7	-0.851563	363.7	1.62109	363.8	23.9414	363.8	9.32813	363.8	-1.52344	363.8	1.73828	363.8	-1.71875	363.8	-1.98438
364.7	-4.30078	364.7	-2.48047	364.7	-2.44141	364.7	-1.78906	364.7	-0.660156	364.7	0.925781	364.8	23.5586	364.8	9.78516	364.8	0.152344	364.8	0.0976563	364.8	-1.8125	364.8	-0.949219
365.7	-3.86328	365.7	-3.3125	365.7	-3.17188	365.7	-2.42969	365.7	-1.82422	365.7	0.601563	365.8	22.4844	365.8	9.11328	365.8	-1.19531	365.8	0.984375	365.8	-1.57422	365.8	-2.53516
366.7	-4.26953	366.7	-3.76953	366.7	-3.17188	366.7	-2.20313	366.7	-1.82031	366.7	0.375	366.8	23.3438	366.8	9.50781	366.8	1.30469	366.8	-0.738281	366.8	-1.09766	366.8	-1.38281
367.7	-4.47656	367.7	-3.28516	367.7	-3.53125	367.7	-2.44531	367.7	-2.29688	367.7	0.355469	367.8	21.7461	367.8	8.19531	367.8	0.429688	367.8	1.41797	367.8	-2.73438	367.8	-2.48828
368.7	-4.83984	368.7	-3.38672	368.7	-3.48438	368.7	-2.33203	368.7	-1.84375	368.7	0.167969	368.8	22.6953	368.8	8.44922	368.8	0.0898438	368.8	0.894531	368.8	-3.19141	368.8	-2.10547
369.7	-4.26172	369.7	-3.69141	369.7	-3.57031	369.7	-2.71094	369.7	-1.72656	369.7	0.300781	369.8	22.2188	369.8	8.44922	369.8	1.21484	369.8	0.339844	369.8	-2.07031	369.8	-1.63672
370.7	-4.57031	370.7	-3.86719	370.7	-3.02344	370.7	-3.21875	370.7	-2.23047	370.7	1.10156	370.8	21.1992	370.8	7.37891	370.8	-1.08203	370.8	0.867188	370.8	-3.50781	370.8	-1.46484
371.7	-4.13672	371.7	-3.53125	371.7	-2.71875	371.7	-2.51953	371.7	-1.59375	371.7	0.367188	371.8	21.7266	371.8	6.76953	371.8	-0.0703125	371.8	-0.191406	371.8	-2.72656	371.8	-2.96484
372.7	-4.47656	372.7	-3.97656	372.7	-2.70313	372.7	-2.46875	372.7	-2.19141	372.7	0.449219	372.8	21.9375	372.8	9.29688	372.8	1.34375	372.8	1.77734	372.8	-2.8125	372.8	-2.11719
373.7	-4.42578	373.7	-2.89453	373.7	-2.55078	373.7	-2.45313	373.7	-1.77344	373.7	0.71875	373.8	23.2617	373.8	8.65234	373.8	-1.21484	373.8	1.45313	373.8	-3.34375	373.8	-0.574219
374.7	-4.10156	374.7	-3.03906	374.7	-3.4375	374.7	-2.64844	374.7	-1.36719	374.7	0.582031	374.8	22.8828	374.8	7.62891	374.8	-0.128906	374.8	0.996094	374.8	-2.875	374.8	-1.48438
375.7	-3.84375	375.7	-2.98047	375.7	-3.14453	375.7	-2.44922	375.7	-1.75391	375.7	0.664063	375.8	21.4961	375.8	9.55469	375.8	-2.13281	375.8	1.10156	375.8	-2.92578	375.8	-1.62891
376.7	-3.99219	376.7	-3.57813	376.7	-3.39844	376.7	-2.69922	376.7	-1.89063	376.7	0.394531	376.8	21.9492	376.8	8.74609	376.8	-0.824219	376.8	2.41797	376.8	-2.93359	376.8	-0.863281
377.7	-3.30469	377.7	-2.84766	377.7	-3.22266	377.7	-2.35547	377.7	-1.44141	377.7	0.867188	377.8	22.0547	377.8	9.48047	377.8	-0.816406	377.8	1.08984	377.8	-1.60547	377.8	-1.67969
378.7	-3.93359	378.7	-3.00391	378.7	-3.30078	378.7	-2.74219	378.7	-1.76172	378.7	0.261719	378.8	20.8281	378.8	8.52344	378.8	-1.78906	378.8	1.34766	378.8	-1.14063	378.8	-2.12891
379.7	-3.85938	379.7	-3.49609	379.7	-3.54297	379.7	-2.50391	379.7	-1.95313	379.7	0.425781	379.8	22.0078	379.8	8.60156	379.8	-0.265625	379.8	0.59375	379.8	-0.511719	379.8	-0.359375
380.7	-3.51953	380.7	-2.85938	380.7	-3.04297	380.7	-2.48828	380.7	-1.89844	380.7	0.394531	380.8	22.4766	380.8	8.64063	380.8	1.03125	380.8	0.4375	380.8	-1.39844	380.8	-0.710938
381.7	-3.71875	381.7	-3.09766	381.7	-3.84375	381.7	-2.84766	381.7	-1.76172	381.7	0.378906	381.8	21.9492	381.8	8.46875	381.8	-0.660156	381.8	2.20313	381.8	-1.67969	381.8	0.386719
382.7	-3.77344	382.7	-3.07031	382.7	-3.04297	382.7	-2.55859	382.7	-1.58984	382.7	0.144531	382.8	21.9609	382.8	9.08203	382.8	-0.917969	382.8	0.386719	382.8	-2.61719	382.8	-0.925781
383.7	-3.64844	383.7	-3.75391	383.7	-3.22266	383.7	-2.53125	383.7	-2.17188	383.7	0.679688	383.8	22.2422	383.8	8.01172	383.8	-0.441406	383.8	0.84375	383.8	-3.90234	383.8	-0.621094
384.7	-3.46094	384.7	-2.61328	384.7	-3.63281	384.7	-2.55078	384.7	-2.00781	384.7	0.347656	384.8	21.1641	384.8	8.14844	384.8	-1.97656	384.8	0.105469	384.8	-0.703125	384.8	-0.269531
385.7	-3.77734	385.7	-2.73828	385.7	-3.60156	385.7	-2.35938	385.7	-1.77734	385.7	0.152344	385.8	22.7969	385.8	8.07813	385.8	-0.09375	385.8	0.335938	385.8	-1.97656	385.8	-0.972656
386.7	-3.65234	386.7	-3.03906	386.7	-2.65625	386.7	-2.41797	386.7	-2.03125	386.7	0.183594	386.8	23.5938	386.8	9.17188	386.8	-1.16797	386.8	-1.51953	386.8	-1.16016	386.8	-1.33594
387.7	-3.53906	387.7	-2.88281	387.7	-2.84375	387.7	-3.16797	387.7	-1.73828	387.7	0.414063	387.8	21.9805	387.8	9.19531	387.8	-1.28516	387.8	0.0273438	387.8	-0.515625	387.8	-0.824219
388.7	-3.24219	388.7	-3.46484	388.7	-3.25391	388.7	-2.125	388.7	-1.74609	388.7	0.527344	388.8	20.6563	388.8	8.32422	388.8	-0.734375	388.8	-0.976563	388.8	-0.84375	388.8	-0.660156
389.7	-3.01563	389.7	-3.01953	389.7	-2.86719	389.7	-2.96094	389.7	-2.23047	389.7	0.347656	389.8	22.9844	389.8	7.56641	389.8	-1.32813	389.8	-0.78125	389.8	-1.49219	389.8	-0.820313
												390.8	27.1563	390.8	9.26172	390.8	3.81641	390.8	1.24219	390.8	-2.45703	390.8	0.375
																							
