211102_screening_A03 Fc=4-3 - 1_X	211102_screening_A03 Fc=4-3 - 1_Y	211102_screening_A03 Fc=4-3 - 2_X	211102_screening_A03 Fc=4-3 - 2_Y	211102_screening_A03 Fc=4-3 - 3_X	211102_screening_A03 Fc=4-3 - 3_Y	211102_screening_A03 Fc=4-3 - 4_X	211102_screening_A03 Fc=4-3 - 4_Y	211102_screening_A03 Fc=4-3 - 5_X	211102_screening_A03 Fc=4-3 - 5_Y	211102_screening_A03 Fc=4-3 - 6_X	211102_screening_A03 Fc=4-3 - 6_Y	211102_screening_A03 Fc=4-3 - 7_X	211102_screening_A03 Fc=4-3 - 7_Y	211102_screening_A03 Fc=4-3 - 8_X	211102_screening_A03 Fc=4-3 - 8_Y	211102_screening_A03 Fc=4-3 - 9_X	211102_screening_A03 Fc=4-3 - 9_Y	211102_screening_A0 Fc=4-3 - 10_X	211102_screening_A0 Fc=4-3 - 10_Y	211102_screening_A0 Fc=4-3 - 11_X	211102_screening_A0 Fc=4-3 - 11_Y	211102_screening_A0 Fc=4-3 - 12_X	211102_screening_A0 Fc=4-3 - 12_Y	211102_screening_A0 Fc=4-3 - 13_X	211102_screening_A0 Fc=4-3 - 13_Y	211102_screening_A0 Fc=4-3 - 14_X	211102_screening_A0 Fc=4-3 - 14_Y	211102_screening_A0 Fc=4-3 - 15_X	211102_screening_A0 Fc=4-3 - 15_Y	211102_screening_A0 Fc=4-3 - 16_X	211102_screening_A0 Fc=4-3 - 16_Y	211102_screening_A0 Fc=4-3 - 17_X	211102_screening_A0 Fc=4-3 - 17_Y	211102_screening_A0 Fc=4-3 - 18_X	211102_screening_A0 Fc=4-3 - 18_Y	211102_screening_A0 Fc=4-3 - 19_X	211102_screening_A0 Fc=4-3 - 19_Y	211102_screening_A0 Fc=4-3 - 20_X	211102_screening_A0 Fc=4-3 - 20_Y	211102_screening_A0 Fc=4-3 - 21_X	211102_screening_A0 Fc=4-3 - 21_Y	211102_screening_A0 Fc=4-3 - 22_X	211102_screening_A0 Fc=4-3 - 22_Y	211102_screening_A0 Fc=4-3 - 23_X	211102_screening_A0 Fc=4-3 - 23_Y	211102_screening_A0 Fc=4-3 - 24_X	211102_screening_A0 Fc=4-3 - 24_Y	211102_screening_A0 Fc=4-3 - 25_X	211102_screening_A0 Fc=4-3 - 25_Y	211102_screening_A0 Fc=4-3 - 26_X	211102_screening_A0 Fc=4-3 - 26_Y	211102_screening_A0 Fc=4-3 - 27_X	211102_screening_A0 Fc=4-3 - 27_Y	211102_screening_A0 Fc=4-3 - 28_X	211102_screening_A0 Fc=4-3 - 28_Y	211102_screening_A0 Fc=4-3 - 29_X	211102_screening_A0 Fc=4-3 - 29_Y	211102_screening_A0 Fc=4-3 - 30_X	211102_screening_A0 Fc=4-3 - 30_Y	211102_screening_A0 Fc=4-3 - 31_X	211102_screening_A0 Fc=4-3 - 31_Y	211102_screening_A0 Fc=4-3 - 32_X	211102_screening_A0 Fc=4-3 - 32_Y	211102_screening_A0 Fc=4-3 - 33_X	211102_screening_A0 Fc=4-3 - 33_Y	211102_screening_A0 Fc=4-3 - 34_X	211102_screening_A0 Fc=4-3 - 34_Y	211102_screening_A0 Fc=4-3 - 35_X	211102_screening_A0 Fc=4-3 - 35_Y	211102_screening_A0 Fc=4-3 - 36_X	211102_screening_A0 Fc=4-3 - 36_Y	211102_screening_A0 Fc=4-3 - 37_X	211102_screening_A0 Fc=4-3 - 37_Y	211102_screening_A0 Fc=4-3 - 38_X	211102_screening_A0 Fc=4-3 - 38_Y	211102_screening_A0 Fc=4-3 - 39_X	211102_screening_A0 Fc=4-3 - 39_Y	211102_screening_A0 Fc=4-3 - 40_X	211102_screening_A0 Fc=4-3 - 40_Y	211102_screening_A0 Fc=4-3 - 41_X	211102_screening_A0 Fc=4-3 - 41_Y	211102_screening_A0 Fc=4-3 - 42_X	211102_screening_A0 Fc=4-3 - 42_Y	211102_screening_A0 Fc=4-3 - 43_X	211102_screening_A0 Fc=4-3 - 43_Y	211102_screening_A0 Fc=4-3 - 44_X	211102_screening_A0 Fc=4-3 - 44_Y	211102_screening_A0 Fc=4-3 - 45_X	211102_screening_A0 Fc=4-3 - 45_Y	211102_screening_A0 Fc=4-3 - 46_X	211102_screening_A0 Fc=4-3 - 46_Y	211102_screening_A0 Fc=4-3 - 47_X	211102_screening_A0 Fc=4-3 - 47_Y	211102_screening_A0 Fc=4-3 - 48_X	211102_screening_A0 Fc=4-3 - 48_Y	211102_screening_A0 Fc=4-3 - 49_X	211102_screening_A0 Fc=4-3 - 49_Y	211102_screening_A0 Fc=4-3 - 50_X	211102_screening_A0 Fc=4-3 - 50_Y
71.8	8731.99	71.8	8718.36	71.8	8711.9	71.8	8698.46	71.8	8697.31	71.8	8678.84	71.8	8680.67	71.8	8682.16	71.8	8855.95	71.8	8704.33	71.8	8681.36	71.8	8659.52	71.8	8660.96	71.8	8645.63	71.8	8637.83	71.8	8631.52	71.8	8634.25	71.8	8631.81	71.8	8839.64	71.8	8684.19	71.8	8615.61	71.8	8619.73	71.8	8574.75	71.8	8614.76	71.8	8575.23	71.8	8620.09	71.8	8619.59	71.8	8611.78	71.8	8848.71	71.8	8692.32	71.8	8639.73	71.8	8696.77	71.8	8685.61	71.8	8682.12	71.8	8683.55	71.8	8672.81	71.8	8625.06	71.8	8693.34	71.8	8853.74	71.8	8693.7	71.8	8681.25	71.8	8679.93	71.8	8683.71	71.8	8682.4	71.8	8689.53	71.8	8685.78	71.8	8695.08	71.8	8614.66	71.8	8859.21	71.8	8690.96
72.8	8733.82	72.8	8716.07	72.8	8708.5	72.8	8696.96	72.8	8695.69	72.8	8678.72	72.8	8686.06	72.8	8682.36	72.8	8856.16	72.8	8702.96	72.8	8677.9	72.8	8656.83	72.8	8658.11	72.8	8646.23	72.8	8639.17	72.8	8632.18	72.8	8632.2	72.8	8628.27	72.8	8842.19	72.8	8685.01	72.8	8621.95	72.8	8615.98	72.8	8574.11	72.8	8615.69	72.8	8575.42	72.8	8620.74	72.8	8615.8	72.8	8614.8	72.8	8850.94	72.8	8690.85	72.8	8639.38	72.8	8692.17	72.8	8686.12	72.8	8681.84	72.8	8689.57	72.8	8670.37	72.8	8629.2	72.8	8691.47	72.8	8859.4	72.8	8696.81	72.8	8684.32	72.8	8677.66	72.8	8682.56	72.8	8686.54	72.8	8693.39	72.8	8683.88	72.8	8697.22	72.8	8615.85	72.8	8854.57	72.8	8690.84
73.8	8732.96	73.8	8717.11	73.8	8710.51	73.8	8699.63	73.8	8694.79	73.8	8681.12	73.8	8684.93	73.8	8681.12	73.8	8859.28	73.8	8703.55	73.8	8677.88	73.8	8660.72	73.8	8659.29	73.8	8645.39	73.8	8638.27	73.8	8631.65	73.8	8631.96	73.8	8633.21	73.8	8842.08	73.8	8681.74	73.8	8617.74	73.8	8620.18	73.8	8573.97	73.8	8615.73	73.8	8574.81	73.8	8622.3	73.8	8619.63	73.8	8613.78	73.8	8848.75	73.8	8691.58	73.8	8637.21	73.8	8694.09	73.8	8684.48	73.8	8681.06	73.8	8687.8	73.8	8670.71	73.8	8625.48	73.8	8687.96	73.8	8855.52	73.8	8696.27	73.8	8683.85	73.8	8679.27	73.8	8681.03	73.8	8683.48	73.8	8691.34	73.8	8683.93	73.8	8695.3	73.8	8615.56	73.8	8855.75	73.8	8687.74
74.8	8734.25	74.8	8718.5	74.8	8711.54	74.8	8702.83	74.8	8695.17	74.8	8679.16	74.8	8685.08	74.8	8682.13	74.8	8860.68	74.8	8706.48	74.8	8683.23	74.8	8656.63	74.8	8663.8	74.8	8646.69	74.8	8640.29	74.8	8635.14	74.8	8633.64	74.8	8633.39	74.8	8843.52	74.8	8685.37	74.8	8619.7	74.8	8615.9	74.8	8572.99	74.8	8614.99	74.8	8574.33	74.8	8623.66	74.8	8622.57	74.8	8614.35	74.8	8854.3	74.8	8693.31	74.8	8638.88	74.8	8693.91	74.8	8686.09	74.8	8682.36	74.8	8687.45	74.8	8672.13	74.8	8628.96	74.8	8692.33	74.8	8855.92	74.8	8697.29	74.8	8684.77	74.8	8682.1	74.8	8682.77	74.8	8683.79	74.8	8690.27	74.8	8681.65	74.8	8699.79	74.8	8612.36	74.8	8855.35	74.8	8684.54
75.8	8732.64	75.8	8721.05	75.8	8714	75.8	8703.32	75.8	8693.06	75.8	8680.56	75.8	8684.42	75.8	8683.38	75.8	8864.79	75.8	8705.44	75.8	8683.11	75.8	8660.33	75.8	8659.14	75.8	8646.14	75.8	8641.58	75.8	8632.63	75.8	8634.52	75.8	8636.45	75.8	8844.81	75.8	8687.09	75.8	8619.81	75.8	8617.92	75.8	8573.54	75.8	8616.51	75.8	8575.4	75.8	8622.71	75.8	8620.78	75.8	8617.07	75.8	8852.15	75.8	8693.54	75.8	8642.45	75.8	8697.95	75.8	8687.13	75.8	8681.43	75.8	8688.39	75.8	8672.54	75.8	8626.36	75.8	8695.49	75.8	8853.99	75.8	8698.12	75.8	8684.53	75.8	8679.89	75.8	8682.88	75.8	8685.24	75.8	8690.3	75.8	8686.07	75.8	8698.4	75.8	8612.9	75.8	8856.99	75.8	8685.25
76.8	8734.3	76.8	8719.17	76.8	8709.35	76.8	8702.72	76.8	8697.8	76.8	8682.95	76.8	8686.75	76.8	8683.97	76.8	8864.7	76.8	8703.54	76.8	8687.03	76.8	8663.75	76.8	8660.32	76.8	8647.33	76.8	8639.07	76.8	8634.33	76.8	8637.41	76.8	8634.06	76.8	8846.99	76.8	8685.45	76.8	8620.2	76.8	8620.24	76.8	8572.5	76.8	8614.9	76.8	8574.54	76.8	8622.72	76.8	8621.62	76.8	8612.89	76.8	8856.34	76.8	8692.17	76.8	8638.88	76.8	8694.32	76.8	8688.96	76.8	8686.11	76.8	8690.53	76.8	8674.26	76.8	8628.09	76.8	8695.02	76.8	8858.22	76.8	8697.93	76.8	8685.97	76.8	8680.86	76.8	8686.44	76.8	8684.35	76.8	8691.39	76.8	8686.03	76.8	8698.41	76.8	8619.66	76.8	8861.19	76.8	8689.74
77.8	8736.65	77.8	8722.27	77.8	8711.42	77.8	8702.5	77.8	8698.32	77.8	8682.11	77.8	8684.77	77.8	8684.66	77.8	8865.63	77.8	8701.85	77.8	8681.22	77.8	8662.43	77.8	8657.67	77.8	8645.51	77.8	8641.09	77.8	8634.75	77.8	8635.78	77.8	8638.65	77.8	8847.38	77.8	8686.37	77.8	8621.75	77.8	8622.46	77.8	8574.79	77.8	8616.18	77.8	8575.5	77.8	8623.88	77.8	8620.42	77.8	8616.28	77.8	8856.73	77.8	8692.45	77.8	8640.07	77.8	8694.75	77.8	8687.4	77.8	8684.72	77.8	8691.6	77.8	8672.21	77.8	8629.67	77.8	8693.23	77.8	8857	77.8	8696.56	77.8	8684.27	77.8	8680.44	77.8	8680.48	77.8	8687.92	77.8	8690.88	77.8	8686.11	77.8	8697.32	77.8	8615.86	77.8	8860.71	77.8	8688.04
78.8	8735.13	78.8	8721.47	78.8	8713.07	78.8	8703.64	78.8	8696.59	78.8	8681.03	78.8	8685.14	78.8	8683.25	78.8	8867.48	78.8	8705.84	78.8	8683.92	78.8	8662.06	78.8	8658.41	78.8	8647.13	78.8	8642.99	78.8	8633.8	78.8	8636.23	78.8	8633.78	78.8	8850.49	78.8	8684.53	78.8	8621.5	78.8	8618.34	78.8	8570.18	78.8	8615.51	78.8	8575.64	78.8	8620.65	78.8	8623.15	78.8	8614.89	78.8	8855.81	78.8	8690.86	78.8	8641	78.8	8697.07	78.8	8686.77	78.8	8684.31	78.8	8686.22	78.8	8674.27	78.8	8629.88	78.8	8693.01	78.8	8856.51	78.8	8698.84	78.8	8687.3	78.8	8680.18	78.8	8683.41	78.8	8687.16	78.8	8690.44	78.8	8684.69	78.8	8697.79	78.8	8617.06	78.8	8859.08	78.8	8686.5
79.8	8734.39	79.8	8718.59	79.8	8710.13	79.8	8701.38	79.8	8695.53	79.8	8685.11	79.8	8684.38	79.8	8682.93	79.8	8869.01	79.8	8703.98	79.8	8684.04	79.8	8660.5	79.8	8664.62	79.8	8644.7	79.8	8645.4	79.8	8634.26	79.8	8633.54	79.8	8632.6	79.8	8848.73	79.8	8688.45	79.8	8620.79	79.8	8624.51	79.8	8573.75	79.8	8614.93	79.8	8574.66	79.8	8621.73	79.8	8619.74	79.8	8614.73	79.8	8853.28	79.8	8694.27	79.8	8639.03	79.8	8695.75	79.8	8686.89	79.8	8684.81	79.8	8689.77	79.8	8673.74	79.8	8628.75	79.8	8694.24	79.8	8859.34	79.8	8699.9	79.8	8687.61	79.8	8680.27	79.8	8685.18	79.8	8690.39	79.8	8691.52	79.8	8690.77	79.8	8700.08	79.8	8618.86	79.8	8861.52	79.8	8688.44
80.8	8734.87	80.8	8719.98	80.8	8712.38	80.8	8703.24	80.8	8696.63	80.8	8687.2	80.8	8685.65	80.8	8687.24	80.8	8871.96	80.8	8704.18	80.8	8682.1	80.8	8659.78	80.8	8657.35	80.8	8648.26	80.8	8639.23	80.8	8634.57	80.8	8633.08	80.8	8635.16	80.8	8847.55	80.8	8686.3	80.8	8621.69	80.8	8622.86	80.8	8572.91	80.8	8617.71	80.8	8577.57	80.8	8623.54	80.8	8623.72	80.8	8615.01	80.8	8855.23	80.8	8697.45	80.8	8640.8	80.8	8695.49	80.8	8689.65	80.8	8689.03	80.8	8691.44	80.8	8677.5	80.8	8632.51	80.8	8693.71	80.8	8863.97	80.8	8699.18	80.8	8683.98	80.8	8680.49	80.8	8686.76	80.8	8688.59	80.8	8694.38	80.8	8692.05	80.8	8700.33	80.8	8618.56	80.8	8858.45	80.8	8688.04
81.8	8736.64	81.8	8719.09	81.8	8715.14	81.8	8702.29	81.8	8694.66	81.8	8682.2	81.8	8685.27	81.8	8685.27	81.8	8872.66	81.8	8707.23	81.8	8681.2	81.8	8661.53	81.8	8658.28	81.8	8650.55	81.8	8640.97	81.8	8633.77	81.8	8633.57	81.8	8633.7	81.8	8851.97	81.8	8686.01	81.8	8622.37	81.8	8621.42	81.8	8573.98	81.8	8618.35	81.8	8577.41	81.8	8622.46	81.8	8625.53	81.8	8614.34	81.8	8852.5	81.8	8695.29	81.8	8642.62	81.8	8694.81	81.8	8688.76	81.8	8682.26	81.8	8692.19	81.8	8678.25	81.8	8629.42	81.8	8692.75	81.8	8858.8	81.8	8701.32	81.8	8686.82	81.8	8682	81.8	8690.06	81.8	8684.88	81.8	8689.18	81.8	8688.28	81.8	8699.18	81.8	8617.97	81.8	8862.69	81.8	8685.98
82.8	8734.48	82.8	8721.68	82.8	8713.62	82.8	8700.62	82.8	8699.58	82.8	8681.45	82.8	8682.25	82.8	8685.4	82.8	8871.76	82.8	8706.59	82.8	8685.58	82.8	8664.72	82.8	8663	82.8	8648.77	82.8	8643.35	82.8	8634.3	82.8	8637.43	82.8	8636.73	82.8	8850.46	82.8	8684.75	82.8	8624.6	82.8	8624.96	82.8	8573.79	82.8	8619.5	82.8	8578.69	82.8	8623.33	82.8	8620.48	82.8	8613.9	82.8	8859.36	82.8	8693.47	82.8	8640.74	82.8	8696.58	82.8	8692.19	82.8	8684.71	82.8	8687.51	82.8	8674.4	82.8	8629.23	82.8	8690.75	82.8	8861.81	82.8	8697.57	82.8	8687.24	82.8	8681.53	82.8	8684.34	82.8	8688.28	82.8	8690.01	82.8	8686.8	82.8	8700.91	82.8	8614.15	82.8	8858.65	82.8	8688.68
83.8	8733.15	83.8	8720.3	83.8	8715.96	83.8	8700.69	83.8	8700.59	83.8	8679.3	83.8	8686.34	83.8	8684.03	83.8	8871.16	83.8	8703.53	83.8	8684.83	83.8	8662.85	83.8	8659.82	83.8	8646.95	83.8	8642.51	83.8	8634.89	83.8	8633.31	83.8	8634.63	83.8	8851.27	83.8	8685.57	83.8	8620.95	83.8	8623.55	83.8	8572.06	83.8	8617.88	83.8	8577.45	83.8	8623.43	83.8	8626.67	83.8	8615.55	83.8	8859.6	83.8	8691.43	83.8	8643.96	83.8	8694.97	83.8	8689.86	83.8	8685.41	83.8	8686.58	83.8	8676.1	83.8	8632.94	83.8	8695.22	83.8	8859.23	83.8	8700.63	83.8	8685.43	83.8	8684.5	83.8	8687.31	83.8	8684.93	83.8	8689.34	83.8	8686.8	83.8	8700.79	83.8	8620.73	83.8	8857.75	83.8	8692.38
84.8	8736.37	84.8	8717.18	84.8	8712.71	84.8	8702.01	84.8	8698.71	84.8	8682.73	84.8	8685.48	84.8	8684.09	84.8	8874.27	84.8	8705.22	84.8	8681.38	84.8	8663.48	84.8	8659.13	84.8	8651.85	84.8	8645.22	84.8	8634.58	84.8	8633.64	84.8	8638.33	84.8	8853.96	84.8	8686.21	84.8	8619.83	84.8	8618.73	84.8	8573.04	84.8	8616.52	84.8	8580.3	84.8	8626.21	84.8	8626.22	84.8	8616.43	84.8	8858.75	84.8	8695.77	84.8	8639.5	84.8	8695.62	84.8	8688.06	84.8	8685.31	84.8	8687.06	84.8	8676.41	84.8	8633.62	84.8	8691.05	84.8	8860.52	84.8	8697.16	84.8	8689.61	84.8	8683.69	84.8	8685.69	84.8	8691.16	84.8	8691.01	84.8	8688.53	84.8	8703.38	84.8	8619.58	84.8	8858.87	84.8	8686.51
85.8	8735.68	85.8	8718.85	85.8	8711.65	85.8	8701.8	85.8	8698.33	85.8	8684.12	85.8	8684.42	85.8	8683.65	85.8	8872.62	85.8	8705.74	85.8	8684.76	85.8	8664.49	85.8	8657.36	85.8	8650.59	85.8	8641.26	85.8	8631.26	85.8	8635.77	85.8	8633.01	85.8	8853.12	85.8	8687.33	85.8	8617.93	85.8	8621.62	85.8	8574.24	85.8	8620.12	85.8	8577.77	85.8	8629.76	85.8	8624.65	85.8	8619.18	85.8	8857.23	85.8	8693.46	85.8	8641.08	85.8	8700.3	85.8	8687.7	85.8	8683.99	85.8	8687.2	85.8	8673.29	85.8	8630.72	85.8	8692.7	85.8	8860.38	85.8	8695.44	85.8	8691.34	85.8	8685.79	85.8	8685.96	85.8	8688.9	85.8	8692.78	85.8	8685.89	85.8	8701.51	85.8	8618.48	85.8	8861.24	85.8	8689
86.8	8734.96	86.8	8722.13	86.8	8715.09	86.8	8699.52	86.8	8697.93	86.8	8684.74	86.8	8684.36	86.8	8680.76	86.8	8872.88	86.8	8706.59	86.8	8682.57	86.8	8663.8	86.8	8654.46	86.8	8650.76	86.8	8642.61	86.8	8631.64	86.8	8634.42	86.8	8632.73	86.8	8851.49	86.8	8688.23	86.8	8620.61	86.8	8622.94	86.8	8573.84	86.8	8617.69	86.8	8580.7	86.8	8623.55	86.8	8623.72	86.8	8618.5	86.8	8859.58	86.8	8691.71	86.8	8642.29	86.8	8698.76	86.8	8689.89	86.8	8687.95	86.8	8689.67	86.8	8676.06	86.8	8628.75	86.8	8696.37	86.8	8864.11	86.8	8701.08	86.8	8690.86	86.8	8684.04	86.8	8685.2	86.8	8684.56	86.8	8695.13	86.8	8688.44	86.8	8701.56	86.8	8618.72	86.8	8862.64	86.8	8691.79
87.8	8736.55	87.8	8720.26	87.8	8716.54	87.8	8701.33	87.8	8696.55	87.8	8684.23	87.8	8686.12	87.8	8686.36	87.8	8872.21	87.8	8707.15	87.8	8683	87.8	8661.29	87.8	8658.72	87.8	8652.71	87.8	8642.41	87.8	8634.59	87.8	8634.58	87.8	8631.02	87.8	8853.36	87.8	8688.08	87.8	8624.04	87.8	8622.51	87.8	8573.91	87.8	8616.6	87.8	8579.59	87.8	8622.85	87.8	8623.6	87.8	8618.07	87.8	8857.94	87.8	8694.7	87.8	8641.19	87.8	8696.69	87.8	8689.94	87.8	8687.53	87.8	8688.91	87.8	8676.99	87.8	8629.33	87.8	8694.73	87.8	8863.31	87.8	8701.8	87.8	8688.5	87.8	8683.45	87.8	8690.44	87.8	8683.34	87.8	8690.49	87.8	8688.07	87.8	8702.29	87.8	8618.99	87.8	8862.18	87.8	8690.24
88.8	8734.51	88.8	8720.19	88.8	8713.82	88.8	8701.55	88.8	8695.64	88.8	8682.81	88.8	8688.27	88.8	8683.52	88.8	8871.9	88.8	8706.54	88.8	8685.62	88.8	8665.88	88.8	8656.28	88.8	8650.94	88.8	8644.06	88.8	8633.76	88.8	8636.64	88.8	8635.78	88.8	8856.87	88.8	8687.76	88.8	8621.95	88.8	8623.32	88.8	8570.34	88.8	8616.21	88.8	8581.37	88.8	8622.17	88.8	8623.81	88.8	8619.81	88.8	8858.41	88.8	8692.86	88.8	8643.15	88.8	8699.12	88.8	8688.48	88.8	8688.03	88.8	8687.92	88.8	8677.67	88.8	8632.22	88.8	8696.13	88.8	8865.42	88.8	8700.55	88.8	8688.9	88.8	8687.44	88.8	8687.49	88.8	8690.18	88.8	8691.11	88.8	8687.26	88.8	8701.82	88.8	8616.84	88.8	8860.47	88.8	8689.73
89.8	8734.15	89.8	8719.91	89.8	8711.96	89.8	8705.62	89.8	8696.59	89.8	8683	89.8	8688.6	89.8	8684.08	89.8	8879.73	89.8	8707.07	89.8	8680.76	89.8	8661.15	89.8	8661.15	89.8	8650.11	89.8	8646.3	89.8	8634.18	89.8	8636.25	89.8	8632.8	89.8	8852.58	89.8	8690.45	89.8	8621.1	89.8	8624.29	89.8	8572.72	89.8	8621.34	89.8	8582.24	89.8	8620.15	89.8	8621.67	89.8	8616.4	89.8	8859.43	89.8	8694.4	89.8	8642.11	89.8	8698.14	89.8	8688.73	89.8	8686.88	89.8	8691.94	89.8	8683.79	89.8	8631.77	89.8	8692.84	89.8	8864.05	89.8	8702.39	89.8	8688.57	89.8	8685.49	89.8	8685.17	89.8	8687.85	89.8	8694.15	89.8	8686.76	89.8	8703.47	89.8	8619.51	89.8	8861.34	89.8	8689.38
90.8	8735.81	90.8	8717.63	90.8	8713.51	90.8	8705.68	90.8	8698.91	90.8	8683.62	90.8	8685.47	90.8	8684.8	90.8	8876.49	90.8	8706.39	90.8	8684.28	90.8	8663.6	90.8	8660.98	90.8	8651.71	90.8	8644.64	90.8	8635.88	90.8	8636.07	90.8	8634.72	90.8	8857.58	90.8	8687.24	90.8	8620.58	90.8	8623.27	90.8	8571.31	90.8	8620.08	90.8	8578.98	90.8	8620.94	90.8	8623.82	90.8	8620.39	90.8	8859.76	90.8	8694.28	90.8	8641.27	90.8	8694.88	90.8	8689.8	90.8	8689.48	90.8	8689.08	90.8	8677.98	90.8	8631.98	90.8	8694.44	90.8	8863.05	90.8	8702.61	90.8	8688.06	90.8	8681.43	90.8	8686.77	90.8	8690.05	90.8	8693.02	90.8	8689.21	90.8	8701.22	90.8	8620.3	90.8	8865.63	90.8	8696.83
91.8	8735.27	91.8	8722.74	91.8	8711.26	91.8	8705.08	91.8	8696.4	91.8	8686.23	91.8	8688.51	91.8	8687.81	91.8	8876.82	91.8	8707.75	91.8	8681.64	91.8	8665.21	91.8	8659.89	91.8	8650.74	91.8	8640.65	91.8	8634.49	91.8	8635.09	91.8	8635.42	91.8	8857.15	91.8	8693.17	91.8	8625.02	91.8	8621.95	91.8	8570.93	91.8	8620.01	91.8	8576.58	91.8	8620.77	91.8	8624.03	91.8	8617.11	91.8	8861.35	91.8	8693.01	91.8	8639.42	91.8	8695.63	91.8	8686.2	91.8	8689.5	91.8	8685.35	91.8	8676.74	91.8	8627.87	91.8	8694.42	91.8	8862.23	91.8	8698.24	91.8	8687.4	91.8	8686.84	91.8	8686.02	91.8	8687.85	91.8	8690.96	91.8	8689.64	91.8	8700.5	91.8	8622.5	91.8	8863.3	91.8	8693.94
92.8	8732.02	92.8	8724.4	92.8	8714.85	92.8	8703.51	92.8	8698.16	92.8	8685.24	92.8	8687.79	92.8	8687.41	92.8	8879.24	92.8	8707.73	92.8	8683.14	92.8	8665.2	92.8	8656.36	92.8	8650.66	92.8	8645.29	92.8	8630.66	92.8	8637.72	92.8	8636.07	92.8	8858.25	92.8	8688.7	92.8	8622.64	92.8	8621.39	92.8	8569.89	92.8	8618.01	92.8	8572.81	92.8	8622.61	92.8	8624.81	92.8	8616.01	92.8	8862.23	92.8	8695.32	92.8	8642.52	92.8	8696.62	92.8	8688.16	92.8	8687.66	92.8	8691.37	92.8	8677.81	92.8	8630.26	92.8	8693.97	92.8	8866	92.8	8701.36	92.8	8688.33	92.8	8685.14	92.8	8687.88	92.8	8687.78	92.8	8692.9	92.8	8691.76	92.8	8703.04	92.8	8622.63	92.8	8862.02	92.8	8691.36
93.8	8734.71	93.8	8721.99	93.8	8716.52	93.8	8701.53	93.8	8697.67	93.8	8683.69	93.8	8686.91	93.8	8688.68	93.8	8879.2	93.8	8708.78	93.8	8681.83	93.8	8665.52	93.8	8658.65	93.8	8649.87	93.8	8647.71	93.8	8631.69	93.8	8637.75	93.8	8637.1	93.8	8856.37	93.8	8687.95	93.8	8622.94	93.8	8622.84	93.8	8567.7	93.8	8617.6	93.8	8578.43	93.8	8626.51	93.8	8623.58	93.8	8618.11	93.8	8858.77	93.8	8695.38	93.8	8644.03	93.8	8698.43	93.8	8689.23	93.8	8687.21	93.8	8695.59	93.8	8677.67	93.8	8631.68	93.8	8697.18	93.8	8865.27	93.8	8700.18	93.8	8688.2	93.8	8682.5	93.8	8689.8	93.8	8689.7	93.8	8694	93.8	8690.28	93.8	8700.06	93.8	8623.29	93.8	8862.07	93.8	8693.38
94.8	8735.34	94.8	8719.38	94.8	8714.49	94.8	8701.57	94.8	8695.85	94.8	8682	94.8	8689.85	94.8	8686.54	94.8	8881.23	94.8	8705.95	94.8	8680.73	94.8	8665.09	94.8	8659.14	94.8	8648.56	94.8	8646.25	94.8	8633.69	94.8	8636.19	94.8	8638.64	94.8	8856	94.8	8688.99	94.8	8621.42	94.8	8623.32	94.8	8564.57	94.8	8620.68	94.8	8579.38	94.8	8626.06	94.8	8622.28	94.8	8620.26	94.8	8858.6	94.8	8695.17	94.8	8644.05	94.8	8697.42	94.8	8687.17	94.8	8685.58	94.8	8691.21	94.8	8680.67	94.8	8629.71	94.8	8698.88	94.8	8863.54	94.8	8701.25	94.8	8689.51	94.8	8685.12	94.8	8690.19	94.8	8688.36	94.8	8691.92	94.8	8687.35	94.8	8701.28	94.8	8619.98	94.8	8865.47	94.8	8690.75
95.8	8734.07	95.8	8720.17	95.8	8716.55	95.8	8704.14	95.8	8697.19	95.8	8681.49	95.8	8686.96	95.8	8685.53	95.8	8880.31	95.8	8705.42	95.8	8681.96	95.8	8663.29	95.8	8658.1	95.8	8649.83	95.8	8645.25	95.8	8633.14	95.8	8635.24	95.8	8637.95	95.8	8857.02	95.8	8688.72	95.8	8622.2	95.8	8627.6	95.8	8572.19	95.8	8618.99	95.8	8579.26	95.8	8623.18	95.8	8623.51	95.8	8616.79	95.8	8860.97	95.8	8692.13	95.8	8640.83	95.8	8697	95.8	8689.69	95.8	8689.3	95.8	8688.41	95.8	8677.08	95.8	8629.2	95.8	8695.67	95.8	8862.62	95.8	8700.28	95.8	8689.12	95.8	8683.6	95.8	8689.91	95.8	8689.37	95.8	8694.27	95.8	8692.79	95.8	8702.1	95.8	8618.6	95.8	8863.96	95.8	8691.39
