211102_screening_A03 Fc=4-3 - 1_X	211102_screening_A03 Fc=4-3 - 1_Y	211102_screening_A03 Fc=4-3 - 2_X	211102_screening_A03 Fc=4-3 - 2_Y	211102_screening_A03 Fc=4-3 - 3_X	211102_screening_A03 Fc=4-3 - 3_Y	211102_screening_A03 Fc=4-3 - 4_X	211102_screening_A03 Fc=4-3 - 4_Y	211102_screening_A03 Fc=4-3 - 5_X	211102_screening_A03 Fc=4-3 - 5_Y	211102_screening_A03 Fc=4-3 - 6_X	211102_screening_A03 Fc=4-3 - 6_Y	211102_screening_A03 Fc=4-3 - 7_X	211102_screening_A03 Fc=4-3 - 7_Y	211102_screening_A03 Fc=4-3 - 8_X	211102_screening_A03 Fc=4-3 - 8_Y	211102_screening_A03 Fc=4-3 - 9_X	211102_screening_A03 Fc=4-3 - 9_Y	211102_screening_A0 Fc=4-3 - 10_X	211102_screening_A0 Fc=4-3 - 10_Y	211102_screening_A0 Fc=4-3 - 11_X	211102_screening_A0 Fc=4-3 - 11_Y	211102_screening_A0 Fc=4-3 - 12_X	211102_screening_A0 Fc=4-3 - 12_Y	211102_screening_A0 Fc=4-3 - 13_X	211102_screening_A0 Fc=4-3 - 13_Y	211102_screening_A0 Fc=4-3 - 14_X	211102_screening_A0 Fc=4-3 - 14_Y	211102_screening_A0 Fc=4-3 - 15_X	211102_screening_A0 Fc=4-3 - 15_Y	211102_screening_A0 Fc=4-3 - 16_X	211102_screening_A0 Fc=4-3 - 16_Y	211102_screening_A0 Fc=4-3 - 17_X	211102_screening_A0 Fc=4-3 - 17_Y	211102_screening_A0 Fc=4-3 - 18_X	211102_screening_A0 Fc=4-3 - 18_Y	211102_screening_A0 Fc=4-3 - 19_X	211102_screening_A0 Fc=4-3 - 19_Y	211102_screening_A0 Fc=4-3 - 20_X	211102_screening_A0 Fc=4-3 - 20_Y	211102_screening_A0 Fc=4-3 - 21_X	211102_screening_A0 Fc=4-3 - 21_Y	211102_screening_A0 Fc=4-3 - 22_X	211102_screening_A0 Fc=4-3 - 22_Y	211102_screening_A0 Fc=4-3 - 23_X	211102_screening_A0 Fc=4-3 - 23_Y	211102_screening_A0 Fc=4-3 - 24_X	211102_screening_A0 Fc=4-3 - 24_Y	211102_screening_A0 Fc=4-3 - 25_X	211102_screening_A0 Fc=4-3 - 25_Y	211102_screening_A0 Fc=4-3 - 26_X	211102_screening_A0 Fc=4-3 - 26_Y	211102_screening_A0 Fc=4-3 - 27_X	211102_screening_A0 Fc=4-3 - 27_Y	211102_screening_A0 Fc=4-3 - 28_X	211102_screening_A0 Fc=4-3 - 28_Y	211102_screening_A0 Fc=4-3 - 29_X	211102_screening_A0 Fc=4-3 - 29_Y	211102_screening_A0 Fc=4-3 - 30_X	211102_screening_A0 Fc=4-3 - 30_Y	211102_screening_A0 Fc=4-3 - 31_X	211102_screening_A0 Fc=4-3 - 31_Y	211102_screening_A0 Fc=4-3 - 32_X	211102_screening_A0 Fc=4-3 - 32_Y	211102_screening_A0 Fc=4-3 - 33_X	211102_screening_A0 Fc=4-3 - 33_Y	211102_screening_A0 Fc=4-3 - 34_X	211102_screening_A0 Fc=4-3 - 34_Y	211102_screening_A0 Fc=4-3 - 35_X	211102_screening_A0 Fc=4-3 - 35_Y	211102_screening_A0 Fc=4-3 - 36_X	211102_screening_A0 Fc=4-3 - 36_Y	211102_screening_A0 Fc=4-3 - 37_X	211102_screening_A0 Fc=4-3 - 37_Y	211102_screening_A0 Fc=4-3 - 38_X	211102_screening_A0 Fc=4-3 - 38_Y	211102_screening_A0 Fc=4-3 - 39_X	211102_screening_A0 Fc=4-3 - 39_Y	211102_screening_A0 Fc=4-3 - 40_X	211102_screening_A0 Fc=4-3 - 40_Y	211102_screening_A0 Fc=4-3 - 41_X	211102_screening_A0 Fc=4-3 - 41_Y	211102_screening_A0 Fc=4-3 - 42_X	211102_screening_A0 Fc=4-3 - 42_Y	211102_screening_A0 Fc=4-3 - 43_X	211102_screening_A0 Fc=4-3 - 43_Y	211102_screening_A0 Fc=4-3 - 44_X	211102_screening_A0 Fc=4-3 - 44_Y	211102_screening_A0 Fc=4-3 - 45_X	211102_screening_A0 Fc=4-3 - 45_Y	211102_screening_A0 Fc=4-3 - 46_X	211102_screening_A0 Fc=4-3 - 46_Y	211102_screening_A0 Fc=4-3 - 47_X	211102_screening_A0 Fc=4-3 - 47_Y	211102_screening_A0 Fc=4-3 - 48_X	211102_screening_A0 Fc=4-3 - 48_Y	211102_screening_A0 Fc=4-3 - 49_X	211102_screening_A0 Fc=4-3 - 49_Y	211102_screening_A0 Fc=4-3 - 50_X	211102_screening_A0 Fc=4-3 - 50_Y
96.8	8734.66	96.8	8718.71	96.8	8713.94	96.8	8704.79	96.8	8697.2	96.8	8684.84	96.8	8683.91	96.8	8685.19	96.8	8879.45	96.8	8706.36	96.8	8685.65	96.8	8663.96	96.8	8658.16	96.8	8650.96	96.8	8649.25	96.8	8632.68	96.8	8638.63	96.8	8636.42	96.8	8855.19	96.8	8689.41	96.8	8622.25	96.8	8625.14	96.8	8569.71	96.8	8618.04	96.8	8582.58	96.8	8626.13	96.8	8622.5	96.8	8618.46	96.8	8861.86	96.8	8693.38	96.8	8640.88	96.8	8698.38	96.8	8687.67	96.8	8689.37	96.8	8692.02	96.8	8676.88	96.8	8628.38	96.8	8696.53	96.8	8861.64	96.8	8700.29	96.8	8688.06	96.8	8684.45	96.8	8687.89	96.8	8689.39	96.8	8692.81	96.8	8689.76	96.8	8703.25	96.8	8620.91	96.8	8862.74	96.8	8688.89
97.8	8734.56	97.8	8721.53	97.8	8713.5	97.8	8705.42	97.8	8697.42	97.8	8680.63	97.8	8686.8	97.8	8684.79	97.8	8883.88	97.8	8706.97	97.8	8684.36	97.8	8663.3	97.8	8658.43	97.8	8652.18	97.8	8643.19	97.8	8631.94	97.8	8638.65	97.8	8635.16	97.8	8856.8	97.8	8689.04	97.8	8622.92	97.8	8623.68	97.8	8573.65	97.8	8617.86	97.8	8579.98	97.8	8625.53	97.8	8623.76	97.8	8618.32	97.8	8860.88	97.8	8693.71	97.8	8646.21	97.8	8695.59	97.8	8687.6	97.8	8690.08	97.8	8691.42	97.8	8678.75	97.8	8631.26	97.8	8696.46	97.8	8863.12	97.8	8700.09	97.8	8689.4	97.8	8688.07	97.8	8690.48	97.8	8687.73	97.8	8688.92	97.8	8693.3	97.8	8700.9	97.8	8618.1	97.8	8859.8	97.8	8690.99
98.8	8732.85	98.8	8723.11	98.8	8710.18	98.8	8705.73	98.8	8694.52	98.8	8685.05	98.8	8685.58	98.8	8688.49	98.8	8881.98	98.8	8705.76	98.8	8684.57	98.8	8662.64	98.8	8660.66	98.8	8651.51	98.8	8645.5	98.8	8631.73	98.8	8638.09	98.8	8635.26	98.8	8859.55	98.8	8685.85	98.8	8625.38	98.8	8622.09	98.8	8566.66	98.8	8618.21	98.8	8579.92	98.8	8624.98	98.8	8623.15	98.8	8613.75	98.8	8859.03	98.8	8692.31	98.8	8644.13	98.8	8697.2	98.8	8686.28	98.8	8685.52	98.8	8687.12	98.8	8681.31	98.8	8630.37	98.8	8697.79	98.8	8860.27	98.8	8701.82	98.8	8690	98.8	8685.52	98.8	8691.71	98.8	8688.5	98.8	8690.1	98.8	8693.08	98.8	8699.12	98.8	8618.53	98.8	8862.12	98.8	8689.15
99.8	8732.26	99.8	8720.79	99.8	8714.53	99.8	8701.48	99.8	8696.28	99.8	8682.5	99.8	8689.11	99.8	8683.65	99.8	8878.99	99.8	8705.59	99.8	8681.74	99.8	8662.99	99.8	8660.05	99.8	8652.37	99.8	8643.74	99.8	8633.64	99.8	8638.53	99.8	8635.19	99.8	8858	99.8	8689.42	99.8	8619.44	99.8	8622.41	99.8	8568.98	99.8	8619.29	99.8	8580.67	99.8	8625.07	99.8	8624.53	99.8	8615.02	99.8	8862.13	99.8	8692.22	99.8	8644	99.8	8698.57	99.8	8688.61	99.8	8685.78	99.8	8686.15	99.8	8680.02	99.8	8631.43	99.8	8698.53	99.8	8862.89	99.8	8697.95	99.8	8688.63	99.8	8685.19	99.8	8689.97	99.8	8688.8	99.8	8692.34	99.8	8690.79	99.8	8701.65	99.8	8619.01	99.8	8865.35	99.8	8688.68
100.8	8733.54	100.8	8724.04	100.8	8712.94	100.8	8702.1	100.8	8697.23	100.8	8683.48	100.8	8685.11	100.8	8683.95	100.8	8882.22	100.8	8701.72	100.8	8686.45	100.8	8662.15	100.8	8658.33	100.8	8650.46	100.8	8644.73	100.8	8632.48	100.8	8634.58	100.8	8635.66	100.8	8857.91	100.8	8690.65	100.8	8622.27	100.8	8619.65	100.8	8573.68	100.8	8613.87	100.8	8579.43	100.8	8625.73	100.8	8622.21	100.8	8617.35	100.8	8862.41	100.8	8693.62	100.8	8644.6	100.8	8700.73	100.8	8688.91	100.8	8691.96	100.8	8691.87	100.8	8676.54	100.8	8630.98	100.8	8693	100.8	8862.45	100.8	8697.16	100.8	8686.37	100.8	8680.06	100.8	8688.51	100.8	8690.02	100.8	8690.28	100.8	8689	100.8	8702.38	100.8	8620.07	100.8	8863.49	100.8	8690.3
101.8	8732.87	101.8	8720.34	101.8	8713.03	101.8	8703.25	101.8	8693.49	101.8	8682.07	101.8	8683.64	101.8	8688.96	101.8	8881.09	101.8	8704.74	101.8	8684.57	101.8	8660.3	101.8	8663.36	101.8	8649.97	101.8	8645.56	101.8	8632.84	101.8	8632.82	101.8	8634.02	101.8	8861.1	101.8	8687.76	101.8	8620.86	101.8	8623.33	101.8	8574.75	101.8	8617.31	101.8	8580.97	101.8	8624.08	101.8	8623.57	101.8	8617.78	101.8	8860.74	101.8	8697.56	101.8	8646.3	101.8	8693.62	101.8	8687.63	101.8	8688.52	101.8	8693.59	101.8	8679.69	101.8	8631.95	101.8	8696.06	101.8	8863.89	101.8	8698.28	101.8	8686.78	101.8	8680.5	101.8	8686.28	101.8	8693.04	101.8	8690.84	101.8	8693.46	101.8	8703.23	101.8	8621.59	101.8	8861.29	101.8	8689.81
102.8	8735.28	102.8	8719.4	102.8	8714.57	102.8	8704.17	102.8	8698.98	102.8	8682.15	102.8	8688.95	102.8	8687.37	102.8	8882.57	102.8	8707.97	102.8	8681.38	102.8	8665.92	102.8	8660.03	102.8	8650.32	102.8	8647.8	102.8	8630.98	102.8	8636.42	102.8	8633.31	102.8	8861.33	102.8	8687.6	102.8	8624.06	102.8	8623.09	102.8	8570.29	102.8	8617.26	102.8	8582.2	102.8	8628.07	102.8	8620.23	102.8	8614.75	102.8	8857.46	102.8	8695.66	102.8	8643.81	102.8	8696.29	102.8	8688.83	102.8	8690.24	102.8	8696	102.8	8678.21	102.8	8632.2	102.8	8701.19	102.8	8867.38	102.8	8699.66	102.8	8689.05	102.8	8687.85	102.8	8690.82	102.8	8687.45	102.8	8690.49	102.8	8688.83	102.8	8701.96	102.8	8619.9	102.8	8862.83	102.8	8686.81
103.8	8734.83	103.8	8721.15	103.8	8709.54	103.8	8704.69	103.8	8696.4	103.8	8684.69	103.8	8687.57	103.8	8686.46	103.8	8881.63	103.8	8706.49	103.8	8682.31	103.8	8667.09	103.8	8659.91	103.8	8648.77	103.8	8647.92	103.8	8633.46	103.8	8637.64	103.8	8633.62	103.8	8859.46	103.8	8689.88	103.8	8625.18	103.8	8622.85	103.8	8569.88	103.8	8617.98	103.8	8582.96	103.8	8622.74	103.8	8621.85	103.8	8616.36	103.8	8860.62	103.8	8695.41	103.8	8643.83	103.8	8697.22	103.8	8690.59	103.8	8688.28	103.8	8694.73	103.8	8676.8	103.8	8631.83	103.8	8696.16	103.8	8866.19	103.8	8699.62	103.8	8689.46	103.8	8686.82	103.8	8691.36	103.8	8691.78	103.8	8690.61	103.8	8688.69	103.8	8702.56	103.8	8621.11	103.8	8862.29	103.8	8692.93
104.8	8734.62	104.8	8722.27	104.8	8710.51	104.8	8705	104.8	8699.77	104.8	8685.97	104.8	8684.16	104.8	8685.4	104.8	8884.03	104.8	8707.65	104.8	8683.58	104.8	8662.68	104.8	8659.52	104.8	8650.21	104.8	8643.62	104.8	8635.6	104.8	8637.49	104.8	8632.13	104.8	8860.9	104.8	8690.48	104.8	8624.32	104.8	8625.46	104.8	8572.87	104.8	8619.67	104.8	8581.8	104.8	8624.77	104.8	8626.22	104.8	8613.54	104.8	8861.07	104.8	8694.88	104.8	8643.34	104.8	8699.64	104.8	8687.89	104.8	8688.38	104.8	8692.02	104.8	8683.32	104.8	8627.04	104.8	8697.58	104.8	8861.66	104.8	8700.52	104.8	8691.3	104.8	8681.29	104.8	8688.68	104.8	8687.14	104.8	8694.27	104.8	8687	104.8	8704.5	104.8	8619.88	104.8	8860.85	104.8	8688.91
105.8	8733.6	105.8	8721.56	105.8	8713.62	105.8	8702.99	105.8	8701.73	105.8	8684.68	105.8	8685.46	105.8	8684.75	105.8	8884.84	105.8	8707.2	105.8	8684.2	105.8	8662.05	105.8	8657.49	105.8	8651.41	105.8	8642.21	105.8	8633.89	105.8	8634.44	105.8	8636.03	105.8	8858.11	105.8	8693.11	105.8	8623.8	105.8	8622.59	105.8	8569.99	105.8	8621.13	105.8	8582.45	105.8	8625.97	105.8	8625.98	105.8	8613.99	105.8	8861.83	105.8	8693.58	105.8	8643.44	105.8	8695.57	105.8	8689.82	105.8	8686.43	105.8	8690.02	105.8	8678.72	105.8	8628.04	105.8	8693.04	105.8	8861.76	105.8	8701.43	105.8	8691.26	105.8	8681.58	105.8	8687.91	105.8	8691.39	105.8	8693.92	105.8	8690.58	105.8	8700.54	105.8	8619.11	105.8	8860.82	105.8	8690.98
106.8	8735.21	106.8	8723.43	106.8	8710.6	106.8	8702.91	106.8	8696.14	106.8	8686.88	106.8	8686.96	106.8	8683.88	106.8	8885.32	106.8	8703.58	106.8	8686.68	106.8	8661	106.8	8661.81	106.8	8649.05	106.8	8648.26	106.8	8636.02	106.8	8638.15	106.8	8633.5	106.8	8856.65	106.8	8690.6	106.8	8619.04	106.8	8624.41	106.8	8569.88	106.8	8621.2	106.8	8582.34	106.8	8623.76	106.8	8623.86	106.8	8616.15	106.8	8861.85	106.8	8694.93	106.8	8645.53	106.8	8695.4	106.8	8688.46	106.8	8684.89	106.8	8691.02	106.8	8681.88	106.8	8628.93	106.8	8696.46	106.8	8865.1	106.8	8704.06	106.8	8687.2	106.8	8679.9	106.8	8688.02	106.8	8691.53	106.8	8692.58	106.8	8689.92	106.8	8698.71	106.8	8618.7	106.8	8865.04	106.8	8692.19
107.8	8733.17	107.8	8722.33	107.8	8712.78	107.8	8705.8	107.8	8696.51	107.8	8685.11	107.8	8685.55	107.8	8686.07	107.8	8884.16	107.8	8700.87	107.8	8683.83	107.8	8661.1	107.8	8659.66	107.8	8649.59	107.8	8646.38	107.8	8634.43	107.8	8639.56	107.8	8631.42	107.8	8860.99	107.8	8689.44	107.8	8622.71	107.8	8622.85	107.8	8567.57	107.8	8618.55	107.8	8578.5	107.8	8625.3	107.8	8624.75	107.8	8618.13	107.8	8863.54	107.8	8692.75	107.8	8642.74	107.8	8702.05	107.8	8689.57	107.8	8690.29	107.8	8693.2	107.8	8679.21	107.8	8629.86	107.8	8698.05	107.8	8862.54	107.8	8700.91	107.8	8687.55	107.8	8682.45	107.8	8690.5	107.8	8687.63	107.8	8691.9	107.8	8686.38	107.8	8699.9	107.8	8616.95	107.8	8864.61	107.8	8691.42
108.8	8737.35	108.8	8720.32	108.8	8711.17	108.8	8704.67	108.8	8696.18	108.8	8684.61	108.8	8682.6	108.8	8683.53	108.8	8882.4	108.8	8705.84	108.8	8686.31	108.8	8666.59	108.8	8658.9	108.8	8648.82	108.8	8647.08	108.8	8637.26	108.8	8638.33	108.8	8636.02	108.8	8860.93	108.8	8687.2	108.8	8622.26	108.8	8622.35	108.8	8565.3	108.8	8618.69	108.8	8578.08	108.8	8624.56	108.8	8621.06	108.8	8616.44	108.8	8862.85	108.8	8694.52	108.8	8640.01	108.8	8700.04	108.8	8688.74	108.8	8689.89	108.8	8689.98	108.8	8677.64	108.8	8630.84	108.8	8696.97	108.8	8864.64	108.8	8700.56	108.8	8688.07	108.8	8683.1	108.8	8689.72	108.8	8687.96	108.8	8691.26	108.8	8688.75	108.8	8697.65	108.8	8621.14	108.8	8865.66	108.8	8690.71
109.8	8735.66	109.8	8718.56	109.8	8711.98	109.8	8702.21	109.8	8694.68	109.8	8686.74	109.8	8685.5	109.8	8685.47	109.8	8885.66	109.8	8703.14	109.8	8686.87	109.8	8662.86	109.8	8657.6	109.8	8651.12	109.8	8644.05	109.8	8636.14	109.8	8632.16	109.8	8634.23	109.8	8860.26	109.8	8687.31	109.8	8623.89	109.8	8622.44	109.8	8566.13	109.8	8618.31	109.8	8581.03	109.8	8624.43	109.8	8624.17	109.8	8615.84	109.8	8861.65	109.8	8691.34	109.8	8641.92	109.8	8693.82	109.8	8691.39	109.8	8687.16	109.8	8688.18	109.8	8678.32	109.8	8625.32	109.8	8698.24	109.8	8864.03	109.8	8698.08	109.8	8691.32	109.8	8684.45	109.8	8687.09	109.8	8689.38	109.8	8692.49	109.8	8687.95	109.8	8698.01	109.8	8618.39	109.8	8863.98	109.8	8691.61
110.8	8732.04	110.8	8723.47	110.8	8708.17	110.8	8699.14	110.8	8694.09	110.8	8687	110.8	8685.71	110.8	8684.83	110.8	8883.09	110.8	8706.47	110.8	8683.27	110.8	8661.93	110.8	8659.27	110.8	8648.39	110.8	8645.57	110.8	8630.55	110.8	8636.8	110.8	8633.67	110.8	8859.99	110.8	8690.07	110.8	8626.28	110.8	8625.58	110.8	8566.64	110.8	8616.81	110.8	8580.75	110.8	8624.35	110.8	8621.18	110.8	8617.25	110.8	8861.77	110.8	8694.51	110.8	8642.42	110.8	8699.03	110.8	8688.26	110.8	8687.4	110.8	8690.44	110.8	8675.58	110.8	8627.4	110.8	8693.93	110.8	8860.9	110.8	8697.61	110.8	8687.34	110.8	8684.56	110.8	8685.37	110.8	8690.06	110.8	8693.39	110.8	8694.17	110.8	8701.61	110.8	8620.66	110.8	8864.53	110.8	8691.56
111.8	8733.77	111.8	8722.2	111.8	8709.08	111.8	8699.75	111.8	8698.12	111.8	8682.5	111.8	8683.7	111.8	8683.8	111.8	8883.34	111.8	8705.47	111.8	8685.33	111.8	8664.09	111.8	8659.43	111.8	8648.34	111.8	8643.22	111.8	8634.72	111.8	8637.73	111.8	8633.88	111.8	8860.58	111.8	8689.63	111.8	8624.3	111.8	8619.98	111.8	8566.07	111.8	8617.53	111.8	8581.81	111.8	8625.92	111.8	8621.35	111.8	8616.06	111.8	8862.49	111.8	8694.97	111.8	8643.57	111.8	8698.26	111.8	8692.26	111.8	8685.72	111.8	8689.23	111.8	8678.9	111.8	8629.7	111.8	8695.41	111.8	8864.38	111.8	8700.07	111.8	8686.37	111.8	8685.62	111.8	8686.31	111.8	8688.38	111.8	8692.52	111.8	8691.17	111.8	8703.1	111.8	8620.94	111.8	8862.09	111.8	8691.5
112.8	8737.92	112.8	8722.28	112.8	8712.87	112.8	8701.06	112.8	8696.14	112.8	8684.19	112.8	8687.24	112.8	8683.77	112.8	8885.75	112.8	8707.29	112.8	8685.44	112.8	8663.4	112.8	8660.53	112.8	8651.24	112.8	8643.26	112.8	8635.08	112.8	8633.99	112.8	8637.33	112.8	8860.46	112.8	8691.2	112.8	8623.04	112.8	8625.67	112.8	8569.03	112.8	8617.81	112.8	8580.87	112.8	8626.6	112.8	8622.67	112.8	8617.31	112.8	8863.4	112.8	8695.81	112.8	8645.53	112.8	8694.76	112.8	8692.43	112.8	8686.12	112.8	8689.79	112.8	8678.07	112.8	8630.31	112.8	8698.37	112.8	8862.99	112.8	8701.01	112.8	8689.02	112.8	8682.11	112.8	8686.51	112.8	8689.94	112.8	8692.96	112.8	8692.01	112.8	8704.3	112.8	8623.62	112.8	8862.11	112.8	8692.72
113.8	8736.59	113.8	8722.52	113.8	8712.01	113.8	8699.39	113.8	8694.73	113.8	8685.69	113.8	8686.3	113.8	8687.01	113.8	8883.97	113.8	8705.64	113.8	8687.24	113.8	8664.44	113.8	8659.02	113.8	8649.92	113.8	8645.3	113.8	8630.85	113.8	8635.71	113.8	8635.32	113.8	8860.46	113.8	8684.89	113.8	8624.63	113.8	8624.99	113.8	8569.99	113.8	8616.45	113.8	8575.39	113.8	8625.95	113.8	8621.56	113.8	8615.89	113.8	8865.72	113.8	8694.83	113.8	8645.16	113.8	8700.14	113.8	8689.36	113.8	8691.24	113.8	8690.5	113.8	8677.27	113.8	8630.16	113.8	8698.42	113.8	8864.71	113.8	8702.34	113.8	8683.13	113.8	8683.56	113.8	8688.33	113.8	8693.42	113.8	8693.98	113.8	8689.74	113.8	8700.96	113.8	8617.82	113.8	8862.07	113.8	8691.66
114.8	8737.94	114.8	8718.45	114.8	8714.44	114.8	8701.79	114.8	8696.21	114.8	8683.21	114.8	8688.43	114.8	8690.03	114.8	8889.5	114.8	8705.92	114.8	8685.9	114.8	8663.58	114.8	8659.25	114.8	8650.86	114.8	8647.27	114.8	8631.27	114.8	8632.07	114.8	8637.29	114.8	8864.1	114.8	8690.1	114.8	8623.89	114.8	8627.03	114.8	8569.41	114.8	8616.56	114.8	8581.78	114.8	8625.4	114.8	8620.37	114.8	8617.04	114.8	8865.22	114.8	8695.17	114.8	8643.51	114.8	8699.58	114.8	8687.59	114.8	8688.21	114.8	8689.87	114.8	8676.76	114.8	8631.34	114.8	8699.51	114.8	8864.15	114.8	8701.88	114.8	8686.34	114.8	8681.54	114.8	8689.92	114.8	8688.63	114.8	8690.71	114.8	8689.75	114.8	8701.69	114.8	8620.03	114.8	8861.91	114.8	8691.29
115.8	8732.46	115.8	8723.35	115.8	8711.38	115.8	8702.52	115.8	8699.78	115.8	8681.31	115.8	8685.17	115.8	8688.37	115.8	8885.04	115.8	8707.09	115.8	8686	115.8	8660.36	115.8	8656.46	115.8	8649.85	115.8	8644.84	115.8	8636.08	115.8	8636.44	115.8	8636.27	115.8	8862.19	115.8	8688.85	115.8	8619.88	115.8	8622.95	115.8	8569.33	115.8	8621.25	115.8	8577.54	115.8	8628.15	115.8	8623.88	115.8	8616.74	115.8	8866.32	115.8	8695.63	115.8	8645.23	115.8	8698.7	115.8	8686.69	115.8	8688.65	115.8	8690.44	115.8	8679.7	115.8	8628.72	115.8	8696.43	115.8	8864.58	115.8	8704.1	115.8	8687.58	115.8	8680.61	115.8	8689.13	115.8	8692.13	115.8	8692.46	115.8	8692.18	115.8	8705.17	115.8	8621.57	115.8	8859.5	115.8	8687.71
116.8	8733.93	116.8	8724.88	116.8	8710.01	116.8	8700.83	116.8	8697.41	116.8	8686.23	116.8	8687.93	116.8	8685.55	116.8	8886.85	116.8	8710.02	116.8	8685.24	116.8	8661.28	116.8	8657.77	116.8	8653.6	116.8	8646.22	116.8	8636.85	116.8	8636.79	116.8	8637.14	116.8	8861.37	116.8	8690.68	116.8	8624.84	116.8	8619.13	116.8	8571.58	116.8	8620.33	116.8	8582.11	116.8	8626.58	116.8	8624.54	116.8	8614.41	116.8	8864.13	116.8	8698.08	116.8	8645.04	116.8	8697.21	116.8	8686.05	116.8	8688.01	116.8	8690.36	116.8	8677.89	116.8	8631.03	116.8	8696.01	116.8	8867.15	116.8	8702.91	116.8	8689.7	116.8	8685.28	116.8	8690.88	116.8	8689.28	116.8	8690.69	116.8	8690.39	116.8	8702.08	116.8	8616.77	116.8	8857.99	116.8	8692.35
117.8	8734.15	117.8	8721.12	117.8	8713.08	117.8	8703.03	117.8	8695.62	117.8	8687.73	117.8	8686.78	117.8	8685.95	117.8	8885.34	117.8	8704.37	117.8	8690.62	117.8	8664.56	117.8	8660.13	117.8	8652.01	117.8	8644.59	117.8	8635.02	117.8	8634.5	117.8	8635.36	117.8	8863.23	117.8	8691.58	117.8	8624.54	117.8	8624.66	117.8	8572.69	117.8	8620.84	117.8	8582.08	117.8	8625.58	117.8	8622.59	117.8	8615.63	117.8	8868.46	117.8	8697.27	117.8	8644.1	117.8	8694.04	117.8	8688.33	117.8	8687.86	117.8	8691.69	117.8	8674.63	117.8	8628.62	117.8	8696.62	117.8	8866.54	117.8	8698.9	117.8	8686.1	117.8	8684.06	117.8	8689.25	117.8	8690.76	117.8	8692.5	117.8	8691.35	117.8	8702.33	117.8	8620.86	117.8	8863.73	117.8	8691.2
118.8	8734.98	118.8	8718.99	118.8	8710.99	118.8	8704.62	118.8	8691.25	118.8	8681.25	118.8	8687.46	118.8	8683.52	118.8	8887.97	118.8	8704.02	118.8	8688.56	118.8	8659.81	118.8	8659.87	118.8	8649.97	118.8	8646.15	118.8	8633.55	118.8	8632.26	118.8	8635.13	118.8	8860.88	118.8	8688.59	118.8	8622.14	118.8	8624.63	118.8	8570.21	118.8	8618.13	118.8	8574.47	118.8	8626.85	118.8	8623.28	118.8	8616.34	118.8	8863.43	118.8	8695.81	118.8	8645.16	118.8	8696.23	118.8	8688.71	118.8	8688.34	118.8	8693.19	118.8	8674.91	118.8	8633.79	118.8	8691.93	118.8	8862.1	118.8	8702.1	118.8	8684.97	118.8	8684.56	118.8	8689.2	118.8	8691.61	118.8	8694.26	118.8	8690.36	118.8	8700.49	118.8	8622.15	118.8	8862.54	118.8	8692.47
119.8	8732.85	119.8	8720.19	119.8	8710.82	119.8	8700.29	119.8	8693.98	119.8	8679.75	119.8	8687.09	119.8	8686.76	119.8	8887.07	119.8	8704.42	119.8	8684.12	119.8	8661.08	119.8	8659.94	119.8	8646.76	119.8	8648.45	119.8	8632.54	119.8	8635.43	119.8	8636.18	119.8	8864.42	119.8	8688.57	119.8	8624.16	119.8	8622.67	119.8	8568.23	119.8	8621.11	119.8	8578	119.8	8626.06	119.8	8620.86	119.8	8618.32	119.8	8863.04	119.8	8696.09	119.8	8644.33	119.8	8699.95	119.8	8688.44	119.8	8689.57	119.8	8690.57	119.8	8676.67	119.8	8629.87	119.8	8693.96	119.8	8865.81	119.8	8696.3	119.8	8687.27	119.8	8686.46	119.8	8685.21	119.8	8689.56	119.8	8689.25	119.8	8689.73	119.8	8704.18	119.8	8622.71	119.8	8862.12	119.8	8692.28
120.8	8734.95	120.8	8724.03	120.8	8714.59	120.8	8702.93	120.8	8693.88	120.8	8682.85	120.8	8686.32	120.8	8688.13	120.8	8884.56	120.8	8702.51	120.8	8684.18	120.8	8662.36	120.8	8659.53	120.8	8649.46	120.8	8645.66	120.8	8631.54	120.8	8634.09	120.8	8634.66	120.8	8865.5	120.8	8691.04	120.8	8624.87	120.8	8626.17	120.8	8569.36	120.8	8621.39	120.8	8577.38	120.8	8625.79	120.8	8620.3	120.8	8615.67	120.8	8866.55	120.8	8694.17	120.8	8640.62	120.8	8696.34	120.8	8690.66	120.8	8687.14	120.8	8694.99	120.8	8680.55	120.8	8630.54	120.8	8697.85	120.8	8867.28	120.8	8698.25	120.8	8688.17	120.8	8686.36	120.8	8685.51	120.8	8691.16	120.8	8691.14	120.8	8689.79	120.8	8703.37	120.8	8620.6	120.8	8864.58	120.8	8692.49
