211102_screening_A03 Fc=4-3 - 1_X	211102_screening_A03 Fc=4-3 - 1_Y	211102_screening_A03 Fc=4-3 - 2_X	211102_screening_A03 Fc=4-3 - 2_Y	211102_screening_A03 Fc=4-3 - 3_X	211102_screening_A03 Fc=4-3 - 3_Y	211102_screening_A03 Fc=4-3 - 4_X	211102_screening_A03 Fc=4-3 - 4_Y	211102_screening_A03 Fc=4-3 - 5_X	211102_screening_A03 Fc=4-3 - 5_Y	211102_screening_A03 Fc=4-3 - 6_X	211102_screening_A03 Fc=4-3 - 6_Y	211102_screening_A03 Fc=4-3 - 7_X	211102_screening_A03 Fc=4-3 - 7_Y	211102_screening_A03 Fc=4-3 - 8_X	211102_screening_A03 Fc=4-3 - 8_Y	211102_screening_A03 Fc=4-3 - 9_X	211102_screening_A03 Fc=4-3 - 9_Y	211102_screening_A0 Fc=4-3 - 10_X	211102_screening_A0 Fc=4-3 - 10_Y	211102_screening_A0 Fc=4-3 - 11_X	211102_screening_A0 Fc=4-3 - 11_Y	211102_screening_A0 Fc=4-3 - 12_X	211102_screening_A0 Fc=4-3 - 12_Y	211102_screening_A0 Fc=4-3 - 13_X	211102_screening_A0 Fc=4-3 - 13_Y	211102_screening_A0 Fc=4-3 - 14_X	211102_screening_A0 Fc=4-3 - 14_Y	211102_screening_A0 Fc=4-3 - 15_X	211102_screening_A0 Fc=4-3 - 15_Y	211102_screening_A0 Fc=4-3 - 16_X	211102_screening_A0 Fc=4-3 - 16_Y	211102_screening_A0 Fc=4-3 - 17_X	211102_screening_A0 Fc=4-3 - 17_Y	211102_screening_A0 Fc=4-3 - 18_X	211102_screening_A0 Fc=4-3 - 18_Y	211102_screening_A0 Fc=4-3 - 19_X	211102_screening_A0 Fc=4-3 - 19_Y	211102_screening_A0 Fc=4-3 - 20_X	211102_screening_A0 Fc=4-3 - 20_Y	211102_screening_A0 Fc=4-3 - 21_X	211102_screening_A0 Fc=4-3 - 21_Y	211102_screening_A0 Fc=4-3 - 22_X	211102_screening_A0 Fc=4-3 - 22_Y	211102_screening_A0 Fc=4-3 - 23_X	211102_screening_A0 Fc=4-3 - 23_Y	211102_screening_A0 Fc=4-3 - 24_X	211102_screening_A0 Fc=4-3 - 24_Y	211102_screening_A0 Fc=4-3 - 25_X	211102_screening_A0 Fc=4-3 - 25_Y	211102_screening_A0 Fc=4-3 - 26_X	211102_screening_A0 Fc=4-3 - 26_Y	211102_screening_A0 Fc=4-3 - 27_X	211102_screening_A0 Fc=4-3 - 27_Y	211102_screening_A0 Fc=4-3 - 28_X	211102_screening_A0 Fc=4-3 - 28_Y	211102_screening_A0 Fc=4-3 - 29_X	211102_screening_A0 Fc=4-3 - 29_Y	211102_screening_A0 Fc=4-3 - 30_X	211102_screening_A0 Fc=4-3 - 30_Y	211103_screening_A06 Fc=2-1 - 1_X	211103_screening_A06 Fc=2-1 - 1_Y	211103_screening_A06 Fc=2-1 - 2_X	211103_screening_A06 Fc=2-1 - 2_Y	211103_screening_A06 Fc=2-1 - 3_X	211103_screening_A06 Fc=2-1 - 3_Y	211103_screening_A06 Fc=2-1 - 4_X	211103_screening_A06 Fc=2-1 - 4_Y	211103_screening_A06 Fc=2-1 - 5_X	211103_screening_A06 Fc=2-1 - 5_Y	211103_screening_A06 Fc=2-1 - 6_X	211103_screening_A06 Fc=2-1 - 6_Y	211103_screening_A06 Fc=2-1 - 7_X	211103_screening_A06 Fc=2-1 - 7_Y	211103_screening_A06 Fc=2-1 - 8_X	211103_screening_A06 Fc=2-1 - 8_Y	211103_screening_A06 Fc=2-1 - 9_X	211103_screening_A06 Fc=2-1 - 9_Y	211103_screening_A0 Fc=2-1 - 10_X	211103_screening_A0 Fc=2-1 - 10_Y	211104_screening(A07 Fc=4-3 - 1_X	211104_screening(A07 Fc=4-3 - 1_Y	211104_screening(A07 Fc=4-3 - 2_X	211104_screening(A07 Fc=4-3 - 2_Y	211104_screening(A07 Fc=4-3 - 3_X	211104_screening(A07 Fc=4-3 - 3_Y	211104_screening(A07 Fc=4-3 - 4_X	211104_screening(A07 Fc=4-3 - 4_Y	211104_screening(A07 Fc=4-3 - 5_X	211104_screening(A07 Fc=4-3 - 5_Y	211104_screening(A07 Fc=4-3 - 6_X	211104_screening(A07 Fc=4-3 - 6_Y	211104_screening(A07 Fc=4-3 - 7_X	211104_screening(A07 Fc=4-3 - 7_Y	211104_screening(A07 Fc=4-3 - 8_X	211104_screening(A07 Fc=4-3 - 8_Y	211104_screening(A07 Fc=4-3 - 9_X	211104_screening(A07 Fc=4-3 - 9_Y	211104_screening(A0 Fc=4-3 - 10_X	211104_screening(A0 Fc=4-3 - 10_Y	211109_screening_A08 Fc=4-3 - 1_X	211109_screening_A08 Fc=4-3 - 1_Y	211109_screening_A08 Fc=4-3 - 2_X	211109_screening_A08 Fc=4-3 - 2_Y	211109_screening_A08 Fc=4-3 - 3_X	211109_screening_A08 Fc=4-3 - 3_Y	211109_screening_A08 Fc=4-3 - 4_X	211109_screening_A08 Fc=4-3 - 4_Y	211109_screening_A08 Fc=4-3 - 5_X	211109_screening_A08 Fc=4-3 - 5_Y	211109_screening_A08 Fc=4-3 - 6_X	211109_screening_A08 Fc=4-3 - 6_Y	211109_screening_A08 Fc=4-3 - 7_X	211109_screening_A08 Fc=4-3 - 7_Y	211109_screening_A08 Fc=4-3 - 8_X	211109_screening_A08 Fc=4-3 - 8_Y	211109_screening_A08 Fc=4-3 - 9_X	211109_screening_A08 Fc=4-3 - 9_Y	211109_screening_A0 Fc=4-3 - 10_X	211109_screening_A0 Fc=4-3 - 10_Y	211109_screening_A0 Fc=4-3 - 11_X	211109_screening_A0 Fc=4-3 - 11_Y	211109_screening_A0 Fc=4-3 - 12_X	211109_screening_A0 Fc=4-3 - 12_Y	211109_screening_A0 Fc=4-3 - 13_X	211109_screening_A0 Fc=4-3 - 13_Y	211109_screening_A0 Fc=4-3 - 14_X	211109_screening_A0 Fc=4-3 - 14_Y	211109_screening_A0 Fc=4-3 - 15_X	211109_screening_A0 Fc=4-3 - 15_Y	211109_screening_A0 Fc=4-3 - 16_X	211109_screening_A0 Fc=4-3 - 16_Y	211109_screening_A0 Fc=4-3 - 17_X	211109_screening_A0 Fc=4-3 - 17_Y	211109_screening_A0 Fc=4-3 - 18_X	211109_screening_A0 Fc=4-3 - 18_Y	211109_screening_A0 Fc=4-3 - 19_X	211109_screening_A0 Fc=4-3 - 19_Y	211109_screening_A0 Fc=4-3 - 20_X	211109_screening_A0 Fc=4-3 - 20_Y	211110_screening_A10 Fc=2-1 - 1_X	211110_screening_A10 Fc=2-1 - 1_Y	211110_screening_A10 Fc=2-1 - 2_X	211110_screening_A10 Fc=2-1 - 2_Y	211110_screening_A10 Fc=2-1 - 3_X	211110_screening_A10 Fc=2-1 - 3_Y	211110_screening_A10 Fc=2-1 - 4_X	211110_screening_A10 Fc=2-1 - 4_Y	211110_screening_A10 Fc=2-1 - 5_X	211110_screening_A10 Fc=2-1 - 5_Y	211110_screening_A10 Fc=2-1 - 6_X	211110_screening_A10 Fc=2-1 - 6_Y	211110_screening_A10 Fc=2-1 - 7_X	211110_screening_A10 Fc=2-1 - 7_Y	211110_screening_A10 Fc=2-1 - 8_X	211110_screening_A10 Fc=2-1 - 8_Y	211110_screening_A10 Fc=2-1 - 9_X	211110_screening_A10 Fc=2-1 - 9_Y	211110_screening_A1 Fc=2-1 - 10_X	211110_screening_A1 Fc=2-1 - 10_Y	211111_screening_A11 Fc=4-3 - 1_X	211111_screening_A11 Fc=4-3 - 1_Y	211111_screening_A11 Fc=4-3 - 2_X	211111_screening_A11 Fc=4-3 - 2_Y	211111_screening_A11 Fc=4-3 - 3_X	211111_screening_A11 Fc=4-3 - 3_Y	211111_screening_A11 Fc=4-3 - 4_X	211111_screening_A11 Fc=4-3 - 4_Y	211111_screening_A11 Fc=4-3 - 5_X	211111_screening_A11 Fc=4-3 - 5_Y	211111_screening_A11 Fc=4-3 - 6_X	211111_screening_A11 Fc=4-3 - 6_Y	211111_screening_A11 Fc=4-3 - 7_X	211111_screening_A11 Fc=4-3 - 7_Y	211111_screening_A11 Fc=4-3 - 8_X	211111_screening_A11 Fc=4-3 - 8_Y	211111_screening_A11 Fc=4-3 - 9_X	211111_screening_A11 Fc=4-3 - 9_Y	211111_screening_A1 Fc=4-3 - 10_X	211111_screening_A1 Fc=4-3 - 10_Y	211111_screening_A1 Fc=4-3 - 11_X	211111_screening_A1 Fc=4-3 - 11_Y	211111_screening_A1 Fc=4-3 - 12_X	211111_screening_A1 Fc=4-3 - 12_Y	211111_screening_A1 Fc=4-3 - 13_X	211111_screening_A1 Fc=4-3 - 13_Y	211111_screening_A1 Fc=4-3 - 14_X	211111_screening_A1 Fc=4-3 - 14_Y	211111_screening_A1 Fc=4-3 - 15_X	211111_screening_A1 Fc=4-3 - 15_Y	211111_screening_G12 Fc=4-3 - 1_X	211111_screening_G12 Fc=4-3 - 1_Y	211111_screening_G12 Fc=4-3 - 2_X	211111_screening_G12 Fc=4-3 - 2_Y	211111_screening_G12 Fc=4-3 - 3_X	211111_screening_G12 Fc=4-3 - 3_Y	211111_screening_G12 Fc=4-3 - 4_X	211111_screening_G12 Fc=4-3 - 4_Y
137.8	8718.49	137.8	8709.07	137.8	8699.77	137.8	8701.61	137.8	8695.91	137.8	8689.91	137.8	8686.6	137.8	8685.62	137.8	8707.77	137.8	8688.28	137.8	8687.36	137.8	8686.07	137.8	8677.16	137.8	8674.68	137.8	8672.8	137.8	8674.74	137.8	8676.37	137.8	8673.39	137.8	8699.69	137.8	8682.27	137.8	8680.44	137.8	8682.62	137.8	8679.34	137.8	8685.16	137.8	8685.13	137.8	8688.4	137.8	8692.61	137.8	8692.98	137.8	8711.44	137.8	8700.87	137.6	10324.8	137.6	10315	137.6	10309.2	137.6	10303.7	137.6	10301.7	137.6	10296.1	137.6	10294	137.6	10296.7	137.6	10315.8	137.6	10300.1	137.8	8569.08	137.8	8543.3	137.8	8527.91	137.8	8517.84	137.8	8514.5	137.8	8505.85	137.8	8503.75	137.8	8500.83	137.8	8524.34	137.8	8508.22	137.8	10075.8	137.8	10070.3	137.8	10059	137.8	10052.9	137.8	10051.1	137.8	10048.2	137.8	10048.1	137.8	10046.4	137.8	10068.1	137.8	10051.1	137.8	10049.7	137.8	10047.6	137.8	10044.5	137.8	10052.7	137.8	10051.3	137.8	10051.7	137.8	10053	137.8	10054.9	137.8	10069.1	137.8	10060.7	137.6	10388.2	137.6	10364.2	137.6	10342.8	137.6	10334.3	137.6	10327	137.6	10324.9	137.6	10319.6	137.6	10317.4	137.6	10341.9	137.6	10322.3	137.8	7203.29	137.8	7166.35	137.8	7138.68	137.8	7126.2	137.8	7110.99	137.8	7103.61	137.8	7095.19	137.8	7091.26	137.8	7118.95	137.8	7094.24	137.8	7094.13	137.8	7089.56	137.8	7085.64	137.8	7082.39	137.8	7074.84	137.8	7266.51	137.8	7260.66	137.8	7279.58	137.8	7265.05
138.8	8718.61	138.8	8712.92	138.8	8698.05	138.8	8699.17	138.8	8693.16	138.8	8692.02	138.8	8688.18	138.8	8685.14	138.8	8711.33	138.8	8690.41	138.8	8685.95	138.8	8685.74	138.8	8678.01	138.8	8677	138.8	8673.82	138.8	8673.8	138.8	8678.11	138.8	8675.63	138.8	8698.32	138.8	8682.11	138.8	8681.75	138.8	8681.16	138.8	8681.39	138.8	8684.91	138.8	8685.43	138.8	8686.85	138.8	8690.07	138.8	8690.86	138.8	8709.33	138.8	8702.8	138.6	10324.8	138.6	10314.8	138.6	10309.2	138.6	10304.6	138.6	10299.7	138.6	10297.1	138.6	10294.7	138.6	10297.1	138.6	10316.3	138.6	10300.8	138.8	8571.22	138.8	8546.02	138.8	8523.87	138.8	8514.5	138.8	8507.89	138.8	8506.65	138.8	8502.19	138.8	8499.35	138.8	8524.17	138.8	8508.32	138.8	10077.8	138.8	10067.8	138.8	10059.9	138.8	10050.9	138.8	10050	138.8	10051	138.8	10046.3	138.8	10046.9	138.8	10072.8	138.8	10054.2	138.8	10049.1	138.8	10047.8	138.8	10047.7	138.8	10051.1	138.8	10047.4	138.8	10050	138.8	10052.8	138.8	10055.5	138.8	10066.2	138.8	10056.8	138.6	10389.1	138.6	10364	138.6	10343.6	138.6	10335.1	138.6	10326.7	138.6	10324.8	138.6	10320.1	138.6	10317.6	138.6	10340	138.6	10321.1	138.8	7201.53	138.8	7166.43	138.8	7135.36	138.8	7124.62	138.8	7112.56	138.8	7104.01	138.8	7099.46	138.8	7090.98	138.8	7118.53	138.8	7092.95	138.8	7088.35	138.8	7085	138.8	7088.18	138.8	7085.13	138.8	7076.39	138.8	7270.33	138.8	7267.32	138.8	7274.56	138.8	7260.68
139.8	8720.46	139.8	8709.88	139.8	8701.38	139.8	8698.34	139.8	8690.65	139.8	8693.16	139.8	8688.76	139.8	8684.79	139.8	8710.16	139.8	8689.27	139.8	8687.09	139.8	8680.83	139.8	8673.35	139.8	8676.24	139.8	8674.18	139.8	8676	139.8	8675.71	139.8	8676.5	139.8	8698.28	139.8	8679.7	139.8	8680.67	139.8	8683.37	139.8	8683.28	139.8	8685.94	139.8	8684.23	139.8	8687.07	139.8	8689.25	139.8	8691.46	139.8	8707.14	139.8	8699.75	139.6	10325.5	139.6	10316.1	139.6	10309	139.6	10304.6	139.6	10300.9	139.6	10298.1	139.6	10294.5	139.6	10295.6	139.6	10315.8	139.6	10299.8	139.8	8567.2	139.8	8544.94	139.8	8527.9	139.8	8516.73	139.8	8505.74	139.8	8506.69	139.8	8502.48	139.8	8504.42	139.8	8524.11	139.8	8507.65	139.8	10075.3	139.8	10065.2	139.8	10057	139.8	10054.5	139.8	10053.7	139.8	10045.6	139.8	10047.3	139.8	10048.2	139.8	10068.8	139.8	10053.3	139.8	10049.3	139.8	10049.6	139.8	10048	139.8	10049.9	139.8	10048.6	139.8	10046.6	139.8	10048.9	139.8	10054.4	139.8	10067.2	139.8	10056.5	139.6	10389.3	139.6	10363	139.6	10343.9	139.6	10334.4	139.6	10327.6	139.6	10323.6	139.6	10319.2	139.6	10316	139.6	10339.1	139.6	10321.7	139.8	7198.37	139.8	7167.28	139.8	7137.35	139.8	7125.29	139.8	7110.19	139.8	7102.21	139.8	7093.55	139.8	7090.87	139.8	7114.53	139.8	7096.69	139.8	7090.2	139.8	7086.38	139.8	7086.42	139.8	7082.11	139.8	7076.77	139.8	7266.23	139.8	7259.93	139.8	7278.41	139.8	7262.06
140.8	8721.44	140.8	8709.79	140.8	8702.3	140.8	8699.09	140.8	8697.58	140.8	8691.76	140.8	8687.52	140.8	8681.62	140.8	8709.1	140.8	8687.23	140.8	8687.77	140.8	8685.83	140.8	8674.48	140.8	8676.96	140.8	8676.19	140.8	8676.6	140.8	8672.14	140.8	8675.05	140.8	8695.88	140.8	8683.67	140.8	8682.37	140.8	8683.43	140.8	8679.04	140.8	8684.19	140.8	8684.33	140.8	8689.69	140.8	8686.09	140.8	8691.5	140.8	8708.06	140.8	8700.71	140.6	10325.7	140.6	10317.1	140.6	10308.1	140.6	10303.9	140.6	10302.8	140.6	10297.7	140.6	10296.9	140.6	10295.6	140.6	10315.2	140.6	10300.6	140.8	8574.42	140.8	8543.66	140.8	8527.71	140.8	8513.66	140.8	8509.89	140.8	8506.98	140.8	8502.57	140.8	8501.73	140.8	8520.33	140.8	8502.89	140.8	10078.2	140.8	10063.3	140.8	10061.8	140.8	10054.8	140.8	10051.5	140.8	10046.9	140.8	10046.6	140.8	10048	140.8	10062.6	140.8	10051	140.8	10048.4	140.8	10051.8	140.8	10046.5	140.8	10048.9	140.8	10047.8	140.8	10048.3	140.8	10050.7	140.8	10052.3	140.8	10067.5	140.8	10056.5	140.6	10389.2	140.6	10363.5	140.6	10343.7	140.6	10335.3	140.6	10327.9	140.6	10322.8	140.6	10320.1	140.6	10316.4	140.6	10338.8	140.6	10322.2	140.8	7203.07	140.8	7168.81	140.8	7135.68	140.8	7125.78	140.8	7111.17	140.8	7097.29	140.8	7097.49	140.8	7091.19	140.8	7118.89	140.8	7096.4	140.8	7089.83	140.8	7088.44	140.8	7082.93	140.8	7080.81	140.8	7079.25	140.8	7262.42	140.8	7263.31	140.8	7277.47	140.8	7262.01
141.8	8719.14	141.8	8706.82	141.8	8701.4	141.8	8701.17	141.8	8691	141.8	8694.22	141.8	8688.08	141.8	8683.01	141.8	8709.13	141.8	8689.96	141.8	8685.77	141.8	8682.79	141.8	8678.77	141.8	8678.39	141.8	8673.89	141.8	8672.37	141.8	8672.7	141.8	8675.12	141.8	8699.23	141.8	8680.21	141.8	8682.67	141.8	8682.84	141.8	8680.78	141.8	8686.57	141.8	8681.27	141.8	8690.53	141.8	8690.74	141.8	8691.07	141.8	8711.76	141.8	8702.59	141.6	10326.5	141.6	10317.1	141.6	10308.2	141.6	10304.7	141.6	10300.8	141.6	10297.4	141.6	10295	141.6	10297	141.6	10317.3	141.6	10299.5	141.8	8567.96	141.8	8543.66	141.8	8530.7	141.8	8517.61	141.8	8507.45	141.8	8508.41	141.8	8506.12	141.8	8503.18	141.8	8521.03	141.8	8507.94	141.8	10077.8	141.8	10064.8	141.8	10059.7	141.8	10054.5	141.8	10052.5	141.8	10045.8	141.8	10046.3	141.8	10046.9	141.8	10066.8	141.8	10053.6	141.8	10049.3	141.8	10049.3	141.8	10047.2	141.8	10048.4	141.8	10048.2	141.8	10051.6	141.8	10048.4	141.8	10053.7	141.8	10066.5	141.8	10056.9	141.6	10388.6	141.6	10363.2	141.6	10344.9	141.6	10334.8	141.6	10327.9	141.6	10323.4	141.6	10319.4	141.6	10317.2	141.6	10338.8	141.6	10322.3	141.8	7203.93	141.8	7162.21	141.8	7135.16	141.8	7122.03	141.8	7111.1	141.8	7103.23	141.8	7096.83	141.8	7088.05	141.8	7120.16	141.8	7092.48	141.8	7088.83	141.8	7089.6	141.8	7084.65	141.8	7083.68	141.8	7078.94	141.8	7263.64	141.8	7262.23	141.8	7278.79	141.8	7262.23
142.8	8723.53	142.8	8709.8	142.8	8698.87	142.8	8697.3	142.8	8697.6	142.8	8690.85	142.8	8688.38	142.8	8682.8	142.8	8708.53	142.8	8690.76	142.8	8685.38	142.8	8683.8	142.8	8679.43	142.8	8677.78	142.8	8673.17	142.8	8674.03	142.8	8674.02	142.8	8673.52	142.8	8698.46	142.8	8683.73	142.8	8680.49	142.8	8683.64	142.8	8679.78	142.8	8683.04	142.8	8684.13	142.8	8690.26	142.8	8690.29	142.8	8690.27	142.8	8709.18	142.8	8701.31	142.6	10327	142.6	10314.8	142.6	10306.7	142.6	10304.8	142.6	10301.3	142.6	10298.4	142.6	10294.8	142.6	10294.4	142.6	10315.6	142.6	10299.4	142.8	8564.25	142.8	8541.53	142.8	8526.25	142.8	8514.51	142.8	8507.47	142.8	8507.47	142.8	8506.71	142.8	8500.72	142.8	8524.23	142.8	8506.97	142.8	10076.2	142.8	10064.3	142.8	10059.2	142.8	10053	142.8	10049.2	142.8	10051.7	142.8	10050.6	142.8	10047.1	142.8	10065.7	142.8	10052.8	142.8	10049.2	142.8	10048.3	142.8	10044.8	142.8	10050	142.8	10046.1	142.8	10049.3	142.8	10050.8	142.8	10051.9	142.8	10066.8	142.8	10056.6	142.6	10388.7	142.6	10363.4	142.6	10343.1	142.6	10335.1	142.6	10327.3	142.6	10323.2	142.6	10320.5	142.6	10317	142.6	10339.5	142.6	10321.8	142.8	7200.83	142.8	7163.11	142.8	7135.88	142.8	7122.68	142.8	7114.29	142.8	7099.66	142.8	7097.49	142.8	7091.43	142.8	7120.99	142.8	7094.44	142.8	7090.48	142.8	7088.03	142.8	7083.88	142.8	7081.22	142.8	7078.14	142.8	7264.74	142.8	7260.08	142.8	7276.62	142.8	7270.2
143.8	8721.52	143.8	8707.11	143.8	8699.79	143.8	8700.81	143.8	8694.42	143.8	8689	143.8	8686.44	143.8	8683.45	143.8	8706.5	143.8	8689.69	143.8	8688.64	143.8	8682.32	143.8	8679.41	143.8	8676.99	143.8	8678.94	143.8	8671.98	143.8	8675.59	143.8	8676.67	143.8	8694.08	143.8	8682.58	143.8	8679.23	143.8	8682.67	143.8	8679.85	143.8	8686.52	143.8	8684.99	143.8	8687.38	143.8	8690.11	143.8	8690.98	143.8	8708.05	143.8	8699.81	143.6	10325.3	143.6	10314.8	143.6	10308.9	143.6	10303.8	143.6	10301.9	143.6	10297.6	143.6	10297.9	143.6	10297.6	143.6	10316.2	143.6	10301.5	143.8	8566.48	143.8	8547.31	143.8	8528.24	143.8	8518.4	143.8	8505.42	143.8	8507.93	143.8	8506.12	143.8	8497.48	143.8	8525.26	143.8	8505.13	143.8	10079	143.8	10065.5	143.8	10059.7	143.8	10053	143.8	10049.3	143.8	10050.9	143.8	10047.1	143.8	10048.2	143.8	10067	143.8	10054.7	143.8	10052.1	143.8	10048.9	143.8	10051.3	143.8	10051.2	143.8	10048.7	143.8	10048.6	143.8	10051.4	143.8	10055.1	143.8	10067.6	143.8	10059	143.6	10389	143.6	10362.4	143.6	10343.1	143.6	10334.8	143.6	10327	143.6	10324.1	143.6	10321.4	143.6	10319	143.6	10339.6	143.6	10321.9	143.8	7208.74	143.8	7162.63	143.8	7141.11	143.8	7123.04	143.8	7114.77	143.8	7101.75	143.8	7097.94	143.8	7091.86	143.8	7118.48	143.8	7095.58	143.8	7091.09	143.8	7087.14	143.8	7082.91	143.8	7084.72	143.8	7079.34	143.8	7265.03	143.8	7259.63	143.8	7277.24	143.8	7262.54
144.8	8721.72	144.8	8707.02	144.8	8701.86	144.8	8699.16	144.8	8694.75	144.8	8693.29	144.8	8688.96	144.8	8683.69	144.8	8710.63	144.8	8686.46	144.8	8684.6	144.8	8683.53	144.8	8676.55	144.8	8677.41	144.8	8678.28	144.8	8674.78	144.8	8673.55	144.8	8676.33	144.8	8697.66	144.8	8682.24	144.8	8680.09	144.8	8683.69	144.8	8680.36	144.8	8685.77	144.8	8681.91	144.8	8687.25	144.8	8691.66	144.8	8695.83	144.8	8706.05	144.8	8698.25	144.6	10324.9	144.6	10315.1	144.6	10308	144.6	10305.1	144.6	10303.9	144.6	10297.9	144.6	10293.8	144.6	10295.9	144.6	10314	144.6	10300	144.8	8569.34	144.8	8541.03	144.8	8525.82	144.8	8520.72	144.8	8510.06	144.8	8508.47	144.8	8501.53	144.8	8499.25	144.8	8520.64	144.8	8504.85	144.8	10077.9	144.8	10066.7	144.8	10059.6	144.8	10053.5	144.8	10053.8	144.8	10049.7	144.8	10045.7	144.8	10042.8	144.8	10066.8	144.8	10049.9	144.8	10049.7	144.8	10049.7	144.8	10049	144.8	10049.1	144.8	10047.9	144.8	10050.1	144.8	10053	144.8	10050.7	144.8	10067.6	144.8	10060.1	144.6	10388.3	144.6	10364	144.6	10344.9	144.6	10334.5	144.6	10327.2	144.6	10323.5	144.6	10320.3	144.6	10318.3	144.6	10338.2	144.6	10322.6	144.8	7202.18	144.8	7164.5	144.8	7137.72	144.8	7124.18	144.8	7111.95	144.8	7100.84	144.8	7098.61	144.8	7090.44	144.8	7115.82	144.8	7094.3	144.8	7089.43	144.8	7084.08	144.8	7083.74	144.8	7084.49	144.8	7075.15	144.8	7267.74	144.8	7262.84	144.8	7276.53	144.8	7267.22
145.8	8718.9	145.8	8709.54	145.8	8697.8	145.8	8693.11	145.8	8693.46	145.8	8688.76	145.8	8685.68	145.8	8686.69	145.8	8707.62	145.8	8688.71	145.8	8684.51	145.8	8681.08	145.8	8678.28	145.8	8674.89	145.8	8678.51	145.8	8673.48	145.8	8670.51	145.8	8675.71	145.8	8701.42	145.8	8680.45	145.8	8680.7	145.8	8682.84	145.8	8681.96	145.8	8684.58	145.8	8680.72	145.8	8688.48	145.8	8690.32	145.8	8693.63	145.8	8707.32	145.8	8700.19	145.6	10327.2	145.6	10316.8	145.6	10308.5	145.6	10303.8	145.6	10300.7	145.6	10298.4	145.6	10295	145.6	10296.5	145.6	10314.1	145.6	10298.2	145.8	8569.4	145.8	8540.36	145.8	8528.23	145.8	8516.53	145.8	8511.33	145.8	8508.94	145.8	8503.35	145.8	8499.81	145.8	8521.43	145.8	8510.81	145.8	10080.1	145.8	10067.6	145.8	10057.5	145.8	10054.8	145.8	10051.8	145.8	10049.9	145.8	10047.1	145.8	10046.6	145.8	10064.6	145.8	10051.6	145.8	10050.9	145.8	10051.9	145.8	10049	145.8	10048	145.8	10048.9	145.8	10051.8	145.8	10053.7	145.8	10053.4	145.8	10067.1	145.8	10057.5	145.6	10388.8	145.6	10364.6	145.6	10344.2	145.6	10334.3	145.6	10328.3	145.6	10324.5	145.6	10320.8	145.6	10317.7	145.6	10340.2	145.6	10321.2	145.8	7202.44	145.8	7166.24	145.8	7135.96	145.8	7125.89	145.8	7111.5	145.8	7105.12	145.8	7096.14	145.8	7093.54	145.8	7113.07	145.8	7095.29	145.8	7087.63	145.8	7087.06	145.8	7084.18	145.8	7084.21	145.8	7075.01	145.8	7264.57	145.8	7259.21	145.8	7276.73	145.8	7265.47
146.8	8721.74	146.8	8705.04	146.8	8702.21	146.8	8696.06	146.8	8694.42	146.8	8690.2	146.8	8687.57	146.8	8683.94	146.8	8708.93	146.8	8691.11	146.8	8687.44	146.8	8683.31	146.8	8676.42	146.8	8677.94	146.8	8674.2	146.8	8676.15	146.8	8672.92	146.8	8672.38	146.8	8695.37	146.8	8682.14	146.8	8679.45	146.8	8681.72	146.8	8682.88	146.8	8688.96	146.8	8687	146.8	8691.04	146.8	8691.77	146.8	8690.94	146.8	8704.95	146.8	8698.14	146.6	10327.8	146.6	10315.7	146.6	10309.7	146.6	10303.9	146.6	10302.3	146.6	10300.1	146.6	10294.4	146.6	10296	146.6	10314.9	146.6	10299.1	146.8	8566.15	146.8	8546.36	146.8	8528.45	146.8	8520.52	146.8	8507.98	146.8	8507.24	146.8	8506.83	146.8	8498.27	146.8	8520.64	146.8	8507.63	146.8	10080.2	146.8	10065.6	146.8	10058.6	146.8	10056.9	146.8	10051.4	146.8	10052.7	146.8	10048.1	146.8	10044.4	146.8	10065.5	146.8	10051.8	146.8	10050.6	146.8	10052.6	146.8	10047.8	146.8	10046.1	146.8	10050.9	146.8	10051.9	146.8	10051.5	146.8	10053.8	146.8	10065.5	146.8	10062	146.6	10388.9	146.6	10363.6	146.6	10344.5	146.6	10334.2	146.6	10327.5	146.6	10323.3	146.6	10321.9	146.6	10317.7	146.6	10340.6	146.6	10321.5	146.8	7200.7	146.8	7163.93	146.8	7136.82	146.8	7124.88	146.8	7106.77	146.8	7101.52	146.8	7095.57	146.8	7087.82	146.8	7113.7	146.8	7095.41	146.8	7089.45	146.8	7086.23	146.8	7086.95	146.8	7082.14	146.8	7078.53	146.8	7261.35	146.8	7265.72	146.8	7275.6	146.8	7261.63
