211102_screening_A03 Fc=4-3 - 1_X	211102_screening_A03 Fc=4-3 - 1_Y	211102_screening_A03 Fc=4-3 - 2_X	211102_screening_A03 Fc=4-3 - 2_Y	211102_screening_A03 Fc=4-3 - 3_X	211102_screening_A03 Fc=4-3 - 3_Y	211102_screening_A03 Fc=4-3 - 4_X	211102_screening_A03 Fc=4-3 - 4_Y	211102_screening_A03 Fc=4-3 - 5_X	211102_screening_A03 Fc=4-3 - 5_Y	211102_screening_A03 Fc=4-3 - 6_X	211102_screening_A03 Fc=4-3 - 6_Y	211102_screening_A03 Fc=4-3 - 7_X	211102_screening_A03 Fc=4-3 - 7_Y	211102_screening_A03 Fc=4-3 - 8_X	211102_screening_A03 Fc=4-3 - 8_Y	211102_screening_A03 Fc=4-3 - 9_X	211102_screening_A03 Fc=4-3 - 9_Y	211102_screening_A0 Fc=4-3 - 10_X	211102_screening_A0 Fc=4-3 - 10_Y	211102_screening_A0 Fc=4-3 - 11_X	211102_screening_A0 Fc=4-3 - 11_Y	211102_screening_A0 Fc=4-3 - 12_X	211102_screening_A0 Fc=4-3 - 12_Y	211102_screening_A0 Fc=4-3 - 13_X	211102_screening_A0 Fc=4-3 - 13_Y	211102_screening_A0 Fc=4-3 - 14_X	211102_screening_A0 Fc=4-3 - 14_Y	211102_screening_A0 Fc=4-3 - 15_X	211102_screening_A0 Fc=4-3 - 15_Y	211102_screening_A0 Fc=4-3 - 16_X	211102_screening_A0 Fc=4-3 - 16_Y	211102_screening_A0 Fc=4-3 - 17_X	211102_screening_A0 Fc=4-3 - 17_Y	211102_screening_A0 Fc=4-3 - 18_X	211102_screening_A0 Fc=4-3 - 18_Y	211102_screening_A0 Fc=4-3 - 19_X	211102_screening_A0 Fc=4-3 - 19_Y	211102_screening_A0 Fc=4-3 - 20_X	211102_screening_A0 Fc=4-3 - 20_Y	211102_screening_A0 Fc=4-3 - 21_X	211102_screening_A0 Fc=4-3 - 21_Y	211102_screening_A0 Fc=4-3 - 22_X	211102_screening_A0 Fc=4-3 - 22_Y	211102_screening_A0 Fc=4-3 - 23_X	211102_screening_A0 Fc=4-3 - 23_Y	211102_screening_A0 Fc=4-3 - 24_X	211102_screening_A0 Fc=4-3 - 24_Y	211102_screening_A0 Fc=4-3 - 25_X	211102_screening_A0 Fc=4-3 - 25_Y	211102_screening_A0 Fc=4-3 - 26_X	211102_screening_A0 Fc=4-3 - 26_Y	211102_screening_A0 Fc=4-3 - 27_X	211102_screening_A0 Fc=4-3 - 27_Y	211102_screening_A0 Fc=4-3 - 28_X	211102_screening_A0 Fc=4-3 - 28_Y	211102_screening_A0 Fc=4-3 - 29_X	211102_screening_A0 Fc=4-3 - 29_Y	211102_screening_A0 Fc=4-3 - 30_X	211102_screening_A0 Fc=4-3 - 30_Y	211103_screening_A06 Fc=2-1 - 1_X	211103_screening_A06 Fc=2-1 - 1_Y	211103_screening_A06 Fc=2-1 - 2_X	211103_screening_A06 Fc=2-1 - 2_Y	211103_screening_A06 Fc=2-1 - 3_X	211103_screening_A06 Fc=2-1 - 3_Y	211103_screening_A06 Fc=2-1 - 4_X	211103_screening_A06 Fc=2-1 - 4_Y	211103_screening_A06 Fc=2-1 - 5_X	211103_screening_A06 Fc=2-1 - 5_Y	211103_screening_A06 Fc=2-1 - 6_X	211103_screening_A06 Fc=2-1 - 6_Y	211103_screening_A06 Fc=2-1 - 7_X	211103_screening_A06 Fc=2-1 - 7_Y	211103_screening_A06 Fc=2-1 - 8_X	211103_screening_A06 Fc=2-1 - 8_Y	211103_screening_A06 Fc=2-1 - 9_X	211103_screening_A06 Fc=2-1 - 9_Y	211103_screening_A0 Fc=2-1 - 10_X	211103_screening_A0 Fc=2-1 - 10_Y	211104_screening(A07 Fc=4-3 - 1_X	211104_screening(A07 Fc=4-3 - 1_Y	211104_screening(A07 Fc=4-3 - 2_X	211104_screening(A07 Fc=4-3 - 2_Y	211104_screening(A07 Fc=4-3 - 3_X	211104_screening(A07 Fc=4-3 - 3_Y	211104_screening(A07 Fc=4-3 - 4_X	211104_screening(A07 Fc=4-3 - 4_Y	211104_screening(A07 Fc=4-3 - 5_X	211104_screening(A07 Fc=4-3 - 5_Y	211104_screening(A07 Fc=4-3 - 6_X	211104_screening(A07 Fc=4-3 - 6_Y	211104_screening(A07 Fc=4-3 - 7_X	211104_screening(A07 Fc=4-3 - 7_Y	211104_screening(A07 Fc=4-3 - 8_X	211104_screening(A07 Fc=4-3 - 8_Y	211104_screening(A07 Fc=4-3 - 9_X	211104_screening(A07 Fc=4-3 - 9_Y	211104_screening(A0 Fc=4-3 - 10_X	211104_screening(A0 Fc=4-3 - 10_Y	211109_screening_A08 Fc=4-3 - 1_X	211109_screening_A08 Fc=4-3 - 1_Y	211109_screening_A08 Fc=4-3 - 2_X	211109_screening_A08 Fc=4-3 - 2_Y	211109_screening_A08 Fc=4-3 - 3_X	211109_screening_A08 Fc=4-3 - 3_Y	211109_screening_A08 Fc=4-3 - 4_X	211109_screening_A08 Fc=4-3 - 4_Y	211109_screening_A08 Fc=4-3 - 5_X	211109_screening_A08 Fc=4-3 - 5_Y	211109_screening_A08 Fc=4-3 - 6_X	211109_screening_A08 Fc=4-3 - 6_Y	211109_screening_A08 Fc=4-3 - 7_X	211109_screening_A08 Fc=4-3 - 7_Y	211109_screening_A08 Fc=4-3 - 8_X	211109_screening_A08 Fc=4-3 - 8_Y	211109_screening_A08 Fc=4-3 - 9_X	211109_screening_A08 Fc=4-3 - 9_Y	211109_screening_A0 Fc=4-3 - 10_X	211109_screening_A0 Fc=4-3 - 10_Y	211109_screening_A0 Fc=4-3 - 11_X	211109_screening_A0 Fc=4-3 - 11_Y	211109_screening_A0 Fc=4-3 - 12_X	211109_screening_A0 Fc=4-3 - 12_Y	211109_screening_A0 Fc=4-3 - 13_X	211109_screening_A0 Fc=4-3 - 13_Y	211109_screening_A0 Fc=4-3 - 14_X	211109_screening_A0 Fc=4-3 - 14_Y	211109_screening_A0 Fc=4-3 - 15_X	211109_screening_A0 Fc=4-3 - 15_Y	211109_screening_A0 Fc=4-3 - 16_X	211109_screening_A0 Fc=4-3 - 16_Y	211109_screening_A0 Fc=4-3 - 17_X	211109_screening_A0 Fc=4-3 - 17_Y	211109_screening_A0 Fc=4-3 - 18_X	211109_screening_A0 Fc=4-3 - 18_Y	211109_screening_A0 Fc=4-3 - 19_X	211109_screening_A0 Fc=4-3 - 19_Y	211109_screening_A0 Fc=4-3 - 20_X	211109_screening_A0 Fc=4-3 - 20_Y	211110_screening_A10 Fc=2-1 - 1_X	211110_screening_A10 Fc=2-1 - 1_Y	211110_screening_A10 Fc=2-1 - 2_X	211110_screening_A10 Fc=2-1 - 2_Y	211110_screening_A10 Fc=2-1 - 3_X	211110_screening_A10 Fc=2-1 - 3_Y	211110_screening_A10 Fc=2-1 - 4_X	211110_screening_A10 Fc=2-1 - 4_Y	211110_screening_A10 Fc=2-1 - 5_X	211110_screening_A10 Fc=2-1 - 5_Y	211110_screening_A10 Fc=2-1 - 6_X	211110_screening_A10 Fc=2-1 - 6_Y	211110_screening_A10 Fc=2-1 - 7_X	211110_screening_A10 Fc=2-1 - 7_Y	211110_screening_A10 Fc=2-1 - 8_X	211110_screening_A10 Fc=2-1 - 8_Y	211110_screening_A10 Fc=2-1 - 9_X	211110_screening_A10 Fc=2-1 - 9_Y	211110_screening_A1 Fc=2-1 - 10_X	211110_screening_A1 Fc=2-1 - 10_Y	211111_screening_A11 Fc=4-3 - 1_X	211111_screening_A11 Fc=4-3 - 1_Y	211111_screening_A11 Fc=4-3 - 2_X	211111_screening_A11 Fc=4-3 - 2_Y	211111_screening_A11 Fc=4-3 - 3_X	211111_screening_A11 Fc=4-3 - 3_Y	211111_screening_A11 Fc=4-3 - 4_X	211111_screening_A11 Fc=4-3 - 4_Y	211111_screening_A11 Fc=4-3 - 5_X	211111_screening_A11 Fc=4-3 - 5_Y	211111_screening_A11 Fc=4-3 - 6_X	211111_screening_A11 Fc=4-3 - 6_Y	211111_screening_A11 Fc=4-3 - 7_X	211111_screening_A11 Fc=4-3 - 7_Y	211111_screening_A11 Fc=4-3 - 8_X	211111_screening_A11 Fc=4-3 - 8_Y	211111_screening_A11 Fc=4-3 - 9_X	211111_screening_A11 Fc=4-3 - 9_Y	211111_screening_A1 Fc=4-3 - 10_X	211111_screening_A1 Fc=4-3 - 10_Y	211111_screening_A1 Fc=4-3 - 11_X	211111_screening_A1 Fc=4-3 - 11_Y	211111_screening_A1 Fc=4-3 - 12_X	211111_screening_A1 Fc=4-3 - 12_Y	211111_screening_A1 Fc=4-3 - 13_X	211111_screening_A1 Fc=4-3 - 13_Y	211111_screening_A1 Fc=4-3 - 14_X	211111_screening_A1 Fc=4-3 - 14_Y	211111_screening_A1 Fc=4-3 - 15_X	211111_screening_A1 Fc=4-3 - 15_Y	211111_screening_G12 Fc=4-3 - 1_X	211111_screening_G12 Fc=4-3 - 1_Y	211111_screening_G12 Fc=4-3 - 2_X	211111_screening_G12 Fc=4-3 - 2_Y	211111_screening_G12 Fc=4-3 - 3_X	211111_screening_G12 Fc=4-3 - 3_Y	211111_screening_G12 Fc=4-3 - 4_X	211111_screening_G12 Fc=4-3 - 4_Y
147.8	8723.72	147.8	8708.01	147.8	8697.11	147.8	8698.65	147.8	8693.66	147.8	8691.05	147.8	8686.18	147.8	8686.88	147.8	8708.18	147.8	8693.54	147.8	8685.77	147.8	8682.11	147.8	8675.9	147.8	8675.29	147.8	8675.72	147.8	8673.72	147.8	8674.61	147.8	8674.04	147.8	8697.9	147.8	8680.94	147.8	8681.47	147.8	8685.23	147.8	8678.45	147.8	8684.43	147.8	8682.85	147.8	8687.64	147.8	8692.77	147.8	8691.63	147.8	8706.37	147.8	8698.19	147.6	10326.6	147.6	10316.5	147.6	10310.2	147.6	10305.2	147.6	10301.2	147.6	10297.9	147.6	10296.4	147.6	10296.3	147.6	10316	147.6	10301.7	147.8	8569.3	147.8	8546.64	147.8	8528.61	147.8	8517.83	147.8	8509.3	147.8	8509	147.8	8506.45	147.8	8501.71	147.8	8521.83	147.8	8508.71	147.8	10076.9	147.8	10069.3	147.8	10058.3	147.8	10055.3	147.8	10051.6	147.8	10051.2	147.8	10045.6	147.8	10046.5	147.8	10063.3	147.8	10052.6	147.8	10050.3	147.8	10049.6	147.8	10049.2	147.8	10044.6	147.8	10049	147.8	10048.8	147.8	10050	147.8	10054.7	147.8	10068.4	147.8	10059.4	147.6	10389.8	147.6	10363.8	147.6	10345.1	147.6	10334.1	147.6	10327.3	147.6	10321.4	147.6	10320.7	147.6	10317.6	147.6	10340.1	147.6	10320.6	147.8	7204.9	147.8	7160.92	147.8	7133.28	147.8	7129.15	147.8	7113.15	147.8	7101.63	147.8	7096.05	147.8	7091.8	147.8	7115	147.8	7092.45	147.8	7090.52	147.8	7088.31	147.8	7082.03	147.8	7082.77	147.8	7076.88	147.8	7265.92	147.8	7262.98	147.8	7276.61	147.8	7265.15
148.8	8718.35	148.8	8706.41	148.8	8698.75	148.8	8699.07	148.8	8695.99	148.8	8691.89	148.8	8686.86	148.8	8687.98	148.8	8709.35	148.8	8688.38	148.8	8686.96	148.8	8686.66	148.8	8678.25	148.8	8676.56	148.8	8678.99	148.8	8672.25	148.8	8675.8	148.8	8679.19	148.8	8697.13	148.8	8683.75	148.8	8682.17	148.8	8683.31	148.8	8680.37	148.8	8681.68	148.8	8684.4	148.8	8685.95	148.8	8690.35	148.8	8692.1	148.8	8707.32	148.8	8700.32	148.6	10326.4	148.6	10316.6	148.6	10309	148.6	10305.4	148.6	10300.5	148.6	10298.5	148.6	10295.2	148.6	10295.7	148.6	10315.5	148.6	10299	148.8	8564.29	148.8	8542.08	148.8	8525.71	148.8	8516.19	148.8	8509.99	148.8	8505.22	148.8	8505.88	148.8	8498.99	148.8	8525.4	148.8	8506.36	148.8	10077.1	148.8	10067	148.8	10059.8	148.8	10051.5	148.8	10051.4	148.8	10051.3	148.8	10045.9	148.8	10047.2	148.8	10067.3	148.8	10053.3	148.8	10053.5	148.8	10048.3	148.8	10048.6	148.8	10048.2	148.8	10049.5	148.8	10050.2	148.8	10050.3	148.8	10052.5	148.8	10069.2	148.8	10060.9	148.6	10392.9	148.6	10365	148.6	10347.7	148.6	10336.8	148.6	10327.4	148.6	10326.2	148.6	10323.6	148.6	10320.6	148.6	10340.7	148.6	10321.6	148.8	7206.56	148.8	7163.14	148.8	7139.11	148.8	7125.91	148.8	7112.33	148.8	7101.56	148.8	7097.17	148.8	7091.78	148.8	7114.24	148.8	7099.35	148.8	7091.34	148.8	7085.51	148.8	7084.27	148.8	7083	148.8	7075.89	148.8	7262.41	148.8	7264.66	148.8	7275.07	148.8	7262.51
149.8	8720.14	149.8	8707.62	149.8	8702.05	149.8	8702.91	149.8	8694.04	149.8	8692.33	149.8	8689.94	149.8	8689.29	149.8	8707.35	149.8	8689.54	149.8	8692.95	149.8	8685.17	149.8	8682.45	149.8	8676.14	149.8	8679.77	149.8	8675.11	149.8	8676.15	149.8	8671.65	149.8	8695.77	149.8	8678.73	149.8	8683.31	149.8	8687.54	149.8	8680.78	149.8	8681.89	149.8	8685.57	149.8	8688.27	149.8	8690.57	149.8	8695.85	149.8	8710.86	149.8	8701.78	149.6	10328.1	149.6	10317.2	149.6	10309.6	149.6	10307.4	149.6	10302.7	149.6	10298.9	149.6	10297.8	149.6	10297.7	149.6	10315.5	149.6	10299.2	149.8	8567.33	149.8	8546.18	149.8	8529.03	149.8	8517.27	149.8	8508.44	149.8	8506.66	149.8	8509.03	149.8	8498.54	149.8	8523.43	149.8	8509.77	149.8	10078.2	149.8	10066.1	149.8	10058.2	149.8	10057.1	149.8	10055	149.8	10050.8	149.8	10046.3	149.8	10046.6	149.8	10068.1	149.8	10052.3	149.8	10052.7	149.8	10050.5	149.8	10049.1	149.8	10050.9	149.8	10049.3	149.8	10053.3	149.8	10050.5	149.8	10055.2	149.8	10068.8	149.8	10062.1	149.6	10391.1	149.6	10365.5	149.6	10346.3	149.6	10335.3	149.6	10329.8	149.6	10326.4	149.6	10323.6	149.6	10318.4	149.6	10342.9	149.6	10324.2	149.8	7205.82	149.8	7161.13	149.8	7136.52	149.8	7126.84	149.8	7108.39	149.8	7102.12	149.8	7099.61	149.8	7093.41	149.8	7113.66	149.8	7095.87	149.8	7091.45	149.8	7088.79	149.8	7085.06	149.8	7087.27	149.8	7079.97	149.8	7267.34	149.8	7260.92	149.8	7274.25	149.8	7264.64
150.8	8717.19	150.8	8708.68	150.8	8704.12	150.8	8696.64	150.8	8694.82	150.8	8691.96	150.8	8689.69	150.8	8688.77	150.8	8706.02	150.8	8690.2	150.8	8689.48	150.8	8685.7	150.8	8680.08	150.8	8679.51	150.8	8677.53	150.8	8674.28	150.8	8672.9	150.8	8674.98	150.8	8693.55	150.8	8682.2	150.8	8684.57	150.8	8681.59	150.8	8685.77	150.8	8687.31	150.8	8683.86	150.8	8688.68	150.8	8689.77	150.8	8692.1	150.8	8707.08	150.8	8696.35	150.6	10328.9	150.6	10320	150.6	10310.6	150.6	10305.9	150.6	10304.6	150.6	10302.1	150.6	10299.1	150.6	10299.6	150.6	10315	150.6	10302.7	150.8	8568.48	150.8	8546.04	150.8	8529.3	150.8	8514.7	150.8	8507.5	150.8	8509.08	150.8	8504.58	150.8	8500.9	150.8	8521.97	150.8	8506.76	150.8	10074	150.8	10066.4	150.8	10056.3	150.8	10055	150.8	10052.4	150.8	10048.3	150.8	10049.7	150.8	10047	150.8	10066.7	150.8	10052.8	150.8	10054.4	150.8	10051.8	150.8	10046.8	150.8	10050.5	150.8	10051.5	150.8	10052.7	150.8	10052.7	150.8	10051.9	150.8	10071.7	150.8	10061.5	150.6	10389.9	150.6	10364.9	150.6	10345.1	150.6	10333.9	150.6	10329.1	150.6	10324.9	150.6	10321.3	150.6	10319	150.6	10341.8	150.6	10322.6	150.8	7204.37	150.8	7163.41	150.8	7135.35	150.8	7126.77	150.8	7109.84	150.8	7104.64	150.8	7098.94	150.8	7089	150.8	7114.4	150.8	7099.21	150.8	7094.58	150.8	7086.95	150.8	7083.64	150.8	7086.49	150.8	7076.86	150.8	7264.79	150.8	7261.73	150.8	7276.51	150.8	7263.17
151.8	8718.28	151.8	8711.5	151.8	8700.94	151.8	8696.57	151.8	8693.46	151.8	8693.17	151.8	8689.49	151.8	8684.17	151.8	8708.54	151.8	8686.82	151.8	8686.06	151.8	8685.21	151.8	8675.03	151.8	8672.32	151.8	8675.45	151.8	8677.31	151.8	8672.01	151.8	8675.53	151.8	8698.9	151.8	8678.29	151.8	8683.22	151.8	8682.06	151.8	8683.57	151.8	8684.94	151.8	8681.77	151.8	8685.95	151.8	8689.91	151.8	8692.68	151.8	8707.04	151.8	8697.89	151.6	10326.4	151.6	10318.3	151.6	10311.8	151.6	10305.7	151.6	10305.6	151.6	10298.9	151.6	10297.9	151.6	10297.3	151.6	10316.9	151.6	10302.2	151.8	8570.51	151.8	8542.87	151.8	8529.98	151.8	8519.88	151.8	8509.56	151.8	8509.2	151.8	8507.29	151.8	8500.75	151.8	8523.93	151.8	8507.99	151.8	10078.5	151.8	10064.4	151.8	10059.5	151.8	10054.8	151.8	10052.5	151.8	10050.1	151.8	10047.2	151.8	10046.3	151.8	10068.5	151.8	10051.6	151.8	10051.3	151.8	10051	151.8	10048.6	151.8	10049.1	151.8	10049	151.8	10049.7	151.8	10048.9	151.8	10052.7	151.8	10070.6	151.8	10061.1	151.6	10390	151.6	10365.1	151.6	10345.6	151.6	10335	151.6	10327.9	151.6	10323.5	151.6	10321.8	151.6	10318.6	151.6	10341.2	151.6	10321.7	151.8	7204.91	151.8	7162.49	151.8	7134.61	151.8	7126.26	151.8	7112.31	151.8	7106.62	151.8	7097.45	151.8	7092.85	151.8	7113.9	151.8	7097.74	151.8	7091.71	151.8	7086.56	151.8	7080.02	151.8	7084.01	151.8	7074.32	151.8	7265.38	151.8	7260.6	151.8	7274.99	151.8	7265.96
152.8	8717.63	152.8	8706.37	152.8	8698.85	152.8	8700.31	152.8	8697.36	152.8	8691.96	152.8	8686.22	152.8	8683.94	152.8	8703.61	152.8	8687.5	152.8	8685.4	152.8	8683.22	152.8	8675.62	152.8	8677.47	152.8	8676.52	152.8	8675.16	152.8	8669.78	152.8	8672.52	152.8	8697.91	152.8	8683.31	152.8	8679.47	152.8	8680.19	152.8	8680.93	152.8	8680.61	152.8	8684.14	152.8	8686.44	152.8	8691.97	152.8	8693.17	152.8	8706.1	152.8	8698.76	152.6	10326.8	152.6	10316.7	152.6	10308.1	152.6	10306.2	152.6	10304.3	152.6	10298.6	152.6	10296.7	152.6	10296.8	152.6	10315.5	152.6	10300.3	152.8	8567.05	152.8	8540.5	152.8	8529.95	152.8	8515.92	152.8	8512.46	152.8	8504.17	152.8	8504.4	152.8	8503.79	152.8	8524.03	152.8	8507.94	152.8	10078.3	152.8	10066.3	152.8	10056.2	152.8	10056.2	152.8	10051	152.8	10050.2	152.8	10049.3	152.8	10047.6	152.8	10068.2	152.8	10052.1	152.8	10049.7	152.8	10052.4	152.8	10047.7	152.8	10050.4	152.8	10048.9	152.8	10049.8	152.8	10048.9	152.8	10054.1	152.8	10067.1	152.8	10058.7	152.6	10389.2	152.6	10364.5	152.6	10346.2	152.6	10334.4	152.6	10329.1	152.6	10323.9	152.6	10321.5	152.6	10320.6	152.6	10339.6	152.6	10321.7	152.8	7205.66	152.8	7163.87	152.8	7132.53	152.8	7124.86	152.8	7106.97	152.8	7102.02	152.8	7096.97	152.8	7091.77	152.8	7110.22	152.8	7096.61	152.8	7092.5	152.8	7088.68	152.8	7086.34	152.8	7084.25	152.8	7079.94	152.8	7266.4	152.8	7260.91	152.8	7272.25	152.8	7264.46
153.8	8718.5	153.8	8706.03	153.8	8702.92	153.8	8696.85	153.8	8694.14	153.8	8693.01	153.8	8684.86	153.8	8684.78	153.8	8701.8	153.8	8687.55	153.8	8682.54	153.8	8684.53	153.8	8678.78	153.8	8677.16	153.8	8677.58	153.8	8674.6	153.8	8668.41	153.8	8676.59	153.8	8693.67	153.8	8681.34	153.8	8679.4	153.8	8685.32	153.8	8679.19	153.8	8681.96	153.8	8683.13	153.8	8688.36	153.8	8690.89	153.8	8693.61	153.8	8706.25	153.8	8699.07	153.6	10327.3	153.6	10315.7	153.6	10307	153.6	10305.5	153.6	10300.9	153.6	10298.4	153.6	10294.8	153.6	10294.7	153.6	10313.2	153.6	10300.6	153.8	8567.6	153.8	8543.18	153.8	8528.9	153.8	8519.44	153.8	8509.75	153.8	8505.59	153.8	8504.51	153.8	8501.32	153.8	8524.59	153.8	8505.15	153.8	10077.4	153.8	10065.5	153.8	10057	153.8	10053.5	153.8	10052.3	153.8	10050.5	153.8	10047.6	153.8	10047.5	153.8	10066.1	153.8	10049.3	153.8	10048.3	153.8	10048.5	153.8	10048.4	153.8	10047.6	153.8	10047.7	153.8	10050.7	153.8	10051.5	153.8	10055.9	153.8	10068.3	153.8	10059.7	153.6	10390	153.6	10365.5	153.6	10346.1	153.6	10336	153.6	10329.3	153.6	10324.9	153.6	10321.7	153.6	10318.5	153.6	10338.8	153.6	10321.5	153.8	7202.63	153.8	7158.27	153.8	7135.5	153.8	7125.54	153.8	7113	153.8	7102.71	153.8	7100.83	153.8	7090.58	153.8	7114.32	153.8	7094.85	153.8	7086.68	153.8	7082.23	153.8	7086.7	153.8	7081.74	153.8	7078.52	153.8	7264.55	153.8	7260.54	153.8	7272.03	153.8	7263.34
154.8	8719.6	154.8	8710.76	154.8	8700.15	154.8	8699.92	154.8	8694.73	154.8	8692.91	154.8	8686.17	154.8	8684.03	154.8	8707.23	154.8	8684.28	154.8	8684.03	154.8	8683.93	154.8	8676.4	154.8	8673.61	154.8	8676.39	154.8	8673.39	154.8	8670.95	154.8	8674.29	154.8	8699.57	154.8	8679.33	154.8	8681.67	154.8	8686.34	154.8	8681.4	154.8	8680.26	154.8	8683.5	154.8	8684.34	154.8	8688.83	154.8	8693.91	154.8	8706.38	154.8	8696.61	154.6	10326.6	154.6	10317	154.6	10308.6	154.6	10306.2	154.6	10302.7	154.6	10297.6	154.6	10297.4	154.6	10297	154.6	10312.7	154.6	10299.5	154.8	8570.64	154.8	8543.32	154.8	8525.13	154.8	8520.82	154.8	8506.18	154.8	8505.57	154.8	8506.38	154.8	8500.09	154.8	8520.91	154.8	8505.52	154.8	10079.9	154.8	10065.4	154.8	10059.9	154.8	10052	154.8	10051.6	154.8	10048.2	154.8	10047.5	154.8	10046.1	154.8	10066.1	154.8	10052.7	154.8	10051.5	154.8	10049.9	154.8	10047.2	154.8	10048.9	154.8	10049.4	154.8	10051.7	154.8	10048.8	154.8	10055.1	154.8	10067.4	154.8	10062.1	154.6	10388.7	154.6	10364.6	154.6	10346.1	154.6	10335.4	154.6	10328.3	154.6	10325	154.6	10322.1	154.6	10317.9	154.6	10340.6	154.6	10322.4	154.8	7205.45	154.8	7164.56	154.8	7137.81	154.8	7124.13	154.8	7111.61	154.8	7102.63	154.8	7101.67	154.8	7089.71	154.8	7112.47	154.8	7093.18	154.8	7088.43	154.8	7083.42	154.8	7083.17	154.8	7082.69	154.8	7079.63	154.8	7263.26	154.8	7262.43	154.8	7269.95	154.8	7264.66
155.8	8719.34	155.8	8712.19	155.8	8703.17	155.8	8701.44	155.8	8692.85	155.8	8691.25	155.8	8687.47	155.8	8686.21	155.8	8708.73	155.8	8687.26	155.8	8684.99	155.8	8685.49	155.8	8677.1	155.8	8673.63	155.8	8675.34	155.8	8675.82	155.8	8671.87	155.8	8675	155.8	8693.61	155.8	8682.18	155.8	8679.29	155.8	8681.65	155.8	8681.02	155.8	8683.05	155.8	8681.79	155.8	8686.17	155.8	8688.01	155.8	8689.52	155.8	8704.2	155.8	8700.78	155.6	10326.2	155.6	10317.4	155.6	10306.8	155.6	10304.9	155.6	10301.3	155.6	10299.6	155.6	10295	155.6	10294.6	155.6	10315.5	155.6	10298.9	155.8	8572.21	155.8	8544.62	155.8	8527.21	155.8	8512.97	155.8	8506.97	155.8	8505.65	155.8	8505.65	155.8	8503.48	155.8	8519.17	155.8	8503.98	155.8	10075.8	155.8	10067.3	155.8	10061.1	155.8	10054.9	155.8	10052	155.8	10046.8	155.8	10050.4	155.8	10047	155.8	10066.2	155.8	10051.6	155.8	10049.9	155.8	10050	155.8	10046.7	155.8	10049.4	155.8	10048.7	155.8	10049.4	155.8	10052.3	155.8	10054.7	155.8	10066.1	155.8	10057.9	155.6	10388.9	155.6	10365.3	155.6	10345.2	155.6	10336.4	155.6	10326.2	155.6	10325.9	155.6	10322.6	155.6	10318.7	155.6	10339.4	155.6	10323.3	155.8	7205.49	155.8	7161.05	155.8	7135.67	155.8	7126.65	155.8	7112.24	155.8	7100.81	155.8	7094.64	155.8	7091.95	155.8	7116.93	155.8	7095.77	155.8	7089.62	155.8	7089.1	155.8	7083.82	155.8	7080.82	155.8	7078.53	155.8	7267.87	155.8	7261.15	155.8	7275.08	155.8	7263.59
156.8	8721.25	156.8	8708.64	156.8	8700.26	156.8	8700.65	156.8	8696.2	156.8	8692.15	156.8	8689.6	156.8	8681.93	156.8	8706.43	156.8	8689.25	156.8	8683.03	156.8	8679.46	156.8	8674.23	156.8	8669.28	156.8	8675.7	156.8	8674.81	156.8	8671.12	156.8	8674.4	156.8	8694.01	156.8	8680.74	156.8	8679.13	156.8	8680.18	156.8	8685.78	156.8	8680.81	156.8	8684.85	156.8	8682.22	156.8	8689.66	156.8	8693.75	156.8	8707.16	156.8	8694.43	156.6	10325.3	156.6	10316.2	156.6	10309.9	156.6	10306	156.6	10303.6	156.6	10297.5	156.6	10298.4	156.6	10296	156.6	10313.9	156.6	10300.5	156.8	8569.49	156.8	8543.81	156.8	8524.99	156.8	8514.24	156.8	8504.24	156.8	8504.13	156.8	8505.39	156.8	8503.4	156.8	8522.53	156.8	8507.07	156.8	10075.3	156.8	10068.2	156.8	10060.7	156.8	10054.7	156.8	10050.5	156.8	10045.9	156.8	10047.4	156.8	10043.9	156.8	10065.6	156.8	10052.9	156.8	10051.1	156.8	10052.6	156.8	10045.1	156.8	10048.9	156.8	10050.2	156.8	10050	156.8	10053	156.8	10055.9	156.8	10065.7	156.8	10057.8	156.6	10388	156.6	10365.9	156.6	10345.1	156.6	10336.3	156.6	10328.4	156.6	10324.1	156.6	10322.4	156.6	10317	156.6	10340.1	156.6	10324.9	156.8	7204.01	156.8	7157.85	156.8	7136.78	156.8	7127.44	156.8	7115.56	156.8	7104.99	156.8	7092.42	156.8	7091.49	156.8	7114.52	156.8	7095.48	156.8	7086.74	156.8	7088.09	156.8	7083.71	156.8	7081.18	156.8	7077.12	156.8	7266	156.8	7259.41	156.8	7275.68	156.8	7265.62
