211122_binding_JYK00 Fc=4-3 - 1_X	211122_binding_JYK00 Fc=4-3 - 1_Y	211122_binding_JYK00 Fc=4-3 - 2_X	211122_binding_JYK00 Fc=4-3 - 2_Y	211122_binding_JYK00 Fc=4-3 - 3_X	211122_binding_JYK00 Fc=4-3 - 3_Y	211122_binding_JYK00 Fc=4-3 - 4_X	211122_binding_JYK00 Fc=4-3 - 4_Y	211122_binding_JYK00 Fc=4-3 - 5_X	211122_binding_JYK00 Fc=4-3 - 5_Y	211122_binding_JYK00 Fc=4-3 - 6_X	211122_binding_JYK00 Fc=4-3 - 6_Y	211122_binding_JYK00 Fc=4-3 - 7_X	211122_binding_JYK00 Fc=4-3 - 7_Y	211122_binding_JYK00 Fc=4-3 - 8_X	211122_binding_JYK00 Fc=4-3 - 8_Y	211122_binding_JYK00 Fc=4-3 - 9_X	211122_binding_JYK00 Fc=4-3 - 9_Y	211122_binding_JYK0 Fc=4-3 - 10_X	211122_binding_JYK0 Fc=4-3 - 10_Y	211122_binding_JYK0 Fc=4-3 - 11_X	211122_binding_JYK0 Fc=4-3 - 11_Y	211122_binding_JYK0 Fc=4-3 - 12_X	211122_binding_JYK0 Fc=4-3 - 12_Y	211122_binding_JYK0 Fc=4-3 - 13_X	211122_binding_JYK0 Fc=4-3 - 13_Y	211122_binding_JYK0 Fc=4-3 - 14_X	211122_binding_JYK0 Fc=4-3 - 14_Y	211122_binding_JYK0 Fc=4-3 - 15_X	211122_binding_JYK0 Fc=4-3 - 15_Y	211122_binding_JYK0 Fc=4-3 - 16_X	211122_binding_JYK0 Fc=4-3 - 16_Y	211122_binding_JYK0 Fc=4-3 - 17_X	211122_binding_JYK0 Fc=4-3 - 17_Y	211122_binding_JYK0 Fc=4-3 - 18_X	211122_binding_JYK0 Fc=4-3 - 18_Y	211122_binding_JYK0 Fc=4-3 - 19_X	211122_binding_JYK0 Fc=4-3 - 19_Y	211122_binding_JYK0 Fc=4-3 - 20_X	211122_binding_JYK0 Fc=4-3 - 20_Y	211122_binding_JYK0 Fc=4-3 - 21_X	211122_binding_JYK0 Fc=4-3 - 21_Y	211122_binding_JYK0 Fc=4-3 - 22_X	211122_binding_JYK0 Fc=4-3 - 22_Y	211122_binding_JYK0 Fc=4-3 - 23_X	211122_binding_JYK0 Fc=4-3 - 23_Y	211122_binding_JYK0 Fc=4-3 - 24_X	211122_binding_JYK0 Fc=4-3 - 24_Y	211122_binding_JYK0 Fc=4-3 - 25_X	211122_binding_JYK0 Fc=4-3 - 25_Y	211122_binding_JYK0 Fc=4-3 - 26_X	211122_binding_JYK0 Fc=4-3 - 26_Y	211122_binding_JYK0 Fc=4-3 - 27_X	211122_binding_JYK0 Fc=4-3 - 27_Y	211122_binding_JYK0 Fc=4-3 - 28_X	211122_binding_JYK0 Fc=4-3 - 28_Y	211122_binding_JYK0 Fc=4-3 - 29_X	211122_binding_JYK0 Fc=4-3 - 29_Y	211122_binding_JYK0 Fc=4-3 - 30_X	211122_binding_JYK0 Fc=4-3 - 30_Y	211122_binding_JYK0 Fc=4-3 - 31_X	211122_binding_JYK0 Fc=4-3 - 31_Y	211122_binding_JYK0 Fc=4-3 - 32_X	211122_binding_JYK0 Fc=4-3 - 32_Y	211122_binding_JYK0 Fc=4-3 - 33_X	211122_binding_JYK0 Fc=4-3 - 33_Y	211122_binding_JYK0 Fc=4-3 - 34_X	211122_binding_JYK0 Fc=4-3 - 34_Y	211122_binding_JYK0 Fc=4-3 - 35_X	211122_binding_JYK0 Fc=4-3 - 35_Y
436.8	11338.9	436.8	11283.2	436.8	11258.6	436.8	11248.2	436.8	11229.4	436.8	11219.2	436.8	11209.6	436.8	11211.3	436.8	11194.1	436.8	11184.9	436.8	11173.2	436.8	11173.1	436.8	11179.2	436.8	11171.7	436.8	11168.3	436.8	11163.5	436.8	11163.9	436.8	11163.1	436.8	11158.9	436.8	11161.3	436.8	11159.9	436.8	11160	436.8	11161.4	436.8	11173.8	436.8	11166.9	436.8	11160.7	436.8	11161.7	436.8	11159.4	436.8	11162.3	436.8	11164.1	436.8	11166.9	436.8	11165.8	436.8	11166	436.8	11172.6	436.8	11171.2
437.8	11342	437.8	11283.6	437.8	11258.2	437.8	11247.7	437.8	11229.6	437.8	11217.7	437.8	11206.8	437.8	11209.5	437.8	11196.7	437.8	11184.1	437.8	11174.5	437.8	11172.7	437.8	11180	437.8	11172.5	437.8	11168.9	437.8	11162.4	437.8	11160.1	437.8	11161.6	437.8	11160.4	437.8	11158.4	437.8	11158.2	437.8	11163.7	437.8	11159.9	437.8	11174.2	437.8	11167.3	437.8	11160.8	437.8	11162.4	437.8	11159.7	437.8	11160.7	437.8	11163.5	437.8	11165	437.8	11164.6	437.8	11163.2	437.8	11175.1	437.8	11171.4
438.8	11342	438.8	11284.4	438.8	11256.7	438.8	11248.2	438.8	11229	438.8	11218.8	438.8	11206.9	438.8	11209	438.8	11194.6	438.8	11183.8	438.8	11174	438.8	11172.8	438.8	11177.3	438.8	11172.8	438.8	11168.1	438.8	11161.3	438.8	11163.5	438.8	11161.3	438.8	11161.5	438.8	11157.8	438.8	11159.9	438.8	11161.8	438.8	11160.9	438.8	11174.8	438.8	11168.7	438.8	11161.9	438.8	11164.7	438.8	11160.8	438.8	11162.8	438.8	11161.9	438.8	11164.9	438.8	11164	438.8	11163	438.8	11173.6	438.8	11169.6
439.8	11341.2	439.8	11282.8	439.8	11255.6	439.8	11246.3	439.8	11230.5	439.8	11220	439.8	11207.8	439.8	11208.5	439.8	11194.4	439.8	11182.2	439.8	11175.1	439.8	11173.6	439.8	11180.3	439.8	11171.6	439.8	11169.7	439.8	11162.5	439.8	11163.7	439.8	11159.9	439.8	11158.5	439.8	11159.3	439.8	11158.8	439.8	11161.7	439.8	11160	439.8	11173.4	439.8	11166.4	439.8	11160.7	439.8	11161.8	439.8	11161	439.8	11164.1	439.8	11162.7	439.8	11164	439.8	11163.3	439.8	11164.4	439.8	11174.8	439.8	11169.7
440.8	11340.4	440.8	11282.7	440.8	11257.8	440.8	11246.1	440.8	11230.8	440.8	11217.3	440.8	11207.6	440.8	11210.4	440.8	11194	440.8	11183.2	440.8	11175.9	440.8	11170.9	440.8	11180.4	440.8	11168.8	440.8	11170.2	440.8	11164.6	440.8	11162.8	440.8	11163	440.8	11158.6	440.8	11158.6	440.8	11159.4	440.8	11160.4	440.8	11159.5	440.8	11174.8	440.8	11165.3	440.8	11162.3	440.8	11162.2	440.8	11159.8	440.8	11162.9	440.8	11161	440.8	11164.7	440.8	11165.1	440.8	11163	440.8	11175.6	440.8	11169.1
441.8	11341.5	441.8	11284.3	441.8	11257.6	441.8	11248.3	441.8	11229.8	441.8	11217.5	441.8	11207.8	441.8	11208.3	441.8	11195.8	441.8	11184.3	441.8	11175.6	441.8	11172.6	441.8	11180.5	441.8	11170.1	441.8	11169.3	441.8	11163.6	441.8	11163.5	441.8	11162.1	441.8	11157.9	441.8	11155.4	441.8	11160	441.8	11159.6	441.8	11163.2	441.8	11173.8	441.8	11167.4	441.8	11163.4	441.8	11161.7	441.8	11160.5	441.8	11161.7	441.8	11160.9	441.8	11165.5	441.8	11164.3	441.8	11163.8	441.8	11173.8	441.8	11171.5
442.8	11341.8	442.8	11282.7	442.8	11256.6	442.8	11248.6	442.8	11230.8	442.8	11217.1	442.8	11205.6	442.8	11207.6	442.8	11195.3	442.8	11184.2	442.8	11175.8	442.8	11174.9	442.8	11179.2	442.8	11168.2	442.8	11169	442.8	11161.5	442.8	11161.9	442.8	11161.6	442.8	11157.8	442.8	11159.2	442.8	11162.2	442.8	11159.3	442.8	11162.3	442.8	11173.7	442.8	11166.4	442.8	11163.3	442.8	11161.5	442.8	11158.2	442.8	11161.5	442.8	11163.4	442.8	11164.7	442.8	11164.8	442.8	11162.4	442.8	11173.3	442.8	11169.2
443.8	11342.1	443.8	11283.7	443.8	11257.7	443.8	11246.5	443.8	11228.1	443.8	11218.7	443.8	11209.4	443.8	11208.1	443.8	11195	443.8	11184.2	443.8	11173.6	443.8	11172.8	443.8	11179.4	443.8	11170.1	443.8	11169.5	443.8	11165.2	443.8	11163.8	443.8	11161.8	443.8	11158.4	443.8	11159.1	443.8	11160.9	443.8	11160.4	443.8	11161.8	443.8	11172.5	443.8	11167.4	443.8	11163.3	443.8	11160.5	443.8	11158.4	443.8	11158.6	443.8	11161.7	443.8	11162.8	443.8	11164.4	443.8	11160.2	443.8	11173.3	443.8	11169.6
444.8	11341.9	444.8	11282.8	444.8	11258.5	444.8	11247.8	444.8	11227.7	444.8	11216.7	444.8	11205.3	444.8	11210.3	444.8	11194.6	444.8	11186.1	444.8	11177	444.8	11175.1	444.8	11179.9	444.8	11170.9	444.8	11167.4	444.8	11166.2	444.8	11162	444.8	11162.1	444.8	11159.9	444.8	11158.6	444.8	11158.8	444.8	11159.5	444.8	11158.5	444.8	11175.1	444.8	11167.2	444.8	11163.6	444.8	11162	444.8	11158.9	444.8	11161.8	444.8	11158.4	444.8	11165.4	444.8	11164.8	444.8	11161.2	444.8	11173	444.8	11169.6
445.8	11341	445.8	11284.4	445.8	11257.3	445.8	11247.3	445.8	11230.4	445.8	11214.7	445.8	11206.2	445.8	11210.9	445.8	11198.6	445.8	11184	445.8	11175.2	445.8	11175.4	445.8	11178.8	445.8	11171.3	445.8	11168.3	445.8	11164.9	445.8	11162.3	445.8	11161.9	445.8	11162	445.8	11158.9	445.8	11158.1	445.8	11161.4	445.8	11160.3	445.8	11175.4	445.8	11167.1	445.8	11162.8	445.8	11162.1	445.8	11157.9	445.8	11161.3	445.8	11162	445.8	11164.5	445.8	11162.5	445.8	11161.7	445.8	11172.7	445.8	11173.5
446.8	11339.8	446.8	11284	446.8	11257.3	446.8	11247.7	446.8	11230.2	446.8	11217	446.8	11207	446.8	11209.5	446.8	11195.8	446.8	11183.6	446.8	11176	446.8	11174.3	446.8	11179.3	446.8	11169.6	446.8	11166.6	446.8	11163	446.8	11164	446.8	11160.6	446.8	11160.6	446.8	11159.8	446.8	11157.1	446.8	11162	446.8	11159.1	446.8	11173.9	446.8	11166.5	446.8	11161.4	446.8	11163.4	446.8	11158.8	446.8	11162.4	446.8	11163.3	446.8	11166.7	446.8	11163.1	446.8	11161	446.8	11176.3	446.8	11170.8
447.8	11340.5	447.8	11283.4	447.8	11254.8	447.8	11247.8	447.8	11229.9	447.8	11217.7	447.8	11207.2	447.8	11211	447.8	11193.3	447.8	11182	447.8	11175.4	447.8	11171.4	447.8	11179.5	447.8	11169.9	447.8	11167.3	447.8	11165	447.8	11163.5	447.8	11160.9	447.8	11159.7	447.8	11160.1	447.8	11158.5	447.8	11162.5	447.8	11158.2	447.8	11175.2	447.8	11165.5	447.8	11165.2	447.8	11160.9	447.8	11160.9	447.8	11163	447.8	11162.2	447.8	11165.5	447.8	11163.8	447.8	11164.8	447.8	11173.5	447.8	11169.9
448.8	11341.4	448.8	11284.9	448.8	11256.7	448.8	11248.5	448.8	11229.8	448.8	11218.7	448.8	11208	448.8	11207.4	448.8	11191.3	448.8	11183.6	448.8	11173.7	448.8	11172.3	448.8	11179.6	448.8	11172.3	448.8	11167	448.8	11164.5	448.8	11163.1	448.8	11162.9	448.8	11161.6	448.8	11160.4	448.8	11159.1	448.8	11158.3	448.8	11159.7	448.8	11174.9	448.8	11167.5	448.8	11162.9	448.8	11160.9	448.8	11156.4	448.8	11162.7	448.8	11162.1	448.8	11164	448.8	11166	448.8	11164.6	448.8	11173.4	448.8	11169.3
449.8	11341.6	449.8	11282.5	449.8	11256.9	449.8	11248.9	449.8	11228.4	449.8	11217.3	449.8	11205.8	449.8	11209.3	449.8	11194.2	449.8	11182.5	449.8	11172.9	449.8	11173.7	449.8	11180.6	449.8	11171.7	449.8	11167.8	449.8	11164.3	449.8	11161.7	449.8	11161.4	449.8	11161.3	449.8	11162.1	449.8	11158.3	449.8	11159.4	449.8	11159.9	449.8	11175.2	449.8	11166.2	449.8	11164.4	449.8	11162.8	449.8	11157.6	449.8	11162.3	449.8	11161.7	449.8	11165.1	449.8	11162	449.8	11164.3	449.8	11175.7	449.8	11169.9
450.8	11339.9	450.8	11285.5	450.8	11256.5	450.8	11247.7	450.8	11227.4	450.8	11216.4	450.8	11206.2	450.8	11209.9	450.8	11193.7	450.8	11181	450.8	11174.4	450.8	11172.3	450.8	11180.8	450.8	11171.2	450.8	11167	450.8	11164.8	450.8	11162.1	450.8	11163.1	450.8	11159.7	450.8	11159.5	450.8	11157.6	450.8	11162.3	450.8	11158.6	450.8	11175.3	450.8	11166.7	450.8	11162.9	450.8	11162.9	450.8	11158.5	450.8	11162	450.8	11162.6	450.8	11166.6	450.8	11163.7	450.8	11162.1	450.8	11175.5	450.8	11171.1
451.8	11340.8	451.8	11285.9	451.8	11259.4	451.8	11248.6	451.8	11229.1	451.8	11215.5	451.8	11206.5	451.8	11209.4	451.8	11194.6	451.8	11183.1	451.8	11176.7	451.8	11171.6	451.8	11180	451.8	11172.6	451.8	11168.4	451.8	11166.4	451.8	11163.5	451.8	11161	451.8	11160.7	451.8	11158.3	451.8	11159.3	451.8	11160.7	451.8	11159.8	451.8	11173.6	451.8	11167.8	451.8	11163.3	451.8	11163.7	451.8	11159.8	451.8	11163.2	451.8	11164	451.8	11164.2	451.8	11165.5	451.8	11164.1	451.8	11174	451.8	11170.9
452.8	11341.1	452.8	11284.6	452.8	11257.7	452.8	11249.5	452.8	11231.5	452.8	11219.1	452.8	11206.9	452.8	11208.5	452.8	11191.5	452.8	11182.6	452.8	11175.8	452.8	11173	452.8	11179.9	452.8	11172.6	452.8	11166.6	452.8	11162.5	452.8	11165.8	452.8	11160.2	452.8	11160.7	452.8	11159.1	452.8	11158.2	452.8	11161.6	452.8	11159.3	452.8	11176.1	452.8	11167	452.8	11164	452.8	11163.4	452.8	11158.9	452.8	11163.9	452.8	11162.3	452.8	11165.4	452.8	11161.2	452.8	11164.9	452.8	11173.1	452.8	11170.5
453.8	11340.1	453.8	11284.9	453.8	11259.1	453.8	11247.5	453.8	11229.8	453.8	11217.4	453.8	11207.4	453.8	11205.6	453.8	11193.4	453.8	11183.3	453.8	11174.6	453.8	11173.6	453.8	11182.3	453.8	11170.9	453.8	11167.5	453.8	11163.9	453.8	11164.5	453.8	11162.4	453.8	11160.9	453.8	11160.5	453.8	11157.4	453.8	11162.2	453.8	11161	453.8	11175.2	453.8	11169	453.8	11161.7	453.8	11162.6	453.8	11160.2	453.8	11162.9	453.8	11162.3	453.8	11164.7	453.8	11163	453.8	11166.7	453.8	11174.7	453.8	11169.9
454.8	11340.3	454.8	11281.9	454.8	11259.1	454.8	11245.6	454.8	11229.1	454.8	11218.4	454.8	11208.3	454.8	11209.3	454.8	11194	454.8	11184.4	454.8	11173.2	454.8	11172.7	454.8	11182.3	454.8	11171.2	454.8	11168.9	454.8	11163.3	454.8	11164.1	454.8	11163.1	454.8	11161.3	454.8	11159.7	454.8	11156.9	454.8	11161.3	454.8	11160.5	454.8	11175.8	454.8	11163.6	454.8	11159.9	454.8	11163.7	454.8	11159.4	454.8	11161.2	454.8	11162.5	454.8	11162.3	454.8	11162.7	454.8	11164.4	454.8	11175.6	454.8	11170.5
455.8	11341.1	455.8	11286.4	455.8	11256.4	455.8	11250.1	455.8	11227.7	455.8	11218.6	455.8	11207.5	455.8	11207.1	455.8	11193.3	455.8	11181.3	455.8	11173.9	455.8	11173.9	455.8	11179.6	455.8	11167.8	455.8	11170	455.8	11164	455.8	11165.8	455.8	11161.6	455.8	11157.9	455.8	11160	455.8	11160.1	455.8	11161.5	455.8	11161.2	455.8	11176.1	455.8	11166.8	455.8	11162.7	455.8	11161.3	455.8	11158	455.8	11162.3	455.8	11165.2	455.8	11166.3	455.8	11164.8	455.8	11164	455.8	11173.6	455.8	11167
456.8	11339	456.8	11283	456.8	11257.7	456.8	11248.1	456.8	11230.6	456.8	11218.1	456.8	11208.1	456.8	11206.2	456.8	11192.5	456.8	11181.9	456.8	11173.6	456.8	11172.4	456.8	11182.3	456.8	11169.2	456.8	11167.5	456.8	11164.1	456.8	11162.2	456.8	11163.3	456.8	11159.5	456.8	11160.9	456.8	11158.3	456.8	11160.2	456.8	11162.1	456.8	11174.3	456.8	11165.1	456.8	11159.8	456.8	11163.4	456.8	11158.3	456.8	11162.2	456.8	11162.9	456.8	11164.9	456.8	11166.8	456.8	11162.6	456.8	11172.4	456.8	11170.3
457.8	11340.7	457.8	11283.5	457.8	11257.8	457.8	11250	457.8	11230.7	457.8	11219.4	457.8	11206.8	457.8	11206.5	457.8	11192.8	457.8	11181.7	457.8	11173.2	457.8	11172.1	457.8	11181.7	457.8	11170.9	457.8	11166	457.8	11163.5	457.8	11162.9	457.8	11163.2	457.8	11160	457.8	11158.8	457.8	11160.4	457.8	11160.5	457.8	11159.7	457.8	11175.9	457.8	11164.8	457.8	11159.8	457.8	11162.9	457.8	11160	457.8	11161.6	457.8	11162.3	457.8	11166.3	457.8	11165.9	457.8	11164	457.8	11174.8	457.8	11170
458.8	11339.7	458.8	11282.1	458.8	11256.3	458.8	11247.2	458.8	11230.7	458.8	11219.9	458.8	11208.9	458.8	11207.4	458.8	11195.2	458.8	11184.6	458.8	11174.6	458.8	11172.3	458.8	11182	458.8	11170.1	458.8	11165.5	458.8	11163.3	458.8	11162.7	458.8	11163.2	458.8	11160.2	458.8	11159.2	458.8	11157.9	458.8	11162.6	458.8	11160	458.8	11175.1	458.8	11166.2	458.8	11162	458.8	11163.1	458.8	11160.6	458.8	11161.6	458.8	11160.8	458.8	11167.9	458.8	11165	458.8	11166.6	458.8	11174	458.8	11169.6
459.8	11341.9	459.8	11284.2	459.8	11256.5	459.8	11244	459.8	11229.8	459.8	11217.4	459.8	11206.2	459.8	11209	459.8	11193.9	459.8	11183.8	459.8	11176.2	459.8	11174.1	459.8	11180.1	459.8	11171.7	459.8	11165.3	459.8	11163.9	459.8	11162	459.8	11161.1	459.8	11161	459.8	11157.5	459.8	11158.7	459.8	11161.1	459.8	11161.6	459.8	11176.7	459.8	11165.1	459.8	11163.4	459.8	11160.7	459.8	11159.5	459.8	11159.8	459.8	11161.2	459.8	11165	459.8	11165.2	459.8	11162.3	459.8	11174.7	459.8	11170.5
460.8	11341.2	460.8	11282	460.8	11255.9	460.8	11247	460.8	11227.7	460.8	11220.4	460.8	11207	460.8	11208.7	460.8	11194.5	460.8	11178.9	460.8	11173.8	460.8	11172.4	460.8	11179.7	460.8	11171	460.8	11164.4	460.8	11162.9	460.8	11163.8	460.8	11163.4	460.8	11159.1	460.8	11160.4	460.8	11161.5	460.8	11160.4	460.8	11160.6	460.8	11176	460.8	11165.7	460.8	11161.1	460.8	11162.4	460.8	11160.6	460.8	11162.6	460.8	11162.3	460.8	11165.8	460.8	11164.6	460.8	11164	460.8	11175.5	460.8	11172.4
461.8	11340.6	461.8	11281.7	461.8	11255.5	461.8	11246.5	461.8	11228.6	461.8	11217.8	461.8	11207	461.8	11208.5	461.8	11194.2	461.8	11182.4	461.8	11175	461.8	11172.9	461.8	11182.7	461.8	11172.2	461.8	11169	461.8	11165.1	461.8	11163.6	461.8	11161.3	461.8	11162.4	461.8	11160.4	461.8	11161	461.8	11161.8	461.8	11160.3	461.8	11175	461.8	11167.8	461.8	11161.4	461.8	11161.3	461.8	11162	461.8	11162.6	461.8	11162.7	461.8	11165.2	461.8	11163	461.8	11162.6	461.8	11173	461.8	11170.6
462.8	11339.5	462.8	11280.7	462.8	11256.9	462.8	11247.4	462.8	11227.9	462.8	11219.8	462.8	11207.8	462.8	11208.9	462.8	11194.1	462.8	11186.6	462.8	11173	462.8	11174.9	462.8	11180.8	462.8	11170.3	462.8	11166.1	462.8	11166	462.8	11164.1	462.8	11162.1	462.8	11160.5	462.8	11159.5	462.8	11158.3	462.8	11162.4	462.8	11159.7	462.8	11175.7	462.8	11167.5	462.8	11164.7	462.8	11159.3	462.8	11162.2	462.8	11162	462.8	11162.8	462.8	11161.9	462.8	11163.7	462.8	11163.9	462.8	11175.7	462.8	11171.7
463.8	11340.6	463.8	11281.2	463.8	11257.3	463.8	11248.1	463.8	11229.5	463.8	11216.1	463.8	11204.9	463.8	11208.8	463.8	11192.8	463.8	11186.8	463.8	11175.2	463.8	11172.8	463.8	11182.5	463.8	11169.3	463.8	11166.3	463.8	11166.1	463.8	11161.1	463.8	11161.9	463.8	11158.8	463.8	11160.9	463.8	11159.5	463.8	11161.4	463.8	11161.7	463.8	11176.1	463.8	11168	463.8	11162.5	463.8	11161.1	463.8	11162.4	463.8	11161.6	463.8	11162.1	463.8	11163.9	463.8	11162.5	463.8	11162.1	463.8	11175.6	463.8	11171
464.8	11339.8	464.8	11284	464.8	11258.4	464.8	11249.4	464.8	11230.4	464.8	11218	464.8	11207.4	464.8	11208.6	464.8	11195.5	464.8	11185.8	464.8	11175.8	464.8	11171.5	464.8	11181.3	464.8	11169.3	464.8	11163.9	464.8	11164.4	464.8	11164.5	464.8	11164.5	464.8	11158.8	464.8	11159.4	464.8	11159.5	464.8	11161.9	464.8	11162.5	464.8	11174.4	464.8	11168.2	464.8	11163.2	464.8	11163.7	464.8	11159.3	464.8	11161.9	464.8	11161.8	464.8	11165	464.8	11162.1	464.8	11165.5	464.8	11174.6	464.8	11170.4
465.8	11339.9	465.8	11283.4	465.8	11257.2	465.8	11249.8	465.8	11231.5	465.8	11216.2	465.8	11207.1	465.8	11207.1	465.8	11196	465.8	11183.1	465.8	11174.9	465.8	11171	465.8	11181	465.8	11171.2	465.8	11166.5	465.8	11164.8	465.8	11163.6	465.8	11164.4	465.8	11159.3	465.8	11158.8	465.8	11159.8	465.8	11163.5	465.8	11162.9	465.8	11176.4	465.8	11168.4	465.8	11163.7	465.8	11161.9	465.8	11159.4	465.8	11161.6	465.8	11161.6	465.8	11166.3	465.8	11163.5	465.8	11164.5	465.8	11173.1	465.8	11170.6
466.8	11340.8	466.8	11283.8	466.8	11259.7	466.8	11247.9	466.8	11229.2	466.8	11217	466.8	11206	466.8	11208.1	466.8	11193.1	466.8	11183.4	466.8	11175.5	466.8	11174.2	466.8	11178.8	466.8	11170.4	466.8	11166.1	466.8	11164.8	466.8	11166	466.8	11163.6	466.8	11160.8	466.8	11158.6	466.8	11157.4	466.8	11162	466.8	11160.8	466.8	11174.4	466.8	11166.7	466.8	11164.5	466.8	11162.6	466.8	11159.6	466.8	11164.5	466.8	11161.5	466.8	11166.7	466.8	11165.5	466.8	11166.5	466.8	11176	466.8	11173.1
467.8	11337.5	467.8	11282.9	467.8	11258	467.8	11248.7	467.8	11229.9	467.8	11215.7	467.8	11205.6	467.8	11208	467.8	11193.9	467.8	11183.6	467.8	11175	467.8	11172.9	467.8	11179.3	467.8	11171	467.8	11164.3	467.8	11163.5	467.8	11165.7	467.8	11162.8	467.8	11160.4	467.8	11162.1	467.8	11159.5	467.8	11163.5	467.8	11162.4	467.8	11173.5	467.8	11165.7	467.8	11165.1	467.8	11161.3	467.8	11158.1	467.8	11162.4	467.8	11161.7	467.8	11164.5	467.8	11165.2	467.8	11163.8	467.8	11173.5	467.8	11172
468.8	11339	468.8	11285.1	468.8	11256.3	468.8	11247	468.8	11229.6	468.8	11216.4	468.8	11206.5	468.8	11206.8	468.8	11195	468.8	11184.7	468.8	11174.7	468.8	11171.4	468.8	11182.6	468.8	11168.6	468.8	11166.9	468.8	11163.1	468.8	11160.2	468.8	11162.8	468.8	11158.5	468.8	11161.7	468.8	11160.3	468.8	11161	468.8	11160.8	468.8	11173.6	468.8	11166.2	468.8	11163.2	468.8	11162.7	468.8	11161.4	468.8	11163.5	468.8	11164.6	468.8	11165.1	468.8	11165.2	468.8	11167	468.8	11174.4	468.8	11172
469.8	11339.5	469.8	11284	469.8	11258.7	469.8	11247.9	469.8	11229	469.8	11216.1	469.8	11205.5	469.8	11207.8	469.8	11193.5	469.8	11183.2	469.8	11175.6	469.8	11173.2	469.8	11180.9	469.8	11169.6	469.8	11165	469.8	11164.4	469.8	11164	469.8	11160.5	469.8	11159.6	469.8	11159.4	469.8	11159.5	469.8	11158.8	469.8	11160.3	469.8	11172.7	469.8	11168.5	469.8	11162.9	469.8	11164.5	469.8	11161.6	469.8	11162.9	469.8	11161.7	469.8	11163.7	469.8	11165.7	469.8	11164.6	469.8	11172.7	469.8	11170.2
470.8	11339.5	470.8	11282.8	470.8	11256.3	470.8	11245.8	470.8	11230.3	470.8	11215.8	470.8	11207.1	470.8	11207.9	470.8	11194.5	470.8	11182.7	470.8	11173.9	470.8	11173.7	470.8	11181.9	470.8	11170	470.8	11166.5	470.8	11163.1	470.8	11164.7	470.8	11160.2	470.8	11160.6	470.8	11159.9	470.8	11159.3	470.8	11159.3	470.8	11160	470.8	11175.1	470.8	11168.3	470.8	11163.1	470.8	11161.1	470.8	11158.5	470.8	11160.9	470.8	11162.4	470.8	11165.7	470.8	11167.7	470.8	11164.2	470.8	11173.6	470.8	11170.9
471.8	11338.6	471.8	11281.4	471.8	11258	471.8	11247.4	471.8	11227.4	471.8	11216.4	471.8	11204.6	471.8	11206.9	471.8	11192.1	471.8	11181.6	471.8	11174.7	471.8	11172.1	471.8	11180.3	471.8	11171.4	471.8	11163.1	471.8	11164.4	471.8	11166.1	471.8	11159.2	471.8	11160.9	471.8	11159.3	471.8	11160.3	471.8	11160.8	471.8	11159.5	471.8	11174.8	471.8	11166.8	471.8	11162.6	471.8	11162	471.8	11162.8	471.8	11162.5	471.8	11163.3	471.8	11165	471.8	11165.1	471.8	11164.2	471.8	11174.4	471.8	11170.5
472.8	11337.3	472.8	11280.9	472.8	11257.2	472.8	11246.4	472.8	11227.5	472.8	11217.1	472.8	11207.3	472.8	11207.9	472.8	11195.5	472.8	11184.4	472.8	11175.3	472.8	11171.8	472.8	11180.9	472.8	11170.7	472.8	11166.6	472.8	11163.6	472.8	11161.9	472.8	11159.6	472.8	11160.1	472.8	11161.6	472.8	11159.7	472.8	11161.3	472.8	11160.8	472.8	11175.9	472.8	11166.9	472.8	11161.3	472.8	11166.1	472.8	11160	472.8	11163	472.8	11164.1	472.8	11166	472.8	11164.1	472.8	11163.2	472.8	11173.4	472.8	11170.7
473.8	11338.8	473.8	11282.5	473.8	11260.1	473.8	11246.6	473.8	11228.7	473.8	11217.5	473.8	11207.1	473.8	11207.8	473.8	11193.2	473.8	11185.2	473.8	11174.5	473.8	11171.7	473.8	11181.4	473.8	11170.1	473.8	11165.3	473.8	11164.6	473.8	11162.7	473.8	11158.7	473.8	11158.7	473.8	11158.1	473.8	11158.9	473.8	11161.5	473.8	11159.3	473.8	11172.9	473.8	11166.4	473.8	11161.5	473.8	11162.5	473.8	11160.3	473.8	11165	473.8	11159.9	473.8	11161.8	473.8	11166.5	473.8	11164	473.8	11171.9	473.8	11171.4
474.8	11337.4	474.8	11284.4	474.8	11258.5	474.8	11247.9	474.8	11226.7	474.8	11218.1	474.8	11205.5	474.8	11209.2	474.8	11193.3	474.8	11182.2	474.8	11175.3	474.8	11173.5	474.8	11179.1	474.8	11168.9	474.8	11166.2	474.8	11164.5	474.8	11162.5	474.8	11160	474.8	11159.2	474.8	11161.6	474.8	11158.4	474.8	11160.5	474.8	11161.6	474.8	11172.5	474.8	11166.5	474.8	11162.1	474.8	11160.9	474.8	11161	474.8	11160.7	474.8	11161.5	474.8	11166.7	474.8	11164.3	474.8	11163.1	474.8	11174.9	474.8	11171
